configuration	term	J	energy
2p6.3s2	1S	0	0.0
3s.3p	3P*	0	1.57846
3s.3p	3P*	1	1.60152
3s.3p	3P*	2	1.65277
3s.3p	1P*	1	2.35993
3p2	1D	2	3.726
3p2	3P	0	3.7418
3p2	3P	1	3.77385
3p2	3P	2	3.8334
3p2	1S	0	4.39989
3s.3d	3D	1	4.55504
3s.3d	3D	2	4.5578
3s.3d	3D	3	4.5621
3s.3d	1D	2	5.14513
3p.3d	3F*	2	6.2317
3p.3d	3F*	3	6.26575
3p.3d	3F*	4	6.30559
3p.3d	1D*	2	6.33095
3p.3d	3P*	2	6.60392
3p.3d	3D*	1	6.61248
3p.3d	3P*	0	6.64971
3p.3d	3P*	1	6.65555
3p.3d	3D*	3	6.65742
3p.3d	3D*	2	6.65986
3p.3d	1F*	3	7.12448
3p.3d	1P*	1	7.21707
3d2	3F	2	9.19042
3d2	3F	3	9.1945
3d2	3F	4	9.2002
3d2	1D	2	9.3986
3d2	1G	4	9.40711
3d2	3P	0	9.42876
3d2	3P	1	9.43042
3d2	3P	2	9.433
3s.4s	3S	1	9.576
3s.4s	1S	0	9.7121
3s.4p	1P*	1	10.3877
3s.4d	3D	1	11.3354
3s.4d	3D	2	11.3385
3s.4d	3D	3	11.3419
3s.4d	1D	2	11.419
3p.4s	3P*	0	11.551
3p.4s	3P*	1	11.5716
3p.4s	3P*	2	11.6281
3s.4f	3F*	2	11.7906
3s.4f	3F*	3	11.7912
3s.4f	3F*	4	11.7922
3s.4f	1F*	3	11.8862
3p.4p	3D	1	12.2628
3p.4p	3D	2	12.2859
3p.4p	3D	3	12.3373
3p.4p	3P	0	12.338
3p.4p	3P	1	12.3593
3p.4p	3P	2	12.3945
3p.4p	3S	1	12.4095
3p.4d	3D*	1	13.2415
3p.4d	3D*	3	13.254
3p.4d	1F*	3	13.4287
3p.4d	1P*	1	13.4371
3s.5s	3S	1	13.5289
3s.5s	1S	0	13.5937
3p.4f	3G	4	13.6702
3p.4f	3F	3	13.6716
3p.4f	3F	4	13.7184
3p.4f	3G	5	13.7202
3p.4f	3D	2	13.8201
3p.4f	1G	4	13.8894
3s.5p	1P*	1	13.9331
3s.5d	3D	1	14.3768
3s.5d	3D	2	14.3782
3s.5d	3D	3	14.3796
3s.5d	1D	2	14.4433
3s.5f	3F*	2	14.5789
3s.5f	3F*	3	14.5797
3s.5f	3F*	4	14.5799
3s.5f	1F*	3	14.6089
3s.6p	1P*	1	15.741
3s.6f	3F*	2	16.0861
3s.6f	3F*	4	16.0862
3s.6f	3F*	3	16.0889
3s.7p	1P*	1	16.7753
