configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	3/2	0.75127
2s2.2p3	2D*	5/2	0.761773
2s2.2p3	2P*	1/2	1.15708
2s2.2p3	2P*	3/2	1.17375
2s.2p4	4P	5/2	3.44876
2s.2p4	4P	3/2	3.51168
2s.2p4	4P	1/2	3.54376
2s.2p4	2D	3/2	4.74518
2s.2p4	2D	5/2	4.74646
2s.2p4	2S	1/2	5.54765
2s.2p4	2P	3/2	5.80384
2s.2p4	2P	1/2	5.8837
2p5	2P*	3/2	9.03293
2p5	2P*	1/2	9.13429
2s2.2p2.(3P).3s	4P	1/2	19.0223
2s2.2p2.(3P).3s	4P	3/2	19.0674
2s2.2p2.(3P).3s	4P	5/2	19.1224
2s2.2p2.(3P).3s	2P	1/2	19.256
2s2.2p2.(3P).3s	2P	3/2	19.3234
2s2.2p2.(1D).3s	2D	3/2	19.6768
2s2.2p2.(1D).3s	2D	5/2	19.6846
2s2.2p2.(3P).3d	2P	3/2	21.2431
2s2.2p2.(3P).3d	2P	1/2	21.3346
2s2.2p2.(3P).3d	2F	5/2	21.3509
2s2.2p2.(3P).3d	4P	5/2	21.4199
2s2.2p2.(3P).3d	2F	7/2	21.4283
2s2.2p2.(3P).3d	4P	3/2	21.4441
2s2.2p2.(3P).3d	4P	1/2	21.4491
2s2.2p2.(3P).3d	2D	3/2	21.6763
2s2.2p2.(3P).3d	2D	5/2	21.6872
2s2.2p2.(1D).3d	2D?	3/2	21.9401
2s2.2p2.(1D).3d	2F	7/2	21.9531
2s2.2p2.(1D).3d	2D?	5/2	21.9533
2s2.2p2.(1D).3d	2F	5/2	21.9848
2s.2p3.(5S*).3p	4P	5/2	22.0342
2s.2p3.(5S*).3d	4D*	3/2	23.1704
2s.2p3.(5S*).3d	4D*	5/2	23.1943
2s.2p3.(5S*).3d	4D*	7/2	23.2602
2s.2p3.(3D*).3d	4D*	7/2	24.5122
2s.2p3.(3P*).3d	4D*	7/2	25.143
2s2.2p2.(3P).4d	4P	5/2	26.56
