ritz_wl_vac(A)	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"237.994"	""	"5.05e+07"	"8.58e-04"	C	"0.000000"	"3.828947"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
"238.035"	""	"2.02e+08"	"1.72e-03"	C	"0.000000"	"3.828288"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
"238.093"	""	"2.52e+08"	"2.14e-03"	C+	"0.001589"	"3.828947"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
"238.134"	""	"1.01e+08"	"4.29e-04"	C	"0.001589"	"3.828288"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
"248.320"	""	"1.48e+08"	"2.74e-03"	C+	"0.000000"	"3.669723"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
"248.370"	""	"6.08e+08"	"5.62e-03"	C+	"0.000000"	"3.668985"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
"248.428"	""	"7.40e+08"	"6.85e-03"	B	"0.001589"	"3.669723"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192LS"	""	
"248.478"	""	"3.04e+08"	"1.41e-03"	C+	"0.001589"	"3.668985"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192LS"	""	
"264.823"	""	"3.12e+08"	"6.56e-03"	B	"0.000000"	"3.441047"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
"264.846"	""	"1.25e+09"	"1.31e-02"	B	"0.000000"	"3.440743"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2P"	"1/2"		"T7192LS"	""	
"264.945"	""	"1.56e+09"	"1.64e-02"	B	"0.001589"	"3.441047"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2P"	"3/2"		"T7192LS"	""	
