ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"748.366"	"0.004"	"13000a"	"6.0e+06"	"3.7e-03"	C	"0.000000000"	"1.217676"	"3d10.4s2"	"1S"	"0"	"3d9.(2D<5/2>).4s2.7p"	"2[3/2]*"	"1"		"T2177"	"L6852,L242"	
"765.51"	"0.18"	"19000a"	"7.6e+06"	"5.0e-03"	C	"0.000000000"	"1.1904"	"3d10.4s2"	"1S"	"0"	"3d9.(2D<5/2>).4s2.6p"	"2[3/2]*"	"1"		"T2177"	"L400,L242"	
"791.998"	"0.019"	"14000a"	"5.7e+06"	"4.2e-03"	C	"0.000000000"	"1.15059"	"3d10.4s2"	"1S"	"0"	"3d9.(2D<3/2>).4s2.5p"	"2[3/2]*"	"1"		"T2177"	"L400,L242"	
"794.07"	"0.10"	"40000a"	"1.8e+07"	"1.3e-02"	C	"0.000000000"	"1.14759"	"3d10.4s2"	"1S"	"0"	"3d9.(2D<3/2>).4s2.5p"	"2[1/2]*"	"1"		"T2177"	"L400,L242"	
"809.92"	"0.10"	"50000a"	"2.6e+07"	"2.0e-02"	C	"0.000000000"	"1.12513"	"3d10.4s2"	"1S"	"0"	"3d9.(2D<5/2>).4s2.5p"	"2[3/2]*"	"1"		"T2177"	"L400,L242"	
"1108.32"	"0.12"	"25000a"	"3.1e+07"	"6.1e-02"	C	"0.000000000"	"0.82221"	"3d10.4s2"	"1S"	"0"	"3d9.4s2.4p"	"3P*"	"1"		"T2177"	"L242"	
"2139.24778"	"0.00008"	"80000000r"	"7.14e+08"	"1.035e+01"	A	"0.000000000"	"0.425975457"	"3d10.4s2"	"1S"	"0"	"3d10.4s.4p"	"1P*"	"1"		"T7574"	"L9761"	
"3076.79063"	"0.00019"	"88000"	"3.8e+04"	"1.62e-03"	B	"0.000000000"	"0.296174540"	"3d10.4s2"	"1S"	"0"	"3d10.4s.4p"	"3P*"	"1"		"T7574"	"L9761"	
"3283.27126"	"0.00015"	"360000"	"9.0e+07"	"4.7e+00"	B	"0.294442391"	"0.571990902"	"3d10.4s.4p"	"3P*"	"0"	"3d10.4s.4d"	"3D"	"1"		"T2177"	"L9761"	
"3303.53376"	"0.00016"	"1400000"	"1.20e+08"	"1.07e+01"	B	"0.296174540"	"0.572020684"	"3d10.4s.4p"	"3P*"	"1"	"3d10.4s.4d"	"3D"	"2"		"T2177"	"L9761"	
"3303.89047"	"0.00014"	"550000"	"6.7e+07"	"3.6e+00"	B	"0.296174540"	"0.571990902"	"3d10.4s.4p"	"3P*"	"1"	"3d10.4s.4d"	"3D"	"1"		"T2177"	"L9761"	
"3345.97507"	"0.00021"	"2900000"	"1.70e+08"	"2.20e+01"	B	"0.299718710"	"0.572065942"	"3d10.4s.4p"	"3P*"	"2"	"3d10.4s.4d"	"3D"	"3"		"T2177"	"L9761"	
"3346.53119"	"0.00017"	"530000"	"4.0e+07"	"3.7e+00"	B	"0.299718710"	"0.572020684"	"3d10.4s.4p"	"3P*"	"2"	"3d10.4s.4d"	"3D"	"2"		"T2177"	"L9761"	
"3346.89725"	"0.00016"	"75000"	"4.5e+06"	"2.50e-01"	B	"0.299718710"	"0.571990902"	"3d10.4s.4p"	"3P*"	"2"	"3d10.4s.4d"	"3D"	"1"		"T2177"	"L9761"	
"6364.1048"	"0.0004"	"240000"	"4.7e+07"	"3.0e+01"	C	"0.425975457"	"0.569164025"	"3d10.4s.4p"	"1P*"	"1"	"3d10.4s.4d"	"1D"	"2"		"T2177"	"L9761"	
"11057.283"	"0.004"	"170000"	"2.4e+07"	"1.6e+01"	C	"0.425975457"	"0.50838874"	"3d10.4s.4p"	"1P*"	"1"	"3d10.4s.5s"	"1S"	"0"		"T2177"	"L4741,L3498"	
