configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	3/2	0.91636
2s2.2p3	2D*	5/2	0.96338
2s2.2p3	2P*	1/2	1.46395
2s2.2p3	2P*	3/2	1.53178
2s.(2S).2p4.(3P)	4P	5/2	4.37886
2s.(2S).2p4.(3P)	4P	3/2	4.52231
2s.(2S).2p4.(3P)	4P	1/2	4.59021
2s.(2S).2p4.(1D)	2D	3/2	6.03
2s.(2S).2p4.(1D)	2D	5/2	6.0402
2s.(2S).2p4.(1S)	2S	1/2	7.014
2s.(2S).2p4.(3P)	2P	3/2	7.3029
2s.(2S).2p4.(3P)	2P	1/2	7.4958
2p5	2P*	3/2	11.449
2p5	2P*	1/2	11.6794
2s2.2p2.(3P).3d	2P	3/2	33.001
2s2.2p2.(3P).3d	4P	5/2	33.278
2s2.2p2.(3P).3d	2F	7/2	33.324
2s2.2p2.(3P).3d	4P	3/2	33.334
2s2.2p2.(3P).3d	2D	3/2	33.633
2s2.2p2.(3P).3d	2D	5/2	33.701
2s2.2p2.(1D).3d	2F	7/2	33.997
2s2.2p2.(1D).3d	2D	5/2	34.045
2s2.2p2.(1D).3d	2F	5/2	34.063
2s2.2p2.(1D).3d	2P	3/2	34.173
