configuration	term	J	energy
3d4	5D	0	0.0
3d4	5D	1	0.001298
3d4	5D	2	0.003805
3d4	5D	3	0.007318
3d4	5D	4	0.011689
3d4	3P2	0	0.21921
3d4	3H	4	0.227201
3d4	3P2	1	0.227569
3d4	3H	5	0.229872
3d4	3H	6	0.232632
3d4	3P2	2	0.241196
3d4	3F2	2	0.243861
3d4	3F2	3	0.244605
3d4	3F2	4	0.245802
3d4	3G	3	0.271713
3d4	3G	4	0.274722
3d4	3G	5	0.277298
3d4	1G2	4	0.333393
3d4	3D	3	0.333797
3d4	3D	2	0.334965
3d4	3D	1	0.336487
3d4	1I	6	0.341831
3d4	1S2	0	0.361162
3d4	1D2	2	0.421836
3d4	1F	3	0.480535
3d4	3P1	2	0.563656
3d4	3F1	4	0.567154
3d4	3F1	2	0.567912
3d4	3F1	3	0.568305
3d4	3P1	1	0.573315
3d4	3P1	0	0.577924
3d4	1G1	4	0.649554
3d4	1D1	2	0.855065
3d4	1S1	0	1.103819
3d3.(4F).4s	5F	1	1.6989094
3d3.(4F).4s	5F	2	1.7015699
3d3.(4F).4s	5F	3	1.705506
3d3.(4F).4s	5F	4	1.7106218
3d3.(4F).4s	5F	5	1.7167849
3d3.(4F).4s	3F	2	1.7787611
3d3.(4F).4s	3F	3	1.7854743
3d3.(4F).4s	3F	4	1.7937262
3d3.(4P).4s	5P	1	1.8656347
3d3.(4P).4s	5P	2	1.8678714
3d3.(4P).4s	5P	3	1.8729838
3d3.(2G).4s	3G	3	1.9030714
3d3.(2G).4s	3G	4	1.9055494
3d3.(2G).4s	3G	5	1.9093205
3d3.(4P).4s	3P	0	1.9368248
3d3.(4P).4s	3P	1	1.9393399
3d3.(2G).4s	1G	4	1.9458636
3d3.(4P).4s	3P	2	1.9469132
3d3.(2P).4s	3P	2	1.954901
3d3.(2P).4s	3P	1	1.9556818
3d3.(2P).4s	3P	0	1.9582702
3d3.(2D2).4s	3D	1	1.9663543
3d3.(2D2).4s	3D	3	1.973239
3d3.(2D2).4s	3D	2	1.974278
3d3.(2H).4s	3H	4	1.9754368
3d3.(2H).4s	3H	5	1.9761758
3d3.(2H).4s	3H	6	1.978564
3d3.(2P).4s	1P	1	2.0001103
3d3.(2D2).4s	1D	2	2.0104443
3d3.(2H).4s	1H	5	2.0166785
3d3.(2F).4s	3F	4	2.1290246
3d3.(2F).4s	3F	3	2.1309865
3d3.(2F).4s	3F	2	2.1326123
3d3.(2F).4s	1F	3	2.1663484
3d3.(4F).4p	5G*	2	2.3219403
3d3.(4F).4p	5G*	3	2.3273704
3d3.(4F).4p	5G*	4	2.3344654
3d3.(4F).4p	5G*	5	2.3432138
3d3.(4F).4p	3D*	1	2.3487218
3d3.(4F).4p	5D*	2	2.3522417
3d3.(4F).4p	5G*	6	2.3537795
3d3.(2D1).4s	3D	3	2.3550274
3d3.(4F).4p	5D*	0	2.356716
3d3.(2D1).4s	3D	2	2.3567977
3d3.(4F).4p	5D*	3	2.3572665
3d3.(2D1).4s	3D	1	2.3580826
3d3.(4F).4p	5D*	1	2.3591931
3d3.(4F).4p	5D*	4	2.3633253
3d3.(4F).4p	5F*	2	2.3636109
3d3.(4F).4p	5F*	3	2.3688841
3d3.(4F).4p	5F*	1	2.3692528
3d3.(4F).4p	3D*	2	2.373045
3d3.(4F).4p	5F*	4	2.3740433
3d3.(4F).4p	5F*	5	2.378881
3d3.(4F).4p	3D*	3	2.3800448
3d3.(2D1).4s	1D	2	2.392159
3d3.(4F).4p	3G*	3	2.404822
3d3.(4F).4p	3G*	4	2.4097013
3d3.(4F).4p	3G*	5	2.4158853
3d3.(4F).4p	3F*	2	2.4295558
3d3.(4F).4p	3F*	3	2.4352746
3d3.(4F).4p	3F*	4	2.4415445
3d3.(4P).4p	5P*	1	2.4936176
3d3.(4P).4p	5P*	2	2.4981103
3d3.(4P).4p	3P*	0	2.5037338
3d3.(4P).4p	5P*	3	2.5053447
3d3.(4P).4p	5D*	1	2.5073196
3d3.(4P).4p	3P*	2	2.5093934
3d3.(2G).4p	3H*	4	2.51901
3d3.(4P).4p	5D*	0	2.5190594
3d3.(4P).4p	5D*	2	2.5220141
3d3.(4P).4p	3P*	1	2.5220755
3d3.(4P).4p	5D*	3	2.5248328
3d3.(2G).4p	3H*	5	2.526875
3d3.(4P).4p	5D*	4	2.5340111
3d3.(2G).4p	3H*	6	2.5392499
3d3.(2G).4p	3G*	3	2.5405578
3d3.(2G).4p	3G*	4	2.5470136
3d3.(2P).4p	1S*	0	2.54851
3d3.(2G).4p	3G*	5	2.5519076
3d3.(2G).4p	3F*	4	2.5548915
3d3.(2G).4p	3F*	2	2.5564647
3d3.(2G).4p	3F*	3	2.5591289
3d3.(2P).4p	3P*	1	2.5692698
3d3.(2G).4p	1G*	4	2.5701166
3d3.(2P).4p	3P*	0	2.5719086
3d3.(4P).4p	5S*	2	2.5736299
3d3.(2G).4p	1F*	3	2.5749799
3d3.(2P).4p	1D*	2	2.5752845
3d3.(2G).4p	1H*	5	2.5777153
3d3.(2D2).4p	3P*	2	2.5851383
3d3.(2P).4p	3D*	1	2.5857557
3d3.(2H).4p	3H*	4	2.594289
3d3.(2H).4p	3H*	5	2.5952019
3d3.(2P).4p	3D*	2	2.5963002
3d3.(2H).4p	3H*	6	2.5988957
3d3.(2P).4p	3D*	3	2.601431
3d3.(2D2).4p	1P*	1	2.6058724
3d3.(2D2).4p	3F*	2	2.6076325
3d3.(2P).4p	3S*	1	2.6079326
3d3.(4P).4p	3D*	3	2.6101523
3d3.(4P).4p	3D*	1	2.6140165
3d3.(4P).4p	3D*	2	2.6140839
3d3.(2P).4p	3F*	3	2.6163336
