configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		53.12723
1s.2s	1S		53.79301
1s.2p	3P*	0	53.77022
1s.2p	3P*	1	53.77159
1s.2p	3P*	2	53.78025
1s.2p	1P*		54.21948
1s.3s	3S		62.74156
1s.3p	3P*		62.90075
1s.3s	1S		62.90722
1s.3d	3D		63.00567
1s.3d	1D		63.02232
1s.3p	1P*		63.02861
1s.4s	3S		66.01465
1s.4p	3P*		66.07042
1s.4d	1D		66.1055
1s.4d	3D		66.12117
1s.4p	1P*		66.12491
1s.4f	3F*		66.12837
1s.4f	1F*		66.13302
1s.5p	3P*		67.52735
1s.5d	1D		67.54576
1s.5d	3D		67.56079
1s.5p	1P*		67.56134
1s.5f	3F*		67.56826
1s.5g	3G		67.56845
1s.5f	1F*		67.57319
1s.6p	3P*		68.32042
1s.6d	1D		68.3299
1s.6p	1P*		68.34166
1s.6d	3D		68.34448
1s.6f	3F*		68.34977
1s.6g	3G		68.35259
1s.6f	1F*		68.35624
1s.7d	1D		68.80185
1s.7p	1P*		68.80613
1s.7g	3G		68.80859
1s.7d	3D		68.81542
1s.7h	3H*		68.82189
1s.8p	1P*		69.11414
1s.8d	1D		69.11642
1s.8d	3D		69.12115
1s.8h	3H*		69.12881
1s.9p	1P*		69.33466
1s.9d	3D		69.33804
1s.9d	1D		69.33804
