configuration	term	J	energy
2p6.3s	2S	1/2	0.0
2p6.3p	2P*	1/2	1.27664
2p6.3p	2P*	3/2	1.301364
2p6.3d	2D	3/2	3.030956
2p6.3d	2D	5/2	3.032278
2p6.4s	2S	1/2	5.24852
2p6.4p	2P*	1/2	5.72495
2p6.4p	2P*	3/2	5.73408
2p6.4d	2D	3/2	6.35638
2p6.4d	2D	5/2	6.35719
2p6.4f	2F*	5/2	6.53244
2p6.4f	2F*	7/2	6.53265
2p6.5s	2S	1/2	7.35671
2p6.5p	2P*	1/2	7.58412
2p6.5p	2P*	3/2	7.58857
2p6.5d	2D	3/2	7.88496
2p6.5d	2D	5/2	7.88499
2p6.5f	2F*	5/2	7.97658
2p6.5f	2F*	7/2	7.97677
2p6.5g	2G	7/2	7.98274
2p6.5g	2G	9/2	7.98287
2p6.6s	2S	1/2	8.41529
2p6.6p	2P*	3/2	8.54331
2p6.6d	2D	5/2	8.7082
2p6.6d	2D	3/2	8.70882
2p6.6f	2F*	7/2	8.76176
2p6.6h	2H*	9/2	8.76569
2p6.6h	2H*	11/2	8.76581
2p6.6g	2G	7/2	8.76585
2p6.6g	2G	9/2	8.76605
2p6.7s	2S	1/2	9.02221
2p6.7p	2P*	1/2	9.09868
2p6.7p	2P*	3/2	9.0997
2p6.7d	2D	3/2	9.20153
2p6.7d	2D	5/2	9.20154
2p6.7f	2F*	7/2	9.235
2p6.7h	2H*	9/2	9.23824
2p6.7h	2H*	11/2	9.23824
2p6.8s	2S	1/2	9.40169
2p6.8p	2P*	3/2	9.4495
2p6.8d	2D	3/2	9.51932
2p6.8d	2D	5/2	9.519507
2p6.8f	2F*	7/2	9.54202
2p6.8i	2I	11/2	9.54362
2p6.8i	2I	13/2	9.5437
2p6.9s	2S	1/2	9.65593
2p6.9p	2P*	1/2	9.68982
2p6.9p	2P*	3/2	9.690529
2p6.9d	2D	3/2	9.73662
2p6.9d	2D	5/2	9.73699
2p6.9f	2F*	7/2	9.75308
2p6.9g	2G	9/2	9.75402
2p6.9g	2G	7/2	9.75402
2p6.10s	2S	1/2	9.83462
2p6.10p	2P*	1/2	9.85773
2p6.10p	2P*	3/2	9.85819
2p6.10d	2D	3/2	9.89138
2p6.10d	2D	5/2	9.89174
2p6.10f	2F*	7/2	9.90277
2p6.10g	2G	7/2	9.9042
2p6.10g	2G	9/2	9.9042
2p6.11s	2S	1/2	9.9621
2p6.11p	2P*	3/2	9.9816
2p6.11d	2D	5/2	10.00638
2p6.11f	2F*	7/2	10.01521
2p6.12d	2D	5/2	10.09178
2p6.12f	2F*	7/2	10.09877
2p6.12g	2G	9/2	10.09949
2p6.12h	2H*	9/2	10.10021
2p6.12h	2H*	11/2	10.10021
2p6.13s	2S	1/2	10.13401
