configuration	term	J	energy
3s2.3p6	1S	0	0.0
3s2.3p5.3d	3P*	0	3.40502
3s2.3p5.3d	3P*	1	3.4237
3s2.3p5.3d	3P*	2	3.46275
3s2.3p5.3d	3F*	4	3.57067
3s2.3p5.3d	3F*	3	3.59878
3s2.3p5.3d	3F*	2	3.63198
3s2.3p5.3d	3D*	3	3.82162
3s2.3p5.3d	1D*	2	3.82565
3s2.3p5.3d	3D*	1	3.85773
3s2.3p5.3d	3D*	2	3.86961
3s2.3p5.3d	1F*	3	3.89595
3s2.3p5.3d	1P*	1	4.91368
3s.3p6.3d	3D	1	6.08432
3s.3p6.3d	3D	2	6.09007
3s.3p6.3d	3D	3	6.09935
3s.3p6.3d	1D	2	6.2773
3s2.3p5.(2P*<3/2>).4s	2[3/2]*	1	7.346
3s2.3p5.(2P*<1/2>).4s	2[1/2]*	1	7.459
3s2.3p5.(2P*<3/2>).4d	2[3/2]*	1	9.355
3s2.3p5.(2P*<1/2>).4d	2[3/2]*	1	9.46
3s2.3p5.4f	3D	1	10.171
3s2.3p5.4f	3D	2	10.184
3s2.3p5.4f	3G	5	10.198
3s2.3p5.4f	3D	3	10.205
3s2.3p5.4f	3G	4	10.211
3s2.3p5.4f	3G	3	10.239
3s2.3p5.4f	1G	4	10.25
3s2.3p5.4f	1F	3	10.338
3s2.3p5.4f	3F	3	10.345
3s2.3p5.4f	3F	4	10.346
