configuration	term	J	energy
3s2.3p	2P*	1/2	0.0
3s2.3p	2P*	3/2	0.0285617
3s.3p2	4P	1/2	1.04695
3s.3p2	4P	3/2	1.05732
3s.3p2	4P	5/2	1.07314
3s.3p2	2D	3/2	1.384068
3s.3p2	2D	5/2	1.385597
3s.3p2	2S	1/2	1.759515
3s.3p2	2P	1/2	1.881793
3s.3p2	2P	3/2	1.899377
3s2.3d	2D	3/2	2.28422
3s2.3d	2D	5/2	2.28534
3p3	2D*	3/2	2.71364
3p3	2D*	5/2	2.71647
3p3	4S*	3/2	2.80689
3s.3p.3d	4F*	5/2	3.05118
3p3	2P*	1/2	3.05662
3p3	2P*	3/2	3.05694
3s.3p.3d	4F*	7/2	3.05953
3s.3p.3d	4F*	9/2	3.07061
3s.3p.3d	4P*	5/2	3.30553
3s.3p.3d	4P*	3/2	3.31307
3s.3p.3d	4P*	1/2	3.31967
3s.3p.3d	4D*	1/2	3.33463
3s.3p.3d	4D*	3/2	3.33848
3s.3p.3d	4D*	5/2	3.34127
3s.3p.3d	4D*	7/2	3.34253
3s.3p.(3P*).3d	2D*	5/2	3.42879
3s.3p.(3P*).3d	2D*	3/2	3.429
3s.3p.(3P*).3d	2F*	5/2	3.59374
3s.3p.(3P*).3d	2F*	7/2	3.61639
3s.3p.(3P*).3d	2P*	3/2	3.92169
3s.3p.(3P*).3d	2P*	1/2	3.93015
3s.3p.(1P*).3d	2F*	7/2	3.93315
3s.3p.(1P*).3d	2F*	5/2	3.93922
3s2.4s	2S	1/2	4.0034
3s.3p.(1P*).3d	2P*	1/2	4.07023
3s.3p.(1P*).3d	2P*	3/2	4.07104
3s.3p.(1P*).3d	2D*	3/2	4.10971
3s.3p.(1P*).3d	2D*	5/2	4.1137
3p2.3d	4F	5/2	4.64391
3p2.3d	4F	7/2	4.65207
3p2.3d	4F	9/2	4.66243
3p2.(3P).3d	2P	3/2	4.71389
3p2.3d	4D	3/2	4.74605
3p2.3d	4D	5/2	4.74789
3p2.3d	4D	7/2	4.75404
3p2.(1D).3d	2D	5/2	4.97252
3p2.(1D).3d	2D	3/2	4.97657
3p2.3d	4P	5/2	5.01941
3p2.3d	4P	3/2	5.02526
3p2.3d	4P	1/2	5.02885
3s.3p.4s	4P*	1/2	5.15988
3s.3p.4s	4P*	3/2	5.16969
3s.3p.4s	4P*	5/2	5.18766
3s2.4d	2D	3/2	5.20095
3s2.4d	2D	5/2	5.20262
3p2.(1S).3d	2D	3/2	5.22234
3p2.(1S).3d	2D	5/2	5.23901
3p2.(3P).3d	2F	5/2	5.29606
3p2.(3P).3d	2F	7/2	5.30186
3s.3d2	4F	5/2	5.38101
3s.3d2	4F	7/2	5.38181
3s.3d2	4F	9/2	5.38252
3s2.4f	2F*	5/2	5.54535
3s2.4f	2F*	7/2	5.54539
3p2.(3P).3d	2D	5/2	5.55423
3p2.(3P).3d	2D	3/2	5.56415
3s.3d2	2G	7/2	5.72125
3s.3d2	2G	9/2	5.72138
3s2.5s	2S	1/2	5.96036
3s.3d2	2F	5/2	6.02299
3s.3d2	2F	7/2	6.02369
3s2.5d	2D	3/2	6.53332
3s2.5d	2D	5/2	6.53366
3s2.5f	2F*	5/2	6.67503
3s2.5f	2F*	7/2	6.67503
3s2.6s	2S	1/2	6.87587
3s2.6d	2D	3/2	7.19516
3s2.6d	2D	5/2	7.19536
