configuration	term	J	energy
2p6.3s2	1S	0	0.0
3s.3p	3P*	0	1.85392
3s.3p	3P*	1	1.88996
3s.3p	3P*	2	1.97341
3s.3p	1P*	1	2.77598
3p2	3P	0	4.39342
3p2	1D	2	4.40273
3p2	3P	1	4.44902
3p2	3P	2	4.54881
3p2	1S	0	5.18895
3s.3d	3D	1	5.36337
3s.3d	3D	2	5.3687
3s.3d	3D	3	5.37705
3s.3d	1D	2	6.03649
3p.3d	3F*	2	7.33712
3p.3d	3F*	3	7.39451
3p.3d	3F*	4	7.4608
3p.3d	1D*	2	7.47203
3p.3d	3P*	2	7.77068
3p.3d	3D*	1	7.7745
3p.3d	3P*	0	7.83382
3p.3d	3D*	3	7.84513
3p.3d	3P*	1	7.8499
3p.3d	3D*	2	7.85329
3p.3d	1F*	3	8.3888
3p.3d	1P*	1	8.49077
3d2	3F	2	10.82373
3d2	3F	3	10.83271
3d2	3F	4	10.84318
3d2	1D	2	11.07411
3d2	1G	4	11.09838
3d2	3P	0	11.10331
3d2	3P	1	11.10608
3d2	3P	2	11.11319
3s.4s	3S	1	12.6234
3s.4s	1S	0	13.0
3s.4p	1P*	1	13.6045
3s.4d	3D	1	14.728
3s.4d	3D	2	14.7302
3s.4d	3D	3	14.7366
3s.4d	1D	2	14.7396
3p.4s	3P*	2	15.05
3s.4f	3F*	2	15.2955
3s.4f	3F*	3	15.2963
3s.4f	3F*	4	15.2978
3s.4f	1F*	3	15.4083
3p.4p	3D	3	15.91
3p.4p	3P	2	15.97
3p.4p	3S	1	15.98
3p.4d	1F*	3	16.83
3p.4d	3D*	2	17.0
3p.4d	3D*	1	17.0
3p.4d	3F*	3	17.0
3p.4d	3D*	3	17.05
3p.4d	3P*	2	17.23
3p.4f	3G	3	17.4601
3p.4f	3G	4	17.5006
3p.4f	3F	3	17.5024
3p.4f	3G	5	17.5872
3p.4f	3F	4	17.5997
3p.4f	3D	3	17.685
3p.4f	3D	2	17.719
3p.4f	3D	1	17.738
3p.4f	1G	4	17.8
3s.5s	3S	1	17.89
3s.5p	1P*	1	18.38
3s.5d	3D	1	18.92
3s.5d	3D	2	18.9211
3s.5d	3D	3	18.922
3s.5d	1D	2	18.95
3s.5f	3F*	4	19.1908
3s.6s	3S	1	20.56
3s.6p	1P*	1	20.83
3s.6d	3D	1	21.13
3s.6d	3D	3	21.1
3s.6d	3D	2	21.1
3s.6f	3F*	4	21.3
3s.7p	1P*	1	22.27
3s.7f	3F*	4	22.56
