configuration	term	J	energy
3s2.3p4	3P	2	0.0
3s2.3p4	3P	1	0.021913
3s2.3p4	3P	0	0.029849
3s2.3p4	1D	2	0.171594
3s2.3p4	1S	0	0.399468
3s.3p5	3P*	2	1.409464
3s.3p5	3P*	1	1.428504
3s.3p5	3P*	0	1.438895
3s.3p5	1P*	1	1.802892
3s2.3p3.(2D*).3d	1D*	2	2.31575
3s2.3p3.(2D*).3d	1F*	3	2.58759
3s2.3p3.(2D*).3d	3S*	1	2.67717
3s2.3p3.(2P*).3d	3P*	2	2.71753
3s2.3p3.(2P*).3d	3P*	1	2.72955
3s2.3p3.(2P*).3d	3P*	0	2.73921
3s2.3p3.(2D*).3d	1P*	1	2.7537
3s2.3p3.(2P*).3d	3D*	3	2.80842
3s2.3p3.(2P*).3d	3D*	2	2.82339
3s2.3p3.(2P*).3d	3D*	1	2.83352
3s2.3p3.(2P*).3d	1D*	2	2.90458
3s2.3p3.(2P*).3d	1F*	3	3.00016
3s2.3p3.(4S*).4s	3S*	1	3.19776
3s2.3p3.(2P*).3d	1P*	1	3.2188
3s2.3p3.(2D*).4s	3D*	1	3.368
3s2.3p3.(2D*).4s	3D*	2	3.36892
3s2.3p3.(2D*).4s	3D*	3	3.37131
3s2.3p3.(2D*).4s	1D*	2	3.41477
3s2.3p3.(2P*).4s	3P*	0	3.52696
3s2.3p3.(2P*).4s	3P*	1	3.52866
3s2.3p3.(2P*).4s	3P*	2	3.53254
3s2.3p3.(2P*).4s	1P*	1	3.57475
3s2.3p3.(4S*).5s	3S*	1	4.56661
3s2.3p3.(2D*).5s	3D*	1	4.78097
3s2.3p3.(2D*).5s	3D*	2	4.7821
3s2.3p3.(2D*).5s	3D*	3	4.78463
3s2.3p3.(2D*).5s	1D*	2	4.79803
3s2.3p3.(2P*).5s	3P*	1	4.94134
3s2.3p3.(2P*).5s	3P*	2	4.945
3s2.3p3.(2P*).5s	1P*	1	4.9586
