configuration	term	J	energy
3s2.3p2	3P	0	0.0
3s2.3p2	3P	1	0.05045
3s2.3p2	3P	2	0.1092
3s2.3p2	1D	2	0.33711
3s2.3p2	1S	0	0.6833
3s.3p3	5S*	2	1.6263
3s.3p3	3D*	1	2.20842
3s.3p3	3D*	2	2.20942
3s.3p3	3D*	3	2.22273
3s.3p3	3P*	0	2.53386
3s.3p3	3P*	1	2.53691
3s.3p3	3P*	2	2.53968
3s.3p3	1D*	2	2.7937
3s.3p3	3S*	1	3.24797
3s.3p3	1P*	1	3.39445
3s2.3p.3d	3P*	2	3.818
3s2.3p.3d	3P*	1	3.8773
3s2.3p.3d	1D*	2	3.8919
3s2.3p.3d	3D*	1	3.9571
3s2.3p.3d	3D*	2	3.975
3s2.3p.3d	3D*	3	3.9781
3s2.3p.3d	1F*	3	4.3612
3s2.3p.3d	1P*	1	4.4682
3s2.3p.4s	3P*	0	9.193
3s2.3p.4s	3P*	1	9.21
3s2.3p.4s	3P*	2	9.305
3s2.3p.4s	1P*	1	9.369
3s2.3p.4d	3D*	1	11.248
3s2.3p.4d	3D*	2	11.269
3s2.3p.4d	3D*	3	11.283
3s2.3p.4d	3F*	3	11.334
3s2.3p.4d	1F*	3	11.444
3s2.3p.4d	1P*	1	11.621
3s2.3p.4f	3G	3	11.898
3s2.3p.4f	1F	3	11.987
3s2.3p.4f	1D	2	12.248
3s2.3p.4f	1G	4	12.277
