configuration	term	J	energy
3d2.4s2	a 3F	2	0.0
3d2.4s2	a 3F	3	0.001550364
3d2.4s2	a 3F	4	0.003525455
3d3.(4F).4s	a 5F	1	0.05975026
3d3.(4F).4s	a 5F	2	0.06013237
3d3.(4F).4s	a 5F	3	0.060699552999999996
3d3.(4F).4s	a 5F	4	0.061444514000000006
3d3.(4F).4s	a 5F	5	0.06235766
3d2.4s2	a 1D	2	0.06611566
3d2.4s2	a 3P	0	0.07688012
3d2.4s2	a 3P	1	0.077388643
3d2.4s2	a 3P	2	0.078390327
3d3.(4F).4s	b 3F	2	0.10508513800000001
3d3.(4F).4s	b 3F	3	0.106069761
3d3.(4F).4s	b 3F	4	0.107318207
3d2.4s2	a 1G	4	0.11043092
3d3.(4P).4s	a 5P	1	0.12741129
3d3.(4P).4s	a 5P	2	0.12783651
3d3.(4P).4s	a 5P	3	0.12853999
3d3.(2G).4s	a 3G	3	0.137675238
3d3.(2G).4s	a 3G	4	0.138118943
3d3.(2G).4s	a 3G	5	0.13869843
3d2.(3F).4s.4p.(3P*)	z 5G*	2	0.14468261
3d2.(3F).4s.4p.(3P*)	z 5G*	3	0.14558066
3d2.(3F).4s.4p.(3P*)	z 5G*	4	0.14676936
3d2.(3F).4s.4p.(3P*)	z 5G*	5	0.14824019
3d2.(3F).4s.4p.(3P*)	z 5G*	6	0.14998245
3d2.(3F).4s.4p.(3P*)	z 5F*	1	0.15324924
3d2.(3F).4s.4p.(3P*)	z 5F*	2	0.15377744
3d2.(3F).4s.4p.(3P*)	z 5F*	3	0.15456403
3d2.(3F).4s.4p.(3P*)	z 5F*	4	0.1556012
3d2.(3F).4s.4p.(3P*)	z 5F*	5	0.15687818
3d3.(2D2).4s	a 3D	1	0.15828279
3d3.(2D2).4s	a 3D	2	0.158777859
3d3.(2D2).4s	a 3D	3	0.159837954
3d3.(2P).4s	b 3P	0	0.16398694
3d3.(2H).4s	a 3H	4	0.16436718
3d3.(2P).4s	b 3P	1	0.16458746900000001
3d3.(2H).4s	a 3H	5	0.16531537
3d3.(2P).4s	b 3P	2	0.16535201300000002
3d3.(2H).4s	a 3H	6	0.1657829
3d3.(2G).4s	b 1G	4	0.16664845
3d2.(3F).4s.4p.(3P*)	z 5D*	0	0.1682447
3d2.(3F).4s.4p.(3P*)	z 5D*	1	0.16842743
3d2.(3F).4s.4p.(3P*)	z 5D*	2	0.16881276
3d2.(3F).4s.4p.(3P*)	z 5D*	3	0.16944051
3d2.(3F).4s.4p.(3P*)	z 5D*	4	0.1703626
3d3.(4P).4s	c 3P	0	0.17148314
3d3.(4P).4s	c 3P	1	0.17155315
3d3.(4P).4s	c 3P	2	0.1723333
3d2.(3F).4s.4p.(3P*)	z 3F*	2	0.17608399
3d2.(3F).4s.4p.(3P*)	z 3F*	3	0.17698246
3d2.(3F).4s.4p.(3P*)	z 3F*	4	0.17837118
3d2.(3F).4s.4p.(3P*)	z 3D*	1	0.1816871
3d2.(3F).4s.4p.(3P*)	z 3D*	2	0.18230844
3d3.(2P).4s	a 1P	1	0.18282647
3d2.(3F).4s.4p.(3P*)	z 3D*	3	0.18340217
3d3.(2D2).4s	b 1D	2	0.18416203
3d3.(2H).4s	a 1H	5	0.18950348
3d2.(3F).4s.4p.(3P*)	z 3G*	3	0.19564437
