configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	3/2	0.8089
2s2.2p3	2D*	5/2	0.82749
2s2.2p3	2P*	1/2	1.25734
2s2.2p3	2P*	3/2	1.28522
2s.2p4	4P	5/2	3.7539
2s.2p4	4P	3/2	3.83824
2s.2p4	4P	1/2	3.88041
2s.2p4	2D	3/2	5.16555
2s.2p4	2D	5/2	5.16853
2s.2p4	2S	1/2	6.0297
2s.2p4	2P	3/2	6.29635
2s.2p4	2P	1/2	6.4057
2p5	2P*	3/2	9.82602
2p5	2P*	1/2	9.96194
2s2.2p2.3s	4P	3/2	22.4976
2s2.2p2.3s	4P	5/2	22.5606
2s2.2p2.(1D).3s	2D	5/2	23.1696
2s2.2p2.(3P).3d	2P	3/2	24.8914
2s2.2p2.(3P).3d	2F	5/2	24.9978
2s2.2p2.(3P).3d	4P	5/2	25.0803
2s2.2p2.(3P).3d	2F	7/2	25.1039
2s2.2p2.(3P).3d	4P	3/2	25.1134
2s2.2p2.(3P).3d	2D	3/2	25.3561
2s2.2p2.(3P).3d	2D	5/2	25.4037
2s2.2p2.(1D).3d	2F	7/2	25.6752
2s2.2p2.(1D).3d	2D	5/2	25.7428
2s2.2p2.(1D).3d	2P	3/2	25.8324
