Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"1s2.2s.5d"	"3D?"	"3"	""	"16.8463"	"?"	"0.0009"	""
"1s2.2s.5d"	"1D"	"2"	""	"16.8490"	""	"0.0009"	""
"1s2.2s.6p"	"1P*"	"1"	""	"17.5957"	""	"0.0009"	""
"1s2.2s.6d"	"3D?"	"3"	""	"17.6187"	""	"0.0009"	""
"1s2.2s.6d"	"3D?"	"2"	""	"17.6187"	""	"0.0009"	""
"1s2.2s.6d"	"3D?"	"1"	""	"17.6187"	""	"0.0009"	""
"1s2.2s.6d"	"1D"	"2"	""	"17.6351"	""	"0.0009"	""
"1s2.2p.5p"	"3P"	"2"	""	"18.1222"	""	"0.0009"	""
"1s2.2p.5p"	"1D"	"2"	""	"18.1391"	""	"0.0009"	""
"1s2.2p.5d"	"1D*"	"2"	""	"18.1453"	""	"0.0009"	""
"1s2.2p.5d"	"3D*"	"3"	""	"18.1740"	""	"0.0009"	""
"1s2.2p.5d"	"3P*"	"2"	""	"18.1791"	""	"0.0009"	""
"1s2.2p.5d"	"3P*"	"1"	""	"18.1816"	"?"	"0.0009"	""
"1s2.2p.5d"	"1F*"	"3"	""	"18.2083"	""	"0.0009"	""
"1s2.2p.6p"	"3D?"	"2"	""	"18.9264"	"?"	"0.0009"	""
"1s2.2p.6p"	"3D?"	"3"	""	"18.9264"	"?"	"0.0009"	""
"1s2.2p.6p"	"3D?"	"1"	""	"18.9264"	"?"	"0.0009"	""
"1s2.2p.6d"	"3D*"	"1"	""	"18.9585"	""	"0.0009"	""
"1s2.2p.6d"	"3D*"	"2"	""	"18.9585"	""	"0.0009"	""
"1s2.2p.6d"	"3D*"	"3"	""	"18.9585"	""	"0.0009"	""
"1s2.2p.6d"	"3P*"	"2"	""	"18.9650"	""	"0.0009"	""
"1s2.2p.6d"	"3P*"	"1"	""	"18.9650"	""	"0.0009"	""
"1s2.2p.6d"	"3P*"	"0"	""	"18.9650"	""	"0.0009"	""
"1s2.2p.6d"	"1F*"	"3"	""	"18.9836"	""	"0.0009"	""
