configuration	term	J	energy
3d3	4F	3/2	0.0
3d3	4F	5/2	0.004659
3d3	4F	7/2	0.010829
3d3	4F	9/2	0.018231
3d3	4P	1/2	0.170756
3d3	4P	3/2	0.172612
3d3	4P	5/2	0.178707
3d3	2G	7/2	0.18787
3d3	2G	9/2	0.194237
3d3	2P	3/2	0.238888
3d3	2P	1/2	0.241445
3d3	2D2	5/2	0.259568
3d3	2D2	3/2	0.260877
3d3	2H	9/2	0.261755
3d3	2H	11/2	0.266116
3d3	2F	7/2	0.421163
3d3	2F	5/2	0.424684
3d3	2D1	5/2	0.653448
3d3	2D1	3/2	0.656558
3d2.(3F).4s	4F	3/2	2.386074
3d2.(3F).4s	4F	5/2	2.390877
3d2.(3F).4s	4F	7/2	2.397871
3d2.(3F).4s	4F	9/2	2.406823
3d2.(3F).4s	2F	5/2	2.452586
3d2.(3F).4s	2F	7/2	2.46655
3d2.(1D).4s	2D	5/2	2.559763
3d2.(1D).4s	2D	3/2	2.562645
3d2.(3P).4s	4P	1/2	2.565007
3d2.(3P).4s	4P	3/2	2.570092
3d2.(3P).4s	4P	5/2	2.578447
3d2.(3P).4s	2P	1/2	2.623713
3d2.(3P).4s	2P	3/2	2.630266
3d2.(1G).4s	2G	9/2	2.663752
3d2.(1G).4s	2G	7/2	2.663908
3d2.(3F).4p	4G*	5/2	3.082419
3d2.(3F).4p	4G*	7/2	3.093542
3d2.(3F).4p	4F*	3/2	3.094114
3d2.(3F).4p	4F*	5/2	3.101443
3d2.(3F).4p	4G*	9/2	3.106828
3d2.(3F).4p	4F*	7/2	3.11075
3d2.(3F).4p	4F*	9/2	3.120492
3d2.(3F).4p	2F*	5/2	3.121741
3d2.(3F).4p	4G*	11/2	3.123191
3d2.(3F).4p	4D*	3/2	3.127568
3d2.(3F).4p	2F*	7/2	3.131188
3d2.(3F).4p	4D*	1/2	3.131289
3d2.(3F).4p	4D*	5/2	3.137249
3d2.(3F).4p	2D*	3/2	3.140706
3d2.(3F).4p	4D*	7/2	3.147722
3d2.(3F).4p	2D*	5/2	3.152137
3d2.(3F).4p	2G*	7/2	3.179977
3d2.(3F).4p	2G*	9/2	3.189597
3d2.(3P).4p	2S*	1/2	3.20589
3d2.(3P).4p	4S*	3/2	3.240986
3d2.(1D).4p	2P*	3/2	3.260105
3d2.(1D).4p	2F*	5/2	3.265385
3d2.(1D).4p	2P*	1/2	3.272354
3d2.(3P).4p	4D*	1/2	3.275056
3d2.(3P).4p	4D*	3/2	3.278568
3d2.(1D).4p	2F*	7/2	3.279504
3d2.(3P).4p	4D*	5/2	3.287005
3d2.(1D).4p	2D*	3/2	3.297495
3d2.(3P).4p	4D*	7/2	3.301247
3d2.(1D).4p	2D*	5/2	3.304281
3d2.(3P).4p	4P*	1/2	3.316517
3d2.(3P).4p	4P*	3/2	3.320592
3d2.(1G).4p	2G*	7/2	3.326826
3d2.(1G).4p	2G*	9/2	3.328554
3d2.(3P).4p	4P*	5/2	3.330626
3d2.(3P).4p	2D*	3/2	3.376592
3d2.(3P).4p	2D*	5/2	3.37697
3d2.(1G).4p	2H*	9/2	3.390785
3d2.(1G).4p	2H*	11/2	3.405461
3d2.(3P).4p	2P*	1/2	3.408943
3d2.(3P).4p	2P*	3/2	3.412017
3d2.(1G).4p	2F*	7/2	3.44415
3d2.(1G).4p	2F*	5/2	3.454409
3d2.(1S).4p	2P*	1/2	3.71986
3d2.(1S).4p	2P*	3/2	3.739744
3p5.(2P*).3d4.(1G)	2G*	7/2	5.2483
3p5.(2P*).3d4.(1G)	2G*	9/2	5.2579
3p5.(2P*).3d4.(5D)	4D*	1/2	5.4969
3p5.(2P*).3d4.(3H)	2H*	9/2	5.498
3p5.(2P*).3d4.(5D)	4D*	3/2	5.5061
3p5.(2P*).3d4.(5D)	4D*	5/2	5.517
3p5.(2P*).3d4.(3H)	2H*	11/2	5.5199
3p5.(2P*).3d4.(5D)	4D*	7/2	5.5244
3p5.(2P*).3d4.(3F)	2D*	5/2	5.6273
3p5.(2P*).3d4.(3F)	2D*	3/2	5.6343
3p5.(2P*).3d4.(3H)	2G*	9/2	5.7432
3p5.(2P*).3d4.(3H)	2G*	7/2	5.7523
3p5.(2P*).3d4.(3G)	2F*	7/2	5.779
3p5.(2P*).3d4.(3G)	2F*	5/2	5.7905
