ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"6.380854471"	"0.000000024"	"6g"	"8.7279e+10"	"1.0655e-03"	AA	"0.0000000"	"(142.812699259)"	"1s"	"2S"	"1/2"	"10p"	"2P*"	"3/2"		"T7771"	""	
"6.380879295"	"0.000000024"	"3g"	"8.7016e+10"	"5.3115e-04"	AA	"0.0000000"	"(142.81214367)"	"1s"	"2S"	"1/2"	"10p"	"2P*"	"1/2"		"T7771"	""	
"6.395989033"	"0.000000025"	"7g"	"1.1992e+11"	"1.4709e-03"	AA	"0.0000000"	"(142.474767535)"	"1s"	"2S"	"1/2"	"9p"	"2P*"	"3/2"		"T7771"	""	
"6.396023248"	"0.000000025"	"3g"	"1.1957e+11"	"7.3332e-04"	AA	"0.0000000"	"(142.47400536)"	"1s"	"2S"	"1/2"	"9p"	"2P*"	"1/2"		"T7771"	""	
"6.417269142"	"0.000000025"	"4g"	"1.7112e+11"	"2.1130e-03"	AA	"0.0000000"	"(142.00231134)"	"1s"	"2S"	"1/2"	"8p"	"2P*"	"3/2"		"T7771"	""	
"6.417318188"	"0.000000025"	"8g"	"1.7064e+11"	"1.0535e-03"	AA	"0.0000000"	"(142.00122604)"	"1s"	"2S"	"1/2"	"8p"	"2P*"	"1/2"		"T7771"	""	
"6.44856451"	"0.00000003"	"5g"	"2.5628e+11"	"3.1954e-03"	AA	"0.0000000"	"(141.31316340)"	"1s"	"2S"	"1/2"	"7p"	"2P*"	"3/2"		"T7771"	""	
"6.44863845"	"0.00000003"	"10g"	"2.5560e+11"	"1.5935e-03"	AA	"0.0000000"	"(141.31154320)"	"1s"	"2S"	"1/2"	"7p"	"2P*"	"1/2"		"T7771"	""	
"6.49738702"	"0.00000003"	"20g*"	"4.0900e+11"	"5.1772e-03"	AA	"0.0000000"	"(140.25131156)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"6.49750622"	"0.00000003"	"10g*"	"4.0802e+11"	"2.5825e-03"	AA	"0.0000000"	"(140.24873848)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"6.58001211"	"0.00000003"	"30g*"	"7.1270e+11"	"9.2523e-03"	AA	"0.0000000"	"(138.49017836)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"6.58022340"	"0.00000003"	"15g*"	"7.1122e+11"	"4.6168e-03"	AA	"0.0000000"	"(138.48573138)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"6.73775101"	"0.00000003"	"60g*"	"1.4138e+12"	"1.9244e-02"	AA	"0.0000000"	"(135.24795586)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"6.73818380"	"0.00000003"	"30g*"	"1.4116e+12"	"9.6082e-03"	AA	"0.0000000"	"(135.2392688)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"7.10576767"	"0.00000004"	"200g*"	"3.4672e+12"	"5.2491e-02"	AA	"0.0000000"	"(128.2432937)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"7.10690900"	"0.00000005"	"100g*"	"3.4659e+12"	"2.6244e-02"	AA	"0.0000000"	"(128.2226986)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"8.41920005"	"0.00000006"	"1000g"	"1.2974e+13"	"2.7574e-01"	AA	"0.0000000"	"(108.236773659)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"8.42460965"	"0.00000006"	"500g"	"1.3008e+13"	"1.3841e-01"	AA	"0.0000000"	"(108.16727284)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"30.0521097"	"0.0000005"	""	"1.6398e+11"	"4.4406e-02"	AA	"(108.16727284)"	"(138.49017064)"	"2p"	"2P*"	"1/2"	"5d"	"2D"	"3/2"		"T7771"	""	
"30.0548902"	"0.0000005"	""	"1.0271e+11"	"2.7819e-02"	AA	"(108.1700859)"	"(138.49017836)"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"		"T7771"	""	
"30.0592989"	"0.0000006"	""	"1.0305e+11"	"1.3960e-02"	AA	"(108.1700859)"	"(138.48573138)"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"		"T7771"	""	
