configuration	term	J	energy
1s2.2s2	1S	0	0.0
1s2.2s.2p	3P*	0	1.54735
1s2.2s.2p	3P*	1	1.56869
1s2.2s.2p	3P*	2	1.61584
1s2.2s.2p	1P*	1	3.00426
1s2.2p2	3P	0	4.043
1s2.2p2	3P	1	4.06875
1s2.2p2	3P	2	4.1095
1s2.2p2	1D	2	4.5126
1s2.2p2	1S	0	5.54741
1s2.2s.3s	3S	1	20.145
1s2.2s.3s	1S	0	20.4289
1s2.2s.3p	1P*	1	20.8228
1s2.2s.3p	3P*	1	20.8244
1s2.2s.3p	3P*	2	20.8244
1s2.2s.3p	3P*	0	20.8244
1s2.2s.3d	3D	2	21.2512
1s2.2s.3d	3D	3	21.2555
1s2.2s.3d	1D	2	21.5177
1s2.2p.3s	3P*	2	22.1458
1s2.2p.3s	1P*	1	22.5158
1s2.2p.3p	3D	3	22.6661
1s2.2p.3p	3S	1	22.7855
1s2.2p.3p	3P	0	22.847
1s2.2p.3p	3P	1	22.874
1s2.2p.3p	3P	2	22.8945
1s2.2p.3d	1D*	2	23.0099
1s2.2p.3p	1D	2	23.0771
1s2.2p.3d	3D*	2	23.211
1s2.2p.3d	3D*	3	23.2325
1s2.2p.3d	3P*	2	23.299
1s2.2p.3d	3P*	1	23.3123
1s2.2p.3d	1F*	3	23.5374
1s2.2s.4p	1P*	1	27.1898
1s2.2s.4d	3D	2	27.3232
1s2.2s.4d	3D	1	27.3232
1s2.2s.4d	3D	3	27.3244
1s2.2s.4d	1D	2	27.4088
1s2.2s.4f	3F*	2	27.4266
1s2.2s.4f	3F*	3	27.4266
1s2.2s.4f	3F*	4	27.4266
1s2.2p.4p	3D	3	28.983
1s2.2p.4p	3P	2	29.0455
1s2.2p.4d	1D*	2	29.1016
1s2.2p.4p	1D	2	29.1076
1s2.2p.4d	3D*	3	29.1891
1s2.2p.4d	3P*	2	29.2057
1s2.2p.4d	1F*	3	29.2941
1s2.2s.5d	3D	2	30.1119
1s2.2s.5d	3D	3	30.1119
1s2.2s.5d	1D	2	30.1471
1s2.2p.5d	1F*	3	31.9993
