configuration	term	J	energy
3s2.3p4	3P	2	0.0
3s2.3p4	3P	1	0.115438
3s2.3p4	3P	0	0.13042
3s2.3p4	1D	2	0.343945
3s2.3p4	1S	0	0.736438
3s.3p5	3P*	2	2.58397
3s.3p5	3P*	1	2.67145
3s.3p5	3P*	0	2.72617
3s.3p5	1P*	1	3.29735
3s2.3p3.(2P*).3d	3P*	2	4.5207
3s2.3p3.(2D*).3d	3S*	1	4.79764
3s2.3p3.(2D*).3d	3P*	2	4.84147
3s2.3p3.(2D*).3d	1P*	1	4.86115
3s2.3p3.(2D*).3d	3P*	1	4.93351
3s2.3p3.(2D*).3d	3P*	0	4.93652
3s2.3p3.(4S*).3d	3D*	3	5.05115
3s2.3p3.(4S*).3d	3D*	2	5.11777
3s2.3p3.(4S*).3d	3D*	1	5.16123
3s2.3p3.(2D*).3d	1D*	2	5.27496
3s2.3p3.(2D*).3d	1F*	3	5.4132
3s2.3p3.(2P*).3d	1P*	1	5.67792
3s2.3p3.(4S*).4s	3S*	1	10.2174
3s2.3p3.(2D*).4s	3D*	1	10.4667
3s2.3p3.(2D*).4s	3D*	2	10.4714
3s2.3p3.(2D*).4s	3D*	3	10.5019
3s2.3p3.(2D*).4s	1D*	2	10.571
3s2.3p3.(2P*).4s	1P*	1	10.8772
3s2.3p3.(4S*).4d	3D*	3	12.5459
3s2.3p3.(2D*).4d	1D*	2	12.9462
3s2.3p3.(2D*).4d	1F*	3	12.9713
