Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"3s2.3p"	"2P*"	"1/2"	""	"0.00000"	""	""	"L7185"
"3s2.3p"	"2P*"	"3/2"	""	"0.08836"	""	""	""
"3s.3p2"	"4P"	"1/2"	""	"1.60490"	"+x"	""	""
"3s.3p2"	"4P"	"3/2"	""	"1.63881"	"+x"	""	""
"3s.3p2"	"4P"	"5/2"	""	"1.68577"	"+x"	""	""
"3s.3p2"	"2D"	"3/2"	""	"2.12300"	""	""	""
"3s.3p2"	"2D"	"5/2"	""	"2.13034"	""	""	""
"3s.3p2"	"2S"	"1/2"	""	"2.63278"	""	""	""
"3s.3p2"	"2P"	"1/2"	""	"2.79578"	""	""	""
"3s.3p2"	"2P"	"3/2"	""	"2.8422"	""	""	""
"3s2.3d"	"2D"	"3/2"	""	"3.43454"	""	""	""
"3s2.3d"	"2D"	"5/2"	""	"3.4414"	""	""	""
"3p3"	"2D*"	"3/2"	""	"4.12856"	""	""	""
"3p3"	"2D*"	"5/2"	""	"4.14123"	""	""	""
"3p3"	"4S*"	"3/2"	""	"4.22512"	"+x"	""	""
"3p3"	"2P*"	"1/2"	""	"4.60887"	""	""	""
"3p3"	"2P*"	"3/2"	""	"4.61734"	""	""	""
"3s.3p.(3P*).3d"	"4F*"	"5/2"	""	"4.64932"	"+x"	""	""
"3s.3p.(3P*).3d"	"4F*"	"7/2"	""	"4.67596"	"+x"	""	""
"3s.3p.(3P*).3d"	"4F*"	"9/2"	""	"4.71281"	"+x"	""	""
"3s.3p.(3P*).3d"	"4P*"	"5/2"	""	"4.99408"	"+x"	""	""
"3s.3p.(3P*).3d"	"4P*"	"3/2"	""	"5.00935"	"+x"	""	""
"3s.3p.(3P*).3d"	"4D*"	"1/2"	""	"5.02103"	"+x"	""	""
"3s.3p.(3P*).3d"	"4P*"	"1/2"	""	"5.05629"	"+x"	""	""
"3s.3p.(3P*).3d"	"4D*"	"3/2"	""	"5.06183"	"+x"	""	""
"3s.3p.(3P*).3d"	"4D*"	"7/2"	""	"5.06284"	"+x"	""	""
"3s.3p.(3P*).3d"	"4D*"	"5/2"	""	"5.06445"	"+x"	""	""
"3s.3p.(3P*).3d"	"2D*"	"3/2"	""	"5.17112"	""	""	""
"3s.3p.(3P*).3d"	"2D*"	"5/2"	""	"5.1724"	""	""	""
