configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	5/2	0.44053
2s2.2p3	2D*	3/2	0.44086
2s2.2p3	2P*	1/2	0.667345
2s2.2p3	2P*	3/2	0.667659
2s.2p4	4P	5/2	1.96706
2s.2p4	4P	3/2	1.9765
2s.2p4	4P	1/2	1.98146
2s.2p4	2D	5/2	2.7146
2s.2p4	2D	3/2	2.71493
2s.2p4	2S	1/2	3.19636
2s.2p4	2P	3/2	3.39669
2s.2p4	2P	1/2	3.40764
2p5	2P*	3/2	5.17929
2p5	2P*	1/2	5.19413
2s2.2p2.(3P).3s	4P	1/2	6.1158
2s2.2p2.(3P).3s	4P	3/2	6.1218
2s2.2p2.(3P).3s	4P	5/2	6.1306
2s2.2p2.(3P).3s	2P	1/2	6.2262
2s2.2p2.(3P).3s	2P	3/2	6.2372
2s2.2p2.(1D).3s	2D	5/2	6.4705
2s2.2p2.(1D).3s	2D	3/2	6.4705
2s2.2p2.(1S).3s	2S	1/2	6.8292
2s2.2p2.(3P).3d	2P	3/2	7.2274
2s2.2p2.(3P).3d	2P	1/2	7.2321
2s2.2p2.(3P).3d	4D	5/2	7.2633
2s2.2p2.(3P).3d	4D	3/2	7.2633
2s2.2p2.(3P).3d	4D	1/2	7.2653
2s2.2p2.(3P).3d	2F	5/2	7.2725
2s2.2p2.(3P).3d	4P	5/2	7.2735
2s2.2p2.(3P).3d	4P	3/2	7.2776
2s2.2p2.(3P).3d	4P	1/2	7.2797
2s2.2p2.(3P).3d	2F	7/2	7.2838
2s.2p3.(5S*).3s	4S*	3/2	7.30791
2s2.2p2.(3P).3d	2D	3/2	7.3752
2s2.2p2.(3P).3d	2D	5/2	7.3785
2s2.2p2.(1D).3d	2F	7/2	7.557
2s2.2p2.(1D).3d	2F	5/2	7.5588
2s2.2p2.(1D).3d	2D	3/2	7.5896
2s2.2p2.(1D).3d	2D	5/2	7.5909
2s2.2p2.(1D).3d	2P	1/2	7.6383
2s2.2p2.(1D).3d	2P	3/2	7.641
2s2.2p2.(1D).3d	2S	1/2	7.6805
2s.2p3.(5S*).3p	4P	1/2	7.7234
2s.2p3.(5S*).3p	4P	3/2	7.7234
2s.2p3.(5S*).3p	4P	5/2	7.7234
2s2.2p2.(1S).3d	2D	3/2	7.9056
2s2.2p2.(1S).3d	2D	5/2	7.9056
2s.2p3.(3D*).3s	4D*	7/2	8.0038
2s.2p3.(3D*).3s	4D*	3/2	8.0038
2s.2p3.(3D*).3s	4D*	1/2	8.0038
2s.2p3.(3D*).3s	4D*	5/2	8.0038
2s2.2p2.(3P).4s	4P	1/2	8.1307
2s2.2p2.(3P).4s	4P	5/2	8.1451
2s.2p3.(3D*).3s	2D*	3/2	8.1547
2s.2p3.(3D*).3s	2D*	5/2	8.1547
2s2.2p2.(3P).4s	2P	1/2	8.1716
2s2.2p2.(3P).4s	2P	3/2	8.1824
2s.2p3.(5S*).3d	4D*	1/2	8.28077
2s.2p3.(5S*).3d	4D*	3/2	8.28077
2s.2p3.(5S*).3d	4D*	5/2	8.28077
2s.2p3.(5S*).3d	4D*	7/2	8.28077
2s.2p3.(3P*).3s	4P*	3/2	8.3752
2s.2p3.(3P*).3s	4P*	7/2	8.3752
2s.2p3.(3P*).3s	4P*	5/2	8.3752
2s.2p3.(3P*).3s	4P*	1/2	8.3752
2s2.2p2.(1D).4s	2D	5/2	8.4642
2s2.2p2.(1D).4s	2D	3/2	8.4642
2s2.2p2.(3P).4d	2P	3/2	8.5517
2s2.2p2.(3P).4d	4D	5/2	8.5573
2s2.2p2.(3P).4d	4D	3/2	8.5573
2s2.2p2.(3P).4d	4D	1/2	8.5646
2s2.2p2.(3P).4d	4P	5/2	8.5725
2s2.2p2.(3P).4d	4P	3/2	8.57439
2s2.2p2.(3P).4d	2F	7/2	8.5856
2s2.2p2.(3P).4d	2D	3/2	8.6097
2s2.2p2.(3P).4d	2D	5/2	8.6125
2s.2p3.(3D*).3p	2F	7/2	8.6592
2s.2p3.(3D*).3p	2F	5/2	8.6641
2s2.2p2.(1D).4d	2F	7/2	8.8769
2s2.2p2.(1D).4d	2F	5/2	8.8769
2s2.2p2.(1D).4d?	2D?	3/2	8.8831
2s2.2p2.(1D).4d?	2D?	5/2	8.8831
2s.2p3.(3D*).3d	4P*	5/2	9.1528
2s.2p3.(3D*).3d	4P*	3/2	9.1548
2s.2p3.(3D*).3d	4P*	1/2	9.1563
2s.2p3.(3D*).3d	4D*	1/2	9.1875
2s.2p3.(3D*).3d	4D*	3/2	9.1875
2s.2p3.(3D*).3d	4D*	5/2	9.1875
2s.2p3.(3D*).3d	4D*	7/2	9.1875
2s.2p3.(3D*).3d	4S*	3/2	9.1941
2s.2p3.(3D*).3d	2F*	7/2	9.2116
2s.2p3.(3D*).3d	2F*	5/2	9.216
2s2.2p2.(1D).5d	2F	7/2	9.4679
2s2.2p2.(1D).5d	2F	5/2	9.4679
2s2.2p2.(1D).5d	2D	3/2	9.4737
2s2.2p2.(1D).5d	2D	5/2	9.4737
