configuration	term	J	energy
3s2.3p2	3P	0	0.0
3s2.3p2	3P	1	0.02842
3s2.3p2	3P	2	0.06636
3s2.3p2	1D	2	0.26021
3s2.3p2	1S	0	0.557
3s.3p3	5S*	2	1.3239
3s.3p3	3D*	1	1.82444
3s.3p3	3D*	2	1.8252
3s.3p3	3D*	3	1.83
3s.3p3	3P*	0	2.10069
3s.3p3	3P*	1	2.10179
3s.3p3	3P*	2	2.10279
3s.3p3	1D*	2	2.31487
3s.3p3	3S*	1	2.73329
3s.3p3	1P*	1	2.83483
3s2.3p.3d	3P*	2	3.21342
3s2.3p.3d	3P*	1	3.25288
3s2.3p.3d	3P*	0	3.26623
3s2.3p.3d	3D*	1	3.32078
3s2.3p.3d	3D*	2	3.33169
3s2.3p.3d	3D*	3	3.33591
3s2.3p.3d	1F*	3	3.66121
3s2.3p.3d	1P*	1	3.7528
3s2.3p.4s	3P*	0	6.63226
3s2.3p.4s	3P*	1	6.64415
3s2.3p.4s	3P*	2	6.69971
3s2.3p.4s	1P*	1	6.74928
3s2.3p.4d	3D*	3	8.3293
3s2.3p.4d	1F*	3	8.4443
