configuration	term	J	energy
2s2.2p5	2P*	3/2	0.0
2s2.2p5	2P*	1/2	0.0203
2s.2p6	2S	1/2	2.83889
2s2.2p4.(3P).3s	4P	5/2	4.954745
2s2.2p4.(3P).3s	4P	3/2	4.967659
2s2.2p4.(3P).3s	4P	1/2	4.975112
2s2.2p4.(3P).3s	2P	3/2	5.045377
2s2.2p4.(3P).3s	2P	1/2	5.060648
2s2.2p4.(1D).3s	2D	5/2	5.308699
2s2.2p4.(1D).3s	2D	3/2	5.308845
2s2.2p4.(3P).3p	4P*	5/2	5.435907
2s2.2p4.(3P).3p	4P*	3/2	5.440863
2s2.2p4.(3P).3p	4P*	1/2	5.445582
2s2.2p4.(3P).3p	4D*	7/2	5.496199
2s2.2p4.(3P).3p	4D*	5/2	5.504081
2s2.2p4.(3P).3p	4D*	3/2	5.510094
2s2.2p4.(3P).3p	4D*	1/2	5.513471
2s2.2p4.(3P).3p	2D*	5/2	5.539517
2s2.2p4.(3P).3p	2D*	3/2	5.552403
2s2.2p4.(3P).3p	*	1/2	5.567689
2s2.2p4.(3P).3p	4S*	3/2	5.579072
2s2.2p4.(3P).3p	2P*	3/2	5.581525
2s2.2p4.(3P).3p	*	1/2	5.585552
2s2.2p4.(1S).3s	2S	1/2	5.687305
2s2.2p4.(1D).3p	2F*	5/2	5.812788
2s2.2p4.(1D).3p	2F*	7/2	5.814913
2s2.2p4.(1D).3p	2D*	3/2	5.874423
2s2.2p4.(1D).3p	2D*	5/2	5.875726
2s2.2p4.(1D).3p	2P*	3/2	5.923797
2s2.2p4.(1D).3p	2P*	1/2	5.933204
2s2.2p4.(3P).3d	4D	7/2	6.112653
2s2.2p4.(3P).3d	4D	5/2	6.114864
2s2.2p4.(3P).3d	4D	3/2	6.117555
2s2.2p4.(3P).3d	4D	1/2	6.119791
2s2.2p4.(3P).3d	4F	9/2	6.154426
2s2.2p4.(3P).3d	4F	7/2	6.160851
2s2.2p4.(3P).3d	4F	5/2	6.167696
2s2.2p4.(3P).3d	4F	3/2	6.172594
2s2.2p4.(3P).3d	2F	7/2	6.173396
2s2.2p4.(3P).3d	4P	1/2	6.178208
2s2.2p4.(3P).3d	2F	5/2	6.181991
2s2.2p4.(3P).3d	4P	3/2	6.182294
2s2.2p4.(3P).3d	4P	5/2	6.188422
2s2.2p4.(3P).3d	2D	3/2	6.196923
