configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	3/2	0.69162
2s2.2p3	2D*	5/2	0.69695
2s2.2p3	2P*	1/2	1.05806
2s2.2p3	2P*	3/2	1.06754
2s.2p4	4P	5/2	3.14763
2s.2p4	4P	3/2	3.19334
2s.2p4	4P	1/2	3.21716
2s.2p4	2D	3/2	4.33124
2s.2p4	2D	5/2	4.33146
2s.2p4	2S	1/2	5.071
2s.2p4	2P	3/2	5.3165
2s.2p4	2P	1/2	5.3736
2p5	2P*	3/2	8.24955
2p5	2P*	1/2	8.32382
2s2.2p2.(3P).3s	4P	1/2	15.8904
2s2.2p2.(3P).3s	4P	3/2	15.9184
2s2.2p2.(3P).3s	4P	5/2	15.9648
2s2.2p2.(3P).3s	2P	1/2	16.1103
2s2.2p2.(3P).3s	2P	3/2	16.1449
2s2.2p2.(1D).3s	2D	3/2	16.48
2s2.2p2.(1D).3s	2D	5/2	16.493
2s2.2p2.(3P).3d	2P	3/2?	17.913
2s.2p3.(5S*).3s	4S*	3/2	17.916
2s2.2p2.(3P).3d	2F	5/2	17.98
2s2.2p2.(3P).3d	2F	7/2	18.038
2s2.2p2.(3P).3d	4P	1/2	18.051
2s2.2p2.(3P).3d	4P	3/2	18.051
2s2.2p2.(3P).3d	2D	3/2	18.247
2s2.2p2.(3P).3d	2D	5/2	18.267
2s2.2p2.(1D).3d	2D	5/2	18.54
2s2.2p2.(1D).3d	2P	1/2	18.602
2s.2p3.(5S*).3p	4P	1/2	18.626
2s.2p3.(5S*).3p	4P	5/2	18.626
2s.2p3.(5S*).3p	4P	3/2	18.626
2s2.2p2.(1D).3d	2P	3/2	18.636
2s.2p3.(5S*).3d	4D*	1/2	19.694
2s.2p3.(5S*).3d	4D*	3/2	19.694
2s.2p3.(5S*).3d	4D*	5/2	19.694
2s.2p3.(5S*).3d	4D*	7/2	19.694
2s2.2p2.(3P).4s	4P	5/2	21.452
2s2.2p2.(3P).4s	2P	3/2	21.527
