configuration	term	J	energy
3d10.4s2	1S	0	0.0
3d10.4s.4p	3P*	0	0.294442391
3d10.4s.4p	3P*	1	0.29617454
3d10.4s.4p	3P*	2	0.29971871
3d10.4s.4p	1P*	1	0.42597545700000006
3d10.4s.5s	3S	1	0.489097437
3d10.4s.5s	1S	0	0.50838874
3d10.4s.5p	3P*	0	0.55813162
3d10.4s.5p	3P*	1	0.55837359
3d10.4s.5p	3P*	2	0.55888778
3d10.4s.4d	1D	2	0.569164025
3d10.4s.4d	3D	1	0.571990902
3d10.4s.4d	3D	2	0.572020684
3d10.4s.4d	3D	3	0.572065942
3d10.4s.5p	1P*	1	0.57328207
3d10.4s.6s	3S	1	0.5962628870000001
3d10.4s.6s	1S	0	0.601779494
3d10.4s.6p	3P*	0	0.62030752
3d10.4s.6p	3P*	1	0.62039706
3d10.4s.6p	3P*	2	0.62058949
3d10.4s.5d	1D	2	0.6227464460000001
3d10.4s.5d	3D	1	0.624939105
3d10.4s.5d	3D	2	0.62495337
3d10.4s.5d	3D	3	0.624975035
3d10.4s.6p	1P*	1	0.62519509
3d10.4s.4f	3F*	2	0.6272598
3d10.4s.4f	3F*	3	0.62726027
3d10.4s.4f	3F*	4	0.62726172
3d10.4s.4f	1F*	3	0.62726364
3d10.4s.7s	3S	1	0.635571943
3d10.4s.7s	1S	0	0.63792099
3d10.4s.7p	3P*	0	0.64679334
3d10.4s.7p	3P*	1	0.6468365
3d10.4s.7p	3P*	2	0.64692947
3d10.4s.6d	1D	2	0.64746472
3d10.4s.6d	3D	1	0.64893275
3d10.4s.6d	3D	2	0.648940371
3d10.4s.6d	3D	3	0.648951932
3d10.4s.7p	1P*	1	0.64899523
3d10.4s.5f	3F*	2	0.65006005
3d10.4s.5f	3F*	3	0.65006021
3d10.4s.5f	3F*	4	0.65006129
3d10.4s.5f	1F*	3	0.65006261
3d10.4s.5g	1G	4	0.65036437
3d10.4s.5g	3G	3	0.65036437
3d10.4s.5g	3G	4	0.65036437
3d10.4s.5g	3G	5	0.65036437
3d10.4s.8s	3S	1	0.654502
3d10.4s.8s	1S	0	0.6557134
3d10.4s.8p	3P*	0	0.6606303000000001
3d10.4s.8p	3P*	1	0.6606575
3d10.4s.8p	3P*	2	0.6607065
3d10.4s.7d	1D	2	0.6608235
3d10.4s.7d	3D	1	0.661817
3d10.4s.7d	3D	2	0.661817
3d10.4s.8p	1P*	1	0.6618199
3d10.4s.7d	3D	3	0.6618264
3d10.4s.6f	3F*	2	0.6624380999999999
