Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"2s2.2p5"	"2P*"	"3/2"	""	"0.00000"	""	"0.009"	"                                           "	"L12392"
"2s2.2p5"	"2P*"	"1/2"	""	"0.21410"	""	"0.00005"	"                                           "	"L6826"
"2s.2p6"	"2S"	"1/2"	""	"5.97701"	""	"0.00018"	" 100                                       "	"L5515"
"2s2.2p4.(3P).3s"	"4P"	"5/2"	""	"24.0620"	""	"0.0023"	" 100                                       "	"L2181"
"2s2.2p4.(3P).3s"	"4P"	"3/2"	""	"24.1759"	""	"0.0023"	"  80         :    19  2s2.2p4.(3P).3s 2P   "	"L2181"
"2s2.2p4.(3P).3s"	"4P"	"1/2"	""	"24.2634"	""	"0.0023"	"  97                                       "	"L2181"
"2s2.2p4.(3P).3s"	"2P"	"3/2"	""	"24.3445"	""	"0.0023"	"  78         :    20  2s2.2p4.(3P).3s 4P   "	"L2181"
"2s2.2p4.(3P).3s"	"2P"	"1/2"	""	"24.4730"	""	"0.0023"	"  98                                       "	"L2181"
"2s2.2p4.(1D).3s"	"2D"	"5/2"	""	"24.8575"	""	"0.0023"	"  98                                       "	"L2181"
"2s2.2p4.(1D).3s"	"2D"	"3/2"	""	"24.8639"	""	"0.0023"	"  96                                       "	"L2181"
"2s2.2p4.(3P).3p"	"4P*"	"5/2"	""	"25.3806"	""	"0.0023"	"  91         :     8  2s2.2p4.(3P).3p 4D*  "	"L11908"
"2s2.2p4.(3P).3p"	"4D*"	"7/2"	""	"25.5455"	""	"0.0023"	"  97                                       "	"L11908"
"2s2.2p4.(3P).3p"	"4D*"	"5/2"	""	"25.5898"	""	"0.0023"	"  91         :     8  2s2.2p4.(3P).3p 4P*  "	"L11908"
"2s2.2p4.(1S).3s"	"2S"	"1/2"	""	"25.6230"	""	"0.0023"	"  96                                       "	"L2181"
"2s2.2p4.(3P).3p"	"2D*"	"5/2"	""	"25.7429"	""	"0.0023"	"  55         :    39  2s2.2p4.(3P).3p 4D*  "	"L11908"
"2s2.2p4.(1D).3p"	"2F*"	"5/2"	""	"26.2217"	""	"0.0023"	"  95                                       "	"L11908"
"2s2.2p4.(1D).3p"	"2F*"	"7/2"	""	"26.2554"	""	"0.0023"	"  97                                       "	"L11908"
"2s2.2p4.(1D).3p"	"2D*"	"3/2"	""	"26.4027"	""	"0.0023"	"  96                                       "	"L11908"
"2s2.2p4.(1D).3p"	"2D*"	"5/2"	""	"26.4234"	""	"0.0023"	"  96                                       "	"L11908"
