configuration	term	J	energy
2s2.2p5	2P*	3/2	0.0
2s2.2p5	2P*	1/2	0.0919
2s.2p6	2S	1/2	4.58954
2s2.2p4.(3P).3s	4P	5/2	14.2098
2s2.2p4.(3P).3s	4P	3/2	14.26364
2s2.2p4.(3P).3s	4P	1/2	14.29661
2s2.2p4.(3P).3s	2P	3/2	14.3951
2s2.2p4.(3P).3s	2P	1/2	14.4582
2s2.2p4.(1D).3s	2D	5/2	14.7933
2s2.2p4.(1D).3s	2D	3/2	14.795
2s2.2p4.(3P).3p	4P*	5/2	15.15923
2s2.2p4.(3P).3p	4D*	7/2	15.282
2s2.2p4.(3P).3p	4D*	5/2	15.30899
2s2.2p4.(3P).3p	4D*	3/2	15.3386
2s2.2p4.(3P).3p	4D*	1/2	15.35208
2s2.2p4.(1S).3s	2S	1/2	15.3836
2s2.2p4.(3P).3p	2D*	5/2	15.389
2s2.2p4.(3P).3p	2D*	3/2	15.45681
2s2.2p4.(3P).3p	4S*	3/2	15.47657
2s2.2p4.(3P).3d	4D	7/2	16.51566
2s2.2p4.(3P).3d	4F	9/2	16.62943
2s2.2p4.(3P).3d	4F	7/2	16.65837
2s2.2p4.(3P).3d	4F	5/2	16.6887
2s2.2p4.(3P).3d	2F	7/2	16.7156
2s2.2p4.(3P).3d	4P	3/2	16.7202
2s2.2p4.(3P).3d	4P	5/2	16.7438
2s2.2p4.(3P).3d	2F	5/2	16.76108
2s2.2p4.(3P).3d	2D	3/2	16.7924
2s2.2p4.(3P).3d	2D	5/2	16.8385
2s2.2p4.(3P).3d	2P	3/2	16.8478
2s2.2p4.(1D).3d	2S	1/2	17.2085
2s2.2p4.(1D).3d	2F	5/2	17.2411
2s2.2p4.(1D).3d	2P	3/2	17.2622
2s2.2p4.(1D).3d	2D	5/2	17.2732
2s2.2p4.(1D).3d	2P	1/2	17.2907
2s2.2p4.(1D).3d	2D	3/2	17.2979
2s2.2p4.(1S).3d	2D	5/2	17.7888
2s2.2p4.(1S).3d	2D	3/2	17.7967
2s.2p5.(3P*).3s	2P*	3/2	18.577
2s.2p5.(3P*).3s	2P*	1/2	18.6362
2s2.2p4.(3P).4s	2P	3/2	19.1769
2s2.2p4.(3P).4d	2D	5/2	20.12
