Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d6"	"5D"	"4"	""	"0.000000"	""	""	" 100                                        "	"L7185"
"3d6"	"5D"	"3"	""	"0.005824"	""	""	" 100                                        "	""
"3d6"	"5D"	"2"	""	"0.009821"	""	""	" 100                                        "	""
"3d6"	"5D"	"1"	""	"0.012369"	""	""	" 100                                        "	""
"3d6"	"5D"	"0"	""	"0.013611"	""	""	" 100                                        "	""
"3d6"	"3P2"	"2"	""	"0.208528"	""	""	"  62             :    38  3d6          3P1  "	""
"3d6"	"3H"	"6"	""	"0.215783"	""	""	" 100                                        "	""
"3d6"	"3H"	"5"	""	"0.218994"	""	""	"  98             :     2  3d6          3G   "	""
"3d6"	"3H"	"4"	""	"0.221183"	""	""	"  93             :     3  3d6          3G   "	""
"3d6"	"3P2"	"1"	""	"0.225349"	""	""	"  62             :    37  3d6          3P1  "	""
"3d6"	"3F2"	"4"	""	"0.231425"	""	""	"  71             :    21  3d6          3F1  "	""
"3d6"	"3P2"	"0"	""	"0.231906"	""	""	"  62             :    37  3d6          3P1  "	""
"3d6"	"3F2"	"3"	""	"0.234523"	""	""	"  76             :    21  3d6          3F1  "	""
"3d6"	"3F2"	"2"	""	"0.236647"	""	""	"  79             :    20  3d6          3F1  "	""
"3d6"	"3G"	"5"	""	"0.264466"	""	""	"  98             :     2  3d6          3H   "	""
"3d6"	"3G"	"4"	""	"0.269664"	""	""	"  95             :     3  3d6          3F2  "	""
"3d6"	"3G"	"3"	""	"0.272173"	""	""	"  97             :     3  3d6          3F2  "	""
"3d6"	"1I"	"6"	""	"0.327534"	""	""	" 100                                        "	""
"3d6"	"3D"	"2"	""	"0.331227"	""	""	"  98             :     1  3d6          1D2  "	""
"3d6"	"3D"	"1"	""	"0.331537"	""	""	" 100                                        "	""
"3d6"	"3D"	"3"	""	"0.333109"	""	""	" 100                                        "	""
"3d6"	"1G2"	"4"	""	"0.334283"	""	""	"  65             :    33  3d6          1G1  "	""
"3d6"	"1S2"	"0"	""	"0.377646"	""	""	"  76             :    23  3d6          1S1  "	""
"3d6"	"1D2"	"2"	""	"0.385847"	""	""	"  76             :    22  3d6          1D1  "	""
"3d6"	"1F"	"3"	""	"0.461375"	""	""	"  99             :     1  3d6          3F1  "	""
"3d6"	"3P1"	"0"	""	"0.531456"	""	""	"  63             :    37  3d6          3P2  "	""
"3d6"	"3P1"	"1"	""	"0.536917"	""	""	"  63             :    37  3d6          3P2  "	""
"3d6"	"3F1"	"2"	""	"0.544471"	""	""	"  80             :    20  3d6          3F2  "	""
"3d6"	"3F1"	"4"	""	"0.545286"	""	""	"  77             :    22  3d6          3F2  "	""
"3d6"	"3F1"	"3"	""	"0.545874"	""	""	"  78             :    21  3d6          3F2  "	""
"3d6"	"3P1"	"2"	""	"0.547657"	""	""	"  62             :    38  3d6          3P2  "	""
"3d6"	"1G1"	"4"	""	"0.618814"	""	""	"  66             :    34  3d6          1G2  "	""
"3d5.(6S).4s"	"7S"	"3"	""	"0.825192"	""	""	" 100                                        "	""
"3d6"	"1D1"	"2"	""	"0.831243"	""	""	"  78             :    22  3d6          1D2  "	""
"3d5.(6S).4s"	"5S"	"2"	""	"0.936545"	""	""	" 100                                        "	""
"3d5.(4G).4s"	"5G"	"6"	""	"1.176756"	""	""	" 100                                        "	""
"3d5.(4G).4s"	"5G"	"5"	""	"1.177313"	""	""	" 100                                        "	""
"3d5.(4G).4s"	"5G"	"2"	""	"1.177559"	""	""	" 100                                        "	""
"3d5.(4G).4s"	"5G"	"4"	""	"1.177573"	""	""	" 100                                        "	""
"3d5.(4G).4s"	"5G"	"3"	""	"1.177619"	""	""	" 100                                        "	""
"3d5.(4P).4s"	"5P"	"3"	""	"1.209517"	""	""	"  93             :     6  3d5.(4D).4s  5D   "	""
"3d5.(4P).4s"	"5P"	"2"	""	"1.210424"	""	""	"  94             :     6  3d5.(4D).4s  5D   "	""
"3d5.(4P).4s"	"5P"	"1"	""	"1.211553"	""	""	"  97             :     3  3d5.(4D).4s  5D   "	""
"3d5.(4D).4s"	"5D"	"4"	""	"1.242630"	""	""	"  99                                        "	""
"3d5.(4D).4s"	"5D"	"0"	""	"1.242967"	""	""	"  99             :     1  3d5.(4P).4s  3P   "	""
"3d5.(4D).4s"	"5D"	"1"	""	"1.244054"	""	""	"  96             :     3  3d5.(4P).4s  5P   "	""
