configuration	term	J	energy
3s2.3p4	3P	2	0.0
3s2.3p4	3P	1	0.015234
3s2.3p4	3P	0	0.021152
3s2.3p4	1D	2	0.149302
3s2.3p4	1S	0	0.35126
3s.3p5	3P*	2	1.222755
3s.3p5	3P*	1	1.236209
3s.3p5	3P*	0	1.243451
3s.3p5	1P*	1	1.559538
3s2.3p3.(4S*).3d	3D*	3	1.73097
3s2.3p3.(4S*).3d	3D*	2	1.74237
3s2.3p3.(4S*).3d	3D*	1	1.74417
3s2.3p3.(2D*).3d	1D*	2	1.97186
3s2.3p3.(2D*).3d	3P*	2	2.05441
3s2.3p3.(2D*).3d	3P*	1	2.06021
3s2.3p3.(2D*).3d	3P*	0	2.0745
3s2.3p3.(2D*).3d	1F*	3	2.20959
3s2.3p3.(2D*).3d	3S*	1	2.27696
3s2.3p3.(2P*).3d	3P*	2	2.33314
3s2.3p3.(2P*).3d	3P*	1	2.34307
3s2.3p3.(2P*).3d	3P*	0	2.34933
3s2.3p3.(2D*).3d	1P*	1	2.37759
3s2.3p3.(2P*).3d	3D*	3	2.38408
3s2.3p3.(2P*).3d	3D*	2	2.39507
3s2.3p3.(2P*).3d	3D*	1	2.40263
3s2.3p3.(2P*).3d	1D*	2	2.49139
3s2.3p3.(2D*).4s	3D*	1	2.53143
3s2.3p3.(2D*).4s	3D*	2	2.53196
3s2.3p3.(2D*).4s	3D*	3	2.53319
3s2.3p3.(2P*).3d	1F*	3	2.54815
3s2.3p3.(2D*).4s	1D*	2	2.57315
3s2.3p3.(2P*).4s	3P*	0	2.67349
3s2.3p3.(2P*).4s	3P*	1	2.6743
3s2.3p3.(2P*).4s	3P*	2	2.67657
3s2.3p3.(2P*).4s	1P*	1	2.71678
3s2.3p3.(2P*).3d	1P*	1	2.72376
3s2.3p3.(4S*).5s	3S*	1	3.3524
