Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"1s"	"2S"	"1/2"	" 0.0000000000"	"0.0000000018"	" 100                    "	""
	term		"0.000000000"			
"2p"	"2P*"	"1/2"	"(2.99970243982)"	"0.00000000005"	" 100                    "	"L3620c107"
"2p"	"2P*"	"3/2"	"(2.99975581417)"	"0.00000000003"	" 100                    "	"L3620c107"
	term		"2.9997380227"			
"2s"	"2S"	"1/2"	"(2.99970670802)"	"0.00000000018"	" 100                    "	"L3620c107"
	term		"2.9997067080"			
"3p"	"2P*"	"1/2"	"(3.555224785705)"	"0.000000000020"	" 100                    "	"L3620c107"
"3p"	"2P*"	"3/2"	"(3.555240600390)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.5552353288"			
"3s"	"2S"	"1/2"	"(3.55522605735)"	"0.00000000005"	" 100                    "	"L3620c107"
	term		"3.5552260574"			
"3d"	"2D"	"3/2"	"(3.555240574371)"	"0.000000000007"	" 100                    "	"L3620c107"
"3d"	"2D"	"5/2"	"(3.555245845429)"	"0.000000000007"	" 100                    "	"L3620c107"
	term		"3.5552437370"			
"4p"	"2P*"	"1/2"	"(3.749655437244)"	"0.000000000010"	" 100                    "	"L3620c107"
"4p"	"2P*"	"3/2"	"(3.749662109030)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.7496598851"			
"4s"	"2S"	"1/2"	"(3.749655974873)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.7496559749"			
"4d"	"2D"	"3/2"	"(3.74966209792)"	"0.00000000008"	" 100                    "	"L3620c107"
"4d"	"2D"	"5/2"	"(3.74966432166)"	"0.00000000008"	" 100                    "	"L3620c107"
	term		"3.7496634322"			
"4f"	"2F*"	"5/2"	"(3.74966431765)"	"0.00000000004"	" 100                    "	"L3620c107"
"4f"	"2F*"	"7/2"	"(3.74966542949)"	"0.00000000004"	" 100                    "	"L3620c107"
	term		"3.7496649530"			
"5p"	"2P*"	"1/2"	"(3.839648126742)"	"0.000000000009"	" 100                    "	"L3620c107"
"5p"	"2P*"	"3/2"	"(3.839651542680)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.8396504040"			
"5s"	"2S"	"1/2"	"(3.83964840231)"	"0.00000000003"	" 100                    "	"L3620c107"
	term		"3.8396484023"			
"5d"	"2D"	"3/2"	"(3.83965153695)"	"0.00000000006"	" 100                    "	"L3620c107"
"5d"	"2D"	"5/2"	"(3.83965267551)"	"0.00000000006"	" 100                    "	"L3620c107"
	term		"3.8396522201"			
"5f"	"2F*"	"5/2"	"(3.83965267344)"	"0.00000000004"	" 100                    "	"L3620c107"
"5f"	"2F*"	"7/2"	"(3.83965324270)"	"0.00000000004"	" 100                    "	"L3620c107"
	term		"3.8396529987"			
"5g"	"2G"	"7/2"	"(3.839653241624)"	"0.000000000010"	" 100                    "	"L3620c107"
"5g"	"2G"	"9/2"	"(3.839653583179)"	"0.000000000010"	" 100                    "	"L3620c107"
	term		"3.8396534314"			
"6p"	"2P*"	"1/2"	"(3.888532657871)"	"0.000000000020"	" 100                    "	"L3620c107"
"6p"	"2P*"	"3/2"	"(3.888534634683)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.8885339757"			
"6s"	"2S"	"1/2"	"(3.888532817434)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.8885328174"			
"6d"	"2D"	"3/2"	"(3.88853463133)"	"0.00000000004"	" 100                    "	"L3620c107"
"6d"	"2D"	"5/2"	"(3.88853529022)"	"0.00000000004"	" 100                    "	"L3620c107"
	term		"3.8885350267"			
"6f"	"2F*"	"5/2"	"(3.88853528902)"	"0.00000000003"	" 100                    "	"L3620c107"
"6f"	"2F*"	"7/2"	"(3.88853561845)"	"0.00000000003"	" 100                    "	"L3620c107"
	term		"3.8885354773"			
"6g"	"2G"	"7/2"	"(3.888535617823)"	"0.000000000011"	" 100                    "	"L3620c107"
"6g"	"2G"	"9/2"	"(3.888535815483)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.8885357276"			
"6h"	"2H*"	"9/2"	"(3.888535815096)"	"0.000000000008"	" 100                    "	"L3620c107"
"6h"	"2H*"	"11/2"	"(3.888535946869)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.8885358870"			
"7p"	"2P*"	"1/2"	"(3.918008309448)"	"0.000000000020"	" 100                    "	"L3620c107"
"7p"	"2P*"	"3/2"	"(3.918009554311)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.9180091394"			
"7s"	"2S"	"1/2"	"(3.918008409963)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9180084100"			
"7d"	"2D"	"3/2"	"(3.91800955219)"	"0.00000000003"	" 100                    "	"L3620c107"
"7d"	"2D"	"5/2"	"(3.91800996712)"	"0.00000000003"	" 100                    "	"L3620c107"
	term		"3.9180098011"			
"7f"	"2F*"	"5/2"	"(3.918009966359)"	"0.000000000020"	" 100                    "	"L3620c107"
"7f"	"2F*"	"7/2"	"(3.918010173818)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.9180100849"			
"7g"	"2G"	"7/2"	"(3.918010173415)"	"0.000000000011"	" 100                    "	"L3620c107"
"7g"	"2G"	"9/2"	"(3.918010297889)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9180102426"			
"7h"	"2H*"	"9/2"	"(3.918010297645)"	"0.000000000008"	" 100                    "	"L3620c107"
"7h"	"2H*"	"11/2"	"(3.918010380627)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9180103429"			
"7i"	"2I"	"11/2"	"(3.918010380460)"	"0.000000000008"	" 100                    "	"L3620c107"
"7i"	"2I"	"13/2"	"(3.918010439733)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9180104124"			
