Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3p6.3d2"	"3F"	"2.000"	""	"0.0000000"	""	"0.0000000"	"  98                                              "	"L7185"
"3p6.3d2"	"3F"	"3.000"	""	"0.0095660"	""	"0.0000010"	"  98                                              "	"L5267"
"3p6.3d2"	"3F"	"4.000"	""	"0.0212278"	""	"0.0000018"	"  98                                              "	"L5267"
"3p6.3d2"	"1D"	"2.000"	""	"0.1592348"	""	"0.0000016"	"  91         :     6  3p6.3d2                3P   "	"L5267"
"3p6.3d2"	"3P"	"0"	""	"0.182618"	""	"0.000004"	"  98                                              "	"L5267"
"3p6.3d2"	"3P"	"1.000"	""	"0.186161"	""	"0.000004"	"  98                                              "	"L5267"
"3p6.3d2"	"3P"	"2.000"	""	"0.1938809"	""	"0.0000023"	"  92         :     6  3p6.3d2                1D   "	"L5267"
"3p6.3d2"	"1G"	"4.000"	""	"0.263570"	""	"0.000004"	"  98                                              "	"L5267"
"3p6.3d2"	"1S"	"0"	""	"0.611250"	""	"0.000006"	"  98                                              "	"L5267"
"3p6.3d.4s"	"3D"	"1.000"	""	"3.1389650"	""	"0.000005"	"  97                                              "	"L5267"
"3p6.3d.4s"	"3D"	"2.000"	""	"3.1441145"	""	"0.000004"	"  95                                              "	"L5267"
"3p6.3d.4s"	"3D"	"3.000"	""	"3.1553522"	""	"0.000004"	"  98                                              "	"L5267"
"3p6.3d.4s"	"1D"	"2.000"	""	"3.1924442"	""	"0.000004"	"  95                                              "	"L5267"
"3p5.3d3.(4P)"	"5S*"	"2.000"	""	"3.54793"	""	"0.00005"	"  99                                              "	"L14980"
"3p5.3d3.(4F)"	"5D*"	"2.000"	""	"3.60346"	""	"0.00012"	"  58         :    33  3p5.3d3.(4P)           5D*  "	"L15032"
"3p5.3d3.(4F)"	"5D*"	"3.000"	""	"3.60403"	""	"0.00007"	"  52         :    35  3p5.3d3.(4P)           5D*  "	"L14980"
"3p5.3d3.(4F)"	"5D*"	"1.000"	""	"3.60420"	""	"0.00017"	"  64         :    32  3p5.3d3.(4P)           5D*  "	"L15032"
"3p5.3d3.(4F)"	"5D*"	"4.000"	""	"3.60818"	""	"0.00012"	"  47         :    40  3p5.3d3.(4P)           5D*  "	"L14980"
