ritz_wl_vac(A)	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"34.238"	""	"9.48e+10"	"2.50e-02"	B	"0.063703"	"26.6793?"	"2s2.2p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"T7059"	""	
"35.932"	""	"1.62e+11"	"4.70e-02"	B+	"0.063703"	"25.4245"	"2s2.2p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"		"T7059"	""	
"39.443"	""	"2.71e+11"	"1.26e-01"	B+	"0.000000"	"23.1034"	"2s2.2p"	"2P*"	"1/2"	"2s2.4d"	"2D"	"3/2"		"T7059"	""	
"39.552"	""	"5.46e+10"	"1.28e-02"	D+	"0.063703"	"23.1034"	"2s2.2p"	"2P*"	"3/2"	"2s2.4d"	"2D"	"3/2"		"T7192c4,LS"	""	
"39.552"	""	"3.21e+11"	"1.13e-01"	B+	"0.063703"	"23.1034"	"2s2.2p"	"2P*"	"3/2"	"2s2.4d"	"2D"	"5/2"		"T7059"	""	
"42.512"	""	"2.33e+07"	"6.32e-06"	E	"5.2439"	"26.6793?"	"2p3"	"2D*"	"5/2"	"2s2.6d"	"2D"	"5/2"		"c70,LS"	""	
"43.853"	""	"3.40e+06"	"1.47e-06"	E	"5.8995"	"26.6793?"	"2p3"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"c70,LS"	""	
"44.518"	""	"2.15e+10"	"6.40e-03"	B	"0.000000"	"20.470"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(1P*).3p"	"2S?"	"1/2"		"T7059"	""	
"44.657"	""	"1.91e+10"	"2.85e-03"	C+	"0.063703"	"20.470"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(1P*).3p"	"2S?"	"1/2"		"T7059"	""	
"46.672"	""	"6.70e+07"	"3.28e-05"	D	"5.8995"	"25.4245"	"2p3"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"		"c70,LS"	""	
"46.891"	""	"1.29e+11"	"4.26e-02"	B	"0.000000"	"19.434"	"2s2.2p"	"2P*"	"1/2"	"2s.2p.(3P*).3p"	"2S"	"1/2"		"T7059"	""	
