configuration	term	J	energy
2s2.2p6	1S	0	0.0
2s2.2p5.(2P*).3s	3P*	2	5.619275
2s2.2p5.(2P*).3s	3P*	1	5.635949
2s2.2p5.(2P*).3s	3P*	0	5.650403
2s2.2p5.(2P*).3s	1P*	1	5.692845
2s2.2p5.(2P*).3p	3S	1	6.120366
2s2.2p5.(2P*).3p	3D	3	6.204451
2s2.2p5.(2P*).3p	3D	2	6.211955
2s2.2p5.(2P*).3p	3D	1	6.223788
2s2.2p5.(2P*).3p	1D	2	6.248815
2s2.2p5.(2P*).3p	1P	1	6.260032
2s2.2p5.(2P*).3p	3P	2	6.267973
2s2.2p5.(2P*).3p	3P	0	6.272339
2s2.2p5.(2P*).3p	3P	1	6.275435
2s2.2p5.(2P*).3p	1S	0	6.50733
2s2.2p5.(2P*).3d	3P*	0	6.918279
2s2.2p5.(2P*).3d	3P*	1	6.921955
2s2.2p5.(2P*).3d	3P*	2	6.929933
2s2.2p5.(2P*).3d	3F*	4	6.941015
2s2.2p5.(2P*).3d	3F*	3	6.946338
2s2.2p5.(2P*).3d	3F*	2	6.958559
2s2.2p5.(2P*).3d	1F*	3	6.964788
2s2.2p5.(2P*).3d	3D*	1	6.988332
2s2.2p5.(2P*).3d	1D*	2	6.989744
2s2.2p5.(2P*).3d	3D*	3	6.992567
2s2.2p5.(2P*).3d	3D*	2	6.996258
2s2.2p5.(2P*).3d	1P*	1	7.024383
