configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		41.231553
1s.2s	1S		41.812395
1s.2p	3P*	0	41.787244
1s.2p	3P*	1	41.787791
1s.2p	3P*	2	41.792803
1s.2p	1P*		42.184383
1s.3s	3S		48.650908
1s.3p	3P*		48.804456
1s.3s	1S		48.811291
1s.3d	3D		48.884216
1s.3d	1D		48.89376
1s.3p	1P*		48.921827
1s.4s	3S		51.179856
1s.4p	3P*		51.236901
1s.4s	1S		51.241458
1s.4d	3D		51.269938
1s.4f	3F*		51.269798
1s.4d	1D		51.27399
1s.4f	1F*		51.275539
1s.4p	1P*		51.287021
1s.5s	3S		52.330513
1s.5p	3P*		52.356302
1s.5f	3F*		52.37234
1s.5d	3D		52.375159
1s.5f	1F*		52.37799
1s.5d	1D		52.381726
1s.5p	1P*		52.383731
1s.6p	3P*		52.960381
1s.6f	3F*		52.971134
1s.6d	3D		52.972592
1s.6f	1F*		52.976874
1s.6d	1D		52.97815
1s.6p	1P*		52.980611
1s.7p	3P*		53.326345
1s.7p	1P*		53.334091
1s.7d	3D		53.342475
1s.8p	3P*		53.562455
1s.8d	3D		53.567922
1s.9d	3D		53.700512
1s.9p	3P*		53.714636
1s.10p	3P*		53.835835
1s.10d	3D		53.860439
