configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		4.3379499
1s.2s	1S		4.477735
1s.2p	3P*	0	4.5040884
1s.2p	3P*	1	4.5040392
1s.2p	3P*	2	4.5040599
1s.2p	1P*		4.5728163
1s.3s	3S		5.0552945
1s.3s	1S		5.0919587
1s.3p	3P*		5.0985497
1s.3d	3D		5.1144286
1s.3d	1D		5.1147016
1s.3p	1P*		5.1190684
1s.4s	3S		5.2851788
1s.4s	1S		5.2998997
1s.4p	3P*		5.3025385
1s.4d	3D		5.3091661
1s.4d	1D		5.3093239
1s.4f	3F*		5.3094334
1s.4f	1F*		5.3094432
1s.4p	1P*		5.3111388
1s.5s	3S		5.3872674
1s.5s	1S		5.3946057
1s.5p	3P*		5.3959253
1s.5d	3D		5.3992966
1s.5d	1D		5.3993888
1s.5f	3F*		5.3994405
1s.5f	1F*		5.3994496
1s.5p	1P*		5.4004867
1s.6s	3S		5.4413756
1s.6s	1S		5.4455545
1s.6p	3P*		5.4463065
1s.6p	1P*		5.44788
1s.6d	3D		5.4482485
1s.6d	1D		5.4483064
1s.6f	3F*		5.4483329
1s.6f	1F*		5.4483425
1s.7s	3S		5.47347
1s.7s	1S		5.47608
1s.7p	1P*		5.4767
1s.7d	3D		5.47776
1s.7d	1D		5.4777996
1s.7f	3F*		5.477812
1s.7f	1F*		5.4778226
1s.8s	3S		5.4940562
1s.8d	3D		5.4969127
1s.8d	1D		5.4969405
1s.8f	3F*		5.496945
1s.8f	1F*		5.4969561
1s.9f	3F*		5.5100632
1s.9f	1F*		5.5100737
1s.10f	3F*		5.519448
1s.10f	1F*		5.519458
