ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"136.4296"	"0.0019"	"3"	"1.74e+10"	"2.91e-02"	D+	"0.000000"	"6.67940"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3S*"	"1"		"c56,LS"	"L3834"	
"136.5475"	"0.0019"	""	"1.16e+10"	"1.94e-02"	D	"0.000000"	"6.67363"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3P*"	"1"		"c56,LS"	""	
"136.5514"	"0.0019"	"4"	"2.08e+10"	"5.81e-02"	D+	"0.000000"	"6.67344"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3P*"	"2"		"c56,LS"	"L3834"	
"136.6358"	"0.0019"	"3"	"1.04e+10"	"2.91e-02"	D	"0.010081"	"6.67940"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).4d"	"3S*"	"1"		"c56,LS"	"L3834"	
"136.7235"	"0.0019"	""	"3.46e+09"	"2.91e-02"	E	"0.014362"	"6.67940"	"2s2.2p4"	"3P"	"0"	"2s2.2p3.(2D*).4d"	"3S*"	"1"		"c56,LS"	""	
"136.7541"	"0.0019"	"3"	"6.88e+09"	"1.93e-02"	D	"0.010081"	"6.67363"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).4d"	"3P*"	"1"		"c56,LS"	"L3834"	
"136.7580"	"0.0019"	""	"6.89e+09"	"3.22e-02"	D	"0.010081"	"6.67344"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).4d"	"3P*"	"2"		"c56,LS"	""	
"136.8420"	"0.0019"	""	"9.18e+09"	"7.73e-02"	D	"0.014362"	"6.67363"	"2s2.2p4"	"3P"	"0"	"2s2.2p3.(2D*).4d"	"3P*"	"1"		"c56,LS"	""	
"136.8472"	"0.0019"	""	"4.33e+08"	"7.29e-04"	E	"0.000000"	"6.65901"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3D*"	"1"		"c56,LS"	""	
"136.8498"	"0.0019"	"4*"	"3.88e+09"	"1.09e-02"	D	"0.000000"	"6.65888"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3D*"	"2"		"c56,LS"	"L3834"	
"136.8547"	"0.0019"	"4*"	"1.56e+10"	"6.12e-02"	D+	"0.000000"	"6.65865"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3D*"	"3"		"c56,LS"	"L3834"	
"137.0547"	"0.0019"	"4*"	"6.46e+09"	"1.82e-02"	D	"0.010081"	"6.65901"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).4d"	"3D*"	"1"		"c56,LS"	"L3834"	
"137.0573"	"0.0019"	"4*"	"1.16e+10"	"5.46e-02"	D+	"0.010081"	"6.65888"	"2s2.2p4"	"3P"	"1"	"2s2.2p3.(2D*).4d"	"3D*"	"2"		"c56,LS"	"L3834"	
"137.1430"	"0.0019"	"3"	"8.59e+09"	"7.27e-02"	D	"0.014362"	"6.65901"	"2s2.2p4"	"3P"	"0"	"2s2.2p3.(2D*).4d"	"3D*"	"1"		"c56,LS"	"L3834"	
"137.7116"	"0.0019"	"5"	"1.68e+10"	"6.67e-02"	C	"0.281033"	"6.89825"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2P*).4d"	"1F*"	"3"		"c56"	"L3834"	
"142.2315"	"0.0020"	"7"	"3.06e+10"	"1.30e-01"	C	"0.281033"	"6.68796"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).4d"	"1F*"	"3"		"c56"	"L3834"	
"142.3593"	"0.0020"	"6"	"2.77e+10"	"8.43e-02"	C	"0.281033"	"6.68221"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).4d"	"1D*"	"2"		"c56"	"L3834"	
"142.6851"	"0.0020"	"5"	"1.70e+10"	"3.12e-02"	D+	"0.281033"	"6.66760"	"2s2.2p4"	"1D"	"2"	"2s2.2p3.(2D*).4d"	"1P*"	"1"		"c56"	"L3834"	
