ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"31.455"	"0.010"	"1"	"4.96e+10"	"7.36e-03"		"0.00000"	"28.970"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3d"	"2D"	"3/2"		"T6437"	"L2181"	
"31.483"	"0.010"	"10"	"4.72e+11"	"1.05e-01"		"0.00000"	"28.945"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3d"	"2D"	"5/2"		"T6437"	"L2181"	
"31.690"	"0.003"	"9"	"1.17e+12"	"3.52e-01"		"0.21410"	"28.970"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1S).3d"	"2D"	"3/2"		"T6437"	"L2181"	
"32.099"	"0.011"	"10"	"3.48e+11"	"5.38e-02"		"0.00000"	"28.390"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2D"	"3/2"		"T6437"	"L2181"	
"32.178"	"0.011"	"20"	"3.10e+12"	"7.22e-01"		"0.00000"	"28.319"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2D"	"5/2"		"T6437"	"L2181"	
"32.278"	"0.011"	"8"	"8.76e+10"	"2.05e-02"		"0.00000"	"28.232"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2F"	"5/2"		"T6437"	"L2181"	
"32.317"	"0.011"	"10"	"2.30e+12"	"1.80e-01"		"0.00000"	"28.197"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3d"	"2S"	"1/2"		"T6437"	"L2181"	
"32.343"	"0.003"	"18"	"2.80e+12"	"8.78e-01"		"0.21410"	"28.390"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2D"	"3/2"		"T6437"	"L2181"	
"32.421"	"0.003"	"8"	"4.30e+11"	"1.36e-01"		"0.21410"	"28.321"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2P"	"3/2"		"T6437"	"L2181"	
"32.565"	"0.003"	"6"	"7.47e+11"	"1.19e-01"		"0.21410"	"28.197"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3d"	"2S"	"1/2"		"T6437"	"L2181"	
"32.808"	"0.011"	"20"	"1.35e+12"	"3.27e-01"		"0.00000"	"27.775"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"		"T6437"	"L2181"	
"32.955"	"0.011"	"10*"	"5.11e+11"	"8.32e-02"		"0.00000"	"27.651"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"		"T6437"	"L2181"	
"32.957"	"0.011"	"10*"	"1.39e+11"	"3.39e-02"		"0.00000"	"27.651"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"		"T6437"	"L2181"	
"33.012"	"0.011"	"10"	"9.90e+10"	"2.43e-02"		"0.00000"	"27.604"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"		"T6437"	"L2181"	
"33.027"	"0.011"	"2"	"1.49e+11"	"1.22e-02"		"0.00000"	"27.591"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"		"T6437"	"L2181"	
"32.816"	"0.011"	"10"	"2.04e+10"	"3.35e-03"		"0.00000"	"(27.769)"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"		"T6437"	"L2181"	
"33.107"	"0.011"	"8"	"1.08e+11"	"2.66e-02"		"0.00000"	"27.525"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4F"	"5/2"		"T6437"	"L2181"	
