configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		30.8545
1s.2s	1S		31.34097
1s.2p	3P*	0	31.33213
1s.2p	3P*	1	31.3323
1s.2p	3P*	2	31.3349
1s.2p	1P*		31.6555
1s.3s	3S		36.3765
1s.3p	3P*		36.5068
1s.3s	1S		36.51
1s.3d	3D		36.5733
1s.3d	1D		36.5762
1s.3p	1P*		36.6
1s.4s	3S		38.244
1s.4s	1S		38.2962
1s.4p	3P*		38.2971
1s.4d	3D		38.3263
1s.4d	1D		38.3263
1s.4p	1P*		38.3353
1s.5s	3S		39.0947
1s.5s	1S		39.1209
1s.5p	3P*		39.1214
1s.5d	3D		39.135
1s.5d	1D		39.1359
1s.5p	1P*		39.1489
1s.6p	3P*		39.5705
1s.6d	3D		39.5766
1s.6p	1P*		39.579
1s.7p	3P*		39.8357
1s.7d	3D		39.8391
1s.7p	1P*		39.8455
1s.8d	3D		40.01
1s.8p	3P*		40.013
1s.8p	1P*		40.0293
1s.9p	3P*		40.124
1s.9d	3D		40.13
1s.10p	3P*		40.21
1s.10d	3D		40.217
