configuration	term	J	energy
2s2.2p6	1S	0	0.0
2s2.2p5.3s	3P*	2	12.50062
2s2.2p5.3s	3P*	1	12.54092
2s2.2p5.3s	3P*	0	12.59193
2s2.2p5.3s	1P*	1	12.65148
2s2.2p5.3p	3S	1	13.36722
2s2.2p5.3p	3D	3	13.51559
2s2.2p5.3p	3D	2	13.5271
2s2.2p5.3p	3D	1	13.55983
2s2.2p5.3p	3P	2	13.60062
2s2.2p5.3p	1P	1	13.63118
2s2.2p5.3p	3P	0	13.65653
2s2.2p5.3p	1D	2	13.66051
2s2.2p5.3p	3P	1	13.67161
2s2.2p5.3p	1S	0	14.14931
2s2.2p5.3d	3P*	0	14.79554
2s2.2p5.3d	3P*	1	14.80602
2s2.2p5.3d	3P*	2	14.8287
2s2.2p5.3d	3F*	4	14.85441
2s2.2p5.3d	3F*	3	14.87178
2s2.2p5.3d	3F*	2	14.90229
2s2.2p5.3d	1F*	3	14.92578
2s2.2p5.3d	3D*	1	14.98669
2s2.2p5.3d	1D*	2	14.98737
2s2.2p5.3d	3D*	3	14.99874
2s2.2p5.3d	3D*	2	15.0047
2s2.2p5.3d	1P*	1	15.14703
2s2.2p5.(2P*<3/2>).4s	2[3/2]*	1	16.5872
2s2.2p5.(2P*<1/2>).4s	2[1/2]*	1	16.674
2s2.2p5.(2P*<3/2>).4d	2[1/2]*	1	17.412
2s2.2p5.(2P*<3/2>).4d	2[3/2]*	1	17.492
2s2.2p5.(2P*<3/2>).4f	2[3/2]	1	17.56489
2s2.2p5.(2P*<3/2>).4f	2[3/2]	2	17.56621
2s2.2p5.(2P*<3/2>).4f	2[9/2]	5	17.5737
2s2.2p5.(2P*<3/2>).4f	2[9/2]	4	17.57432
2s2.2p5.(2P*<3/2>).4f	2[5/2]	3	17.57644
2s2.2p5.(2P*<3/2>).4f	2[5/2]	2	17.57838
2s2.2p5.(2P*<3/2>).4f	2[7/2]	3	17.58458
2s2.2p5.(2P*<3/2>).4f	2[7/2]	4	17.58501
2s2.2p5.(2P*<1/2>).4d	2[3/2]*	1	17.5896
2s2.2p5.(2P*<1/2>).4f	2[5/2]	3	17.66902
2s2.2p5.(2P*<1/2>).4f	2[7/2]	3	17.66993
2s2.2p5.(2P*<1/2>).4f	2[5/2]	2	17.67027
2s2.2p5.(2P*<1/2>).4f	2[7/2]	4	17.67037
2s2.2p5.(2P*<3/2>).5s	2[3/2]*	1	18.2155
2s2.2p5.(2P*<3/2>).5d	2[3/2]*	1	18.6453
2s2.2p5.(2P*<1/2>).5d	2[3/2]*	1	18.7323
2s2.2p5.(2P*<3/2>).6d	2[3/2]*	1	19.2628
2s2.2p5.(2P*<1/2>).6d	2[3/2]*	1	19.3483
2s2.2p5.(2P*<1/2>).7d	2[3/2]*	1	19.7193
