configuration	term	J	energy
1s	2S		0.0
2s	2S		2.999706708
2p	2P*		2.9997380227
3s	2S		3.5552260574
3p	2P*		3.5552353288
3d	2D		3.555243737
4s	2S		3.7496559749
4p	2P*		3.7496598851
4d	2D		3.7496634322
4f	2F*		3.749664953
5s	2S		3.8396484023
5p	2P*		3.839650404
5d	2D		3.8396522201
5f	2F*		3.8396529987
5g	2G		3.8396534314
6s	2S		3.8885328174
6p	2P*		3.8885339757
6d	2D		3.8885350267
6f	2F*		3.8885354773
6g	2G		3.8885357276
6h	2H*		3.888535887
7s	2S		3.91800841
7p	2P*		3.9180091394
7d	2D		3.9180098011
7f	2F*		3.9180100849
7g	2G		3.9180102426
7h	2H*		3.9180103429
7i	2I		3.9180104124
8s	2S		3.9371391174
8p	2P*		3.937139606
8d	2D		3.9371400494
8f	2F*		3.9371402395
8g	2G		3.9371403451
8h	2H*		3.9371404123
8i	2I		3.9371404588
8k	2K*		3.937140493
9s	2S		3.9502550202
9p	2P*		3.9502553634
9d	2D		3.9502556748
9f	2F*		3.9502558083
9g	2G		3.9502558825
9h	2H*		3.9502559297
9i	2I		3.9502559623
9k	2K*		3.9502559863
9l	2L		3.9502560046
10s	2S		3.9596367207
10p	2P*		3.9596369709
10d	2D		3.9596371978
10f	2F*		3.9596372952
10g	2G		3.9596373493
10h	2H*		3.9596373837
10i	2I		3.9596374075
10k	2K*		3.959637425
10l	2L		3.9596374383
10m	2M*		3.9596374489
