configuration	term	J	energy
3s2.3p4	3P	2	0.0
3s2.3p4	3P	1	0.04132
3s2.3p4	3P	0	0.05366
3s2.3p4	1D	2	0.2199
3s2.3p4	1S	0	0.49938
3s.3p5	3P*	2	1.78851
3s.3p5	3P*	1	1.82307
3s.3p5	3P*	0	1.8426
3s.3p5	1P*	1	2.28923
3s2.3p3.(2D*).3d	1D*	2	2.964
3s2.3p3.(2D*).3d	1F*	3	3.29791
3s2.3p3.(2D*).3d	3S*	1	3.41939
3s2.3p3.(2P*).3d	3P*	2	3.44107
3s2.3p3.(2P*).3d	3P*	1	3.45254
3s2.3p3.(2P*).3d	3P*	0	3.47929
3s2.3p3.(2D*).3d	1P*	1	3.48007
3s2.3p3.(2P*).3d	3D*	3	3.58736
3s2.3p3.(2P*).3d	3D*	2	3.61383
3s2.3p3.(2P*).3d	3D*	1	3.63165
3s2.3p3.(2P*).3d	1D*	2	3.71526
3s2.3p3.(2P*).3d	1F*	3	3.83208
3s2.3p3.(2P*).3d	1P*	1	4.10734
3s2.3p3.(4S*).4s	3S*	1	5.14152
3s2.3p3.(2D*).4s	3D*	1	5.34086
3s2.3p3.(2D*).4s	3D*	2	5.34283
3s2.3p3.(2D*).4s	3D*	3	5.34912
3s2.3p3.(2D*).4s	1D*	2	5.40307
3s2.3p3.(2P*).4s	3P*	0	5.53629
3s2.3p3.(2P*).4s	3P*	1	5.54034
3s2.3p3.(2P*).4s	3P*	2	5.55067
3s2.3p3.(2P*).4s	1P*	1	5.60242
3s2.3p3.(4S*).4d	3D*	1	6.61832
3s2.3p3.(4S*).4d	3D*	2	6.61856
3s2.3p3.(4S*).4d	3D*	3	6.61966
3s2.3p3.(2D*).4d	3P*	2	6.8605
3s2.3p3.(2D*).4d	3D*	3	6.86542
3s2.3p3.(2D*).4d	3D*	2	6.87634
3s2.3p3.(2D*).4d	3P*	1	6.88674
3s2.3p3.(2D*).4d	3S*	1	6.8939
3s2.3p3.(2D*).4d	1D*	2	6.90726
3s2.3p3.(2D*).4d	1F*	3	6.93022
3s2.3p3.(2P*).4d	3D*	2	7.06611
3s2.3p3.(2P*).4d	3D*	1	7.07254
3s2.3p3.(2P*).4d	3D*	3	7.10514
3s2.3p3.(2P*).4d	1D*	2	7.11566
3s2.3p3.(2P*).4d	1F*	3	7.1185
3s2.3p3.(2P*).4d	1P*	1	7.15997
