configuration	term	J	energy
3d6	5D	4	0.0
3d6	5D	3	0.0081062
3d6	5D	2	0.0135761
3d6	5D	1	0.017053
3d6	5D	0	0.01875
3d6	3P2	2	0.238321
3d6	3H	6	0.247059
3d6	3H	5	0.251316
3d6	3H	4	0.253872
3d6	3P2	1	0.261511
3d6	3F2	4	0.2653972
3d6	3F2	3	0.2694716
3d6	3P2	0	0.270103
3d6	3F2	2	0.272459
3d6	3G	5	0.3030564
3d6	3G	4	0.3103966
3d6	3G	3	0.313624
3d6	1I	6	0.375923
3d6	3D	2	0.379337
3d6	3D	1	0.38001
3d6	3D	3	0.38201
3d6	1G2	4	0.3846336
3d6	1S2	0	0.434675
3d6	1D2	2	0.442942
3d6	1F	3	0.527847
3d6	3P1	0	0.608166
3d6	3P1	1	0.615549
3d6	3F1	2	0.625426
3d6	3F1	4	0.626217
3d6	3F1	3	0.627457
3d6	3P1	2	0.630202
3d6	1G1	4	0.70988
3d6	1D1	2	0.951565
3d5.(6S).4s	7S	3	1.499248
3d5.(6S).4s	5S	2	1.6222342
3d5.(4G).4s	5G	6	1.8958569
3d5.(4G).4s	5G	5	1.8966269
3d5.(4G).4s	5G	2	1.896819
3d5.(4G).4s	5G	4	1.8969261
3d5.(4G).4s	5G	3	1.896938
3d5.(4P).4s	5P	3	1.9327551
3d5.(4P).4s	5P	2	1.9341945
3d5.(4P).4s	5P	1	1.9360331
3d5.(4D).4s	5D	4	1.9700695
3d5.(4D).4s	5D	0	1.971123
3d5.(4D).4s	5D	1	1.9722995
3d5.(4D).4s	5D	2	1.9737196
3d5.(4D).4s	5D	3	1.9737697
3d5.(4G).4s	3G	5	1.977903
3d5.(4G).4s	3G	3	1.9783726
3d5.(4G).4s	3G	4	1.9786383
3d5.(4P).4s	3P	2	2.0146964
3d5.(4P).4s	3P	1	2.0178082
3d5.(4D).4s	3D	3	2.0521915
3d5.(4D).4s	3D	1	2.0553243
3d5.(4D).4s	3D	2	2.0559784
3d5.(2I).4s	3I	6	2.090535
3d5.(2I).4s	3I	5	2.0905729
3d5.(2I).4s	3I	7	2.0908221
3d5.(2D3).4s	3D	3	2.1191165
3d5.(2D3).4s	3D	2	2.1201178
3d5.(2D3).4s	3D	1	2.1224417
3d5.(2I).4s	1I	6	2.1309081
3d5.(4F).4s	5F	5	2.1331221
3d5.(4F).4s	5F	4	2.1335125
3d5.(4F).4s	5F	3	2.1348733
3d5.(4F).4s	5F	2	2.1361246
3d5.(4F).4s	5F	1	2.1425373
3d5.(2F1).4s	3F	4	2.1453193
3d5.(2F1).4s	3F	2	2.1481887
3d5.(2F1).4s	3F	3	2.1547282
3d5.(2D3).4s	1D	2	2.1789109
3d5.(2F1).4s	1F	3	2.1888128
3d5.(2H).4s	3H	4	2.195791
3d5.(2H).4s	3H	5	2.196908
3d5.(2H).4s	3H	6	2.2032022
3d5.(2G2).4s	3G	3	2.2079156
3d5.(2G2).4s	3G	4	2.2098662
3d5.(6S).4p	7P*	2	2.212878
3d5.(2G2).4s	3G	5	2.2131304
3d5.(4F).4s	3F	2	2.2168112
3d5.(4F).4s	3F	4	2.2174049
3d5.(4F).4s	3F	3	2.217757
3d5.(6S).4p	7P*	3	2.219893
3d5.(6S).4p	7P*	4	2.2316695
3d5.(2H).4s	1H	5	2.2439218
3d5.(2G2).4s	1G	4	2.251285
3d5.(2F2).4s	3F	3	2.2517946
3d5.(2F2).4s	3F	2	2.2523429
3d5.(2F2).4s	3F	4	2.2534033
3d5.(2F2).4s	1F	3	2.2932604
3d5.(6S).4p	5P*	3	2.3133676
3d5.(2S).4s	3S	1	2.313764
3d5.(6S).4p	5P*	2	2.3191351
3d5.(6S).4p	5P*	1	2.3226805
3d5.(2D2).4s	3D	1	2.4030231
3d5.(2D2).4s	3D	2	2.4033453
3d5.(2D2).4s	3D	3	2.4039776
3d5.(2D2).4s	1D	2	2.444705
3d5.(2G1).4s	3G	5	2.5032232
3d5.(2G1).4s	3G	4	2.50362
3d5.(2G1).4s	3G	3	2.5039372
3d5.(2G1).4s	1G	4	2.5442669
3d5.(4G).4p	5G*	2	2.589961
3d5.(4G).4p	5G*	3	2.590284
3d5.(4G).4p	5G*	4	2.5907989
3d5.(4G).4p	5G*	5	2.5916612
3d5.(4G).4p	5G*	6	2.59328
3d5.(4G).4p	5H*	3	2.6089059
3d5.(4G).4p	5H*	4	2.612663
3d5.(4G).4p	5H*	5	2.6164975
3d5.(4G).4p	5H*	6	2.6212139
3d5.(4P).4p	5D*	1	2.6222217
3d5.(4P).4p	5D*	2	2.622455
3d5.(4G).4p	5F*	5	2.623605
3d5.(4G).4p	5F*	3	2.6240773
3d5.(4G).4p	5H*	7	2.62464
3d5.(4G).4p	5F*	4	2.6259136
3d5.(4P).4p	5S*	2	2.6324457
3d5.(4G).4p	5F*	1	2.6350472
3d5.(4G).4p	5F*	2	2.6358088
3d5.(4P).4p	5D*	3	2.6362777
3d5.(4P).4p	5D*	4	2.6450547
3d5.(4P).4p	5P*	3	2.6495778
3d5.(4G).4p	3F*	2	2.6526789
3d5.(4G).4p	3F*	3	2.6547826
3d5.(4P).4p	5P*	2	2.6553421
3d5.(4P).4p	5P*	1	2.656723
3d5.(4G).4p	3F*	4	2.6568484
3d5.(4G).4p	3H*	6	2.6599074
3d5.(4G).4p	3H*	5	2.6641261
3d5.(4G).4p	3H*	4	2.666654
3d5.(4P).4p	3P*	2	2.669852
3d5.(4P).4p	3P*	1	2.673843
3d5.(4D).4p	5F*	1	2.677613
3d5.(4P).4p	3P*	0	2.677911
3d5.(4D).4p	5F*	2	2.679911
3d5.(4D).4p	5F*	3	2.683167
3d5.(4D).4p	5F*	4	2.6876875
3d5.(4D).4p	5F*	5	2.6922896
3d5.(4D).4p	5D*	3	2.702584
3d5.(4G).4p	3G*	3	2.705071
3d5.(4G).4p	3G*	4	2.705522
3d5.(4D).4p	5D*	4	2.7057317
3d5.(4G).4p	3G*	5	2.7058479
3d5.(4D).4p	5D*	2	2.7065915
3d5.(4D).4p	5D*	1	2.7102723
3d5.(4P).4p	3D*	3	2.7102785
3d5.(4P).4p	3D*	2	2.7141442
3d5.(4D).4p	5P*	1	2.7154178
3d5.(4D).4p	5D*	0	2.7161224
3d5.(4P).4p	3D*	1	2.721045
3d5.(4D).4p	3D*	3	2.7244391
3d5.(4D).4p	5P*	2	2.7251073
3d5.(4D).4p	5P*	3	2.7356313
3d5.(4D).4p	3D*	2	2.7358494
3d5.(4D).4p	3D*	1	2.738939
3d5.(4D).4p	3F*	4	2.7421715
3d5.(4D).4p	3F*	3	2.747194
3d5.(4D).4p	3F*	2	2.7479512
3d5.(4P).4p	3S*	1	2.7634125
3d5.(4D).4p	3P*	0	2.782891
3d5.(2I).4p	3K*	6	2.784751
3d5.(4D).4p	3P*	1	2.78701
3d5.(2I).4p	3K*	7	2.7884476
3d5.(2I).4p	3I*	5	2.7889239
3d5.(4D).4p	3P*	2	2.7919273
3d5.(2D1).4s	3D	3	2.7972523
3d5.(2D1).4s	3D	2	2.797829
3d5.(2D1).4s	3D	1	2.798553
3d5.(2I).4p	3I*	6	2.801234
3d5.(2D3).4p	3F*	2	2.8042483
3d5.(2I).4p	3K*	8	2.807966
3d5.(2I).4p	3I*	7	2.809594
3d5.(2D3).4p	3F*	3	2.812098
3d5.(2I).4p	1H*	5	2.8140351
3d5.(2D3).4p	1D*	2	2.815281
3d5.(2I).4p	3H*	6	2.8182206
3d5.(2I).4p	1K*	7	2.8226008
3d5.(2I).4p	3H*	5	2.8241973
3d5.(2I).4p	3H*	4	2.8244947
3d5.(2D3).4p	3F*	4	2.8268576
3d5.(2D1).4s	1D	2	2.8383392
3d5.(2D3).4p	3P*	2	2.842844
3d5.(2F1).4p	1G*	4	2.8432266
3d5.(2D3).4p	3P*	1	2.845802
3d5.(2F1).4p	3G*	3	2.8473776
3d5.(4F).4p	5G*	2	2.850247
3d5.(4F).4p	5G*	3	2.8512574
3d5.(2F1).4p	3D*	3	2.8518418
3d5.(4F).4p	5G*	4	2.8548253
3d5.(4F).4p	5G*	5	2.8565068
3d5.(2D3).4p	3P*	0	2.857529
3d5.(2D3).4p	3D*	1	2.8584517
3d5.(2D3).4p	3D*	2	2.858531
3d5.(2D3).4p	3D*	3	2.860651
3d5.(2F1).4p	3F*	4	2.8632742
3d5.(2I).4p	1I*	6	2.864955
3d5.(4F).4p	5F*	3	2.866498
3d5.(4F).4p	5F*	4	2.8668385
3d5.(2F1).4p	3G*	5	2.867778
3d5.(4F).4p	5G*	6	2.8682761
3d5.(4F).4p	5F*	2	2.8689772
3d5.(4F).4p	5F*	1	2.871877
3d5.(4F).4p	5F*	5	2.8720311
3d5.(2F1).4p	3D*	1	2.873239
3d5.(2D3).4p	1F*	3	2.873456
3d5.(2F1).4p	3D*	2	2.873817
3d5.(2G2).4p	3H*	4	2.8738695
3d5.(2H).4p	3H*	5	2.8795138
3d5.(2F1).4p	3G*	4	2.8802373
3d5.(2F1).4p	3F*	2	2.8811072
3d5.(2F1).4p	3F*	3	2.882162
3d5.(2H).4p	3G*	5	2.886219
3d5.(4F).4p	5D*	4	2.8863778
3d5.(2H).4p	3G*	4	2.8877029
3d5.(4F).4p	5D*	3	2.8908321
3d5.(2H).4p	3H*	6	2.891706
3d5.(2H).4p	3G*	3	2.892139
3d5.(4F).4p	5D*	0	2.892919
3d5.(4F).4p	5D*	1	2.893072
3d5.(4F).4p	5D*	2	2.8934288
3d5.(2D3).4p	1P*	1	2.907609
3d5.(2H).4p	3I*	5	2.907652
3d5.(2G2).4p	1G*	4	2.908211
3d5.(4F).4p	3G*	3	2.912592
3d5.(4F).4p	3G*	5	2.9128926
3d5.(2H).4p	3I*	6	2.9147894
3d5.(4F).4p	3G*	4	2.915142
3d5.(2F1).4p	1D*	2	2.9153871
3d5.(2G2).4p	3F*	3	2.920744
3d5.(2H).4p	3I*	7	2.923192
3d5.(2G2).4p	3F*	2	2.9253329
3d5.(2G2).4p	3F*	4	2.9256858
3d5.(2F1).4p	1F*	3	2.9259189
3d5.(2H).4p	1I*	6	2.9372423
3d5.(4F).4p	3D*	2	2.938266
3d5.(4F).4p	3D*	3	2.939917
3d5.(4F).4p	3F*	4	2.9417685
3d5.(4F).4p	3D*	1	2.943256
3d5.(4F).4p	3F*	3	2.9481658
3d5.(4F).4p	3F*	2	2.95118
3d5.(2G2).4p	3H*	5	2.9516811
3d5.(2H).4p	3H*	4	2.9518387
3d5.(2G2).4p	3G*	5	2.9614449
3d5.(2G2).4p	3H*	6	2.9629758
3d5.(2G2).4p	3G*	3	2.963556
3d5.(2G2).4p	3G*	4	2.963662
3d5.(2F2).4p	1G*	4	2.9667129
3d5.(2F2).4p	3F*	2	2.970576
3d5.(2F2).4p	3F*	3	2.9710065
3d5.(2G2).4p	1H*	5	2.9738144
3d5.(2G2).4p	1F*	3	2.9774719
3d5.(2F2).4p	3F*	4	2.9787202
3d5.(2F2).4p	1D*	2	2.98096
3d5.(2H).4p	1H*	5	2.9831021
3d5.(2F2).4p	3D*	1	3.002288
3d5.(2F2).4p	3G*	3	3.00367
3d5.(2S).4p	3P*	0	3.003709
3d5.(2F2).4p	3D*	2	3.005153
3d5.(2F2).4p	3D*	3	3.006023
3d5.(2F2).4p	3G*	4	3.0098987
3d5.(2S).4p	3P*	1	3.010568
3d5.(2F2).4p	3G*	5	3.0137309
3d5.(2S).4p	3P*	2	3.022476
3d5.(2H).4p	1G*	4	3.034488
3d5.(2S).4p	1P*	1	3.047983
3d5.(2F2).4p	1F*	3	3.0502694
