configuration	term	J	energy
3s2.3p2	3P	0	0.0
3s2.3p2	3P	1	0.004483
3s2.3p2	3P	2	0.012228
3s2.3p2	1D	2	0.12546
3s2.3p2	1S	0	0.296597
3s.3p3	5S*	2	0.59232
3s.3p3	3D*	1	0.93635
3s.3p3	3D*	2	0.93666
3s.3p3	3D*	3	0.93741
3s.3p3	3P*	2	1.09585
3s.3p3	3P*	1	1.09602
3s.3p3	3P*	0	1.09625
3s.3p3	1D*	2	1.17863
3s.3p3	3S*	1	1.50105
3s.3p3	1P*	1	1.51946
3s2.3p(2P*)3d	3P*	2	1.65525
3s2.3p(2P*)3d	3P*	1	1.65917
3s2.3p(2P*)3d	3P*	0	1.66124
3s2.3p(2P*)3d	3D*	1	1.70414
3s2.3p(2P*)3d	3D*	2	1.70565
3s2.3p(2P*)3d	3D*	3	1.70722
3s2.3p(2P*)4s	3P*	0	1.959461
3s2.3p(2P*)4s	3P*	1	1.962772
3s2.3p(2P*)4s	3P*	2	1.972602
3s2.3p(2P*)4s	1P*	1	1.99981
3s2.3p(2P*)4p	3D	1	2.256073
3s2.3p(2P*)4p	3D	2	2.260181
3s2.3p(2P*)4p	3D	3	2.268701
3s2.3p(2P*)4p	3P	0	2.291576
3s2.3p(2P*)4p	3P	1	2.293894
3s2.3p(2P*)4p	3P	2	2.300008
3s.3p2(4P)4s	5P	1	2.66227
3s.3p2(4P)4s	5P	2	2.66691
3s.3p2(4P)4s	5P	3	2.67366
3s2.3p(2P*)5s	3P*	0	2.84996
3s2.3p(2P*)5s	3P*	1	2.85218
3s2.3p(2P*)5s	3P*	2	2.86343
3s2.3p(2P*)5s	1P*	1	2.87159
3s2.3p(2P*)5p	3P	2	3.29952
3s2.3p(2P*)5p	3D	2	3.35911
