configuration	term	J	energy
1s2.2s2	1S	0	0.0
1s2.2s.2p	3P*	0	1.81507
1s2.2s.2p	3P*	1	1.85419
1s2.2s.2p	3P*	2	1.94266
1s2.2s.2p	1P*	1	3.55014
1s2.2p2	3P	0	4.76809
1s2.2p2	3P	1	4.81874
1s2.2p2	3P	2	4.89219
1s2.2p2	1D	2	5.37145
1s2.2p2	1S	0	6.57775
1s2.2s.3s	3S	1	27.443
1s2.2s.3p	1P*	1	28.263
1s2.2s.3p	3P*	1	28.309
1s2.2s.3d	3D	1	28.771
1s2.2s.3d	3D	2	28.773
1s2.2s.3d	3D	3	28.783
1s2.2s.3d	1D	2	29.099
1s2.2p.3p	1P	1	30.249
1s2.2p.3p	3D	3	30.47
1s2.2p.3p	3S	1	30.583
1s2.2p.3p	3P	1	30.67
1s2.2p.3p	3P	2	30.732
1s2.2p.3p	1D	2	30.948
1s2.2p.3d	3D*	2	31.084
1s2.2p.3d	3D*	3	31.117
1s2.2p.3d	3P*	2	31.205
1s2.2p.3p	1S	0	31.332
1s2.2p.3d	1P*	1	31.503
1s2.2s.4s	3S	1	36.678
1s2.2s.4p	1P*	1	37.058
1s2.2s.4d	3D	2	37.23
1s2.2s.4d	3D	3	37.23
1s2.2s.4d	1D	2	37.32
1s2.2p.4p	3D	3	39.26
1s2.2p.4d	3D*	2	39.41
1s2.2p.4d	3D*	3	39.47
1s2.2p.4d	1F*	3	39.49
1s2.2s.5d	3D	3	41.157
