ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"136.978"	"0.012"	"0"	"2.35e+09"	"6.61e-03"		"1.1774"	"7.8301"	"3s.3p"	"3P*"	"1"	"3p.4p"	"3S"	"1"		"T7942"	"L3851"	
"137.117"	"0.012"	"1"	"2.00e+09"	"9.40e-03"		"1.1774"	"7.8234"	"3s.3p"	"3P*"	"1"	"3p.4p"	"3P"	"2"		"T7942"	"L3851"	
"137.247"	"0.012"	"2"	"4.38e+09"	"3.71e-02"		"1.1673"	"7.8069"	"3s.3p"	"3P*"	"0"	"3p.4p"	"3P"	"1"		"T7942"	"L3851"	
"137.425"	"0.012"	"3"	"1.29e+10"	"2.19e-02"		"1.1991"	"7.8301"	"3s.3p"	"3P*"	"2"	"3p.4p"	"3S"	"1"		"T7942"	"L3851"	
"137.457"	"0.012"	"1"	"6.42e+09"	"1.82e-02"		"1.1774"	"7.8069"	"3s.3p"	"3P*"	"1"	"3p.4p"	"3P"	"1"		"T7942"	"L3851"	
"137.564"	"0.012"	"4"	"9.90e+09"	"2.81e-02"		"1.1991"	"7.8234"	"3s.3p"	"3P*"	"2"	"3p.4p"	"3P"	"2"		"T7942"	"L3851"	
"137.601"	"0.012"	"2"	"1.22e+10"	"1.15e-02"		"1.1774"	"7.8000"	"3s.3p"	"3P*"	"1"	"3p.4p"	"3P"	"0"		"T7942"	"L3851"	
"137.907"	"0.012"	"0"	"1.42e+09"	"2.43e-03"		"1.1991"	"7.8069"	"3s.3p"	"3P*"	"2"	"3p.4p"	"3P"	"1"		"T7942"	"L3851"	
"138.842"	"0.012"	"1"	"2.63e+09"	"7.60e-03"		"1.1774"	"7.7408"	"3s.3p"	"3P*"	"1"	"3p.4p"	"3D"	"1"		"T7942"	"L3851"	
"139.101"	"0.012"	"1"	"1.63e+09"	"4.73e-03"		"1.1991"	"7.7502"	"3s.3p"	"3P*"	"2"	"3p.4p"	"3D"	"2"		"T7942"	"L3851"	
"143.805"	"0.013"	"6"	"2.31e+10"	"2.15e-01"		"0.00000"	"6.3368"	"3s2"	"1S"	"0"	"3s.4p"	"1P*"	"1"		"T7942"	"L3851"	
"155.703"	"0.016"	"4"	"1.41e+10"	"1.54e-01"		"1.1673"	"7.0199"	"3s.3p"	"3P*"	"0"	"3s.4d"	"3D"	"1"		"T7942"	"L3851"	
"155.952"	"0.016"	"5"	"1.91e+10"	"1.16e-01"		"1.1774"	"7.0207"	"3s.3p"	"3P*"	"1"	"3s.4d"	"3D"	"2"		"T7942"	"L3851"	
