configuration	term	J	energy
3d3	4F	3/2	0.0
3d3	4F	5/2	0.002163
3d3	4F	7/2	0.00507
3d3	4F	9/2	0.008616
3d3	4P	1/2	0.128123
3d3	4P	3/2	0.129195
3d3	4P	5/2	0.13188
3d3	2G	7/2	0.137178
3d3	2G	9/2	0.140357
3d3	2P	3/2	0.177145
3d3	2P	1/2	0.177887
3d3	2D2	3/2	0.188186
3d3	2D2	5/2	0.188318
3d3	2H	9/2	0.191976
3d3	2H	11/2	0.194292
3d3	2F	7/2	0.313151
3d3	2F	5/2	0.314906
3d3	2D1	5/2	0.482756
3d3	2D1	3/2	0.484282
3d2.(3F).4s	4F	3/2	0.947686
3d2.(3F).4s	4F	5/2	0.950074
3d2.(3F).4s	4F	7/2	0.953461
3d2.(3F).4s	4F	9/2	0.957794
3d2.(3F).4s	2F	5/2	1.001861
3d2.(3F).4s	2F	7/2	1.008698
3d2.(1D).4s	2D	5/2	1.080503
3d2.(1D).4s	2D	3/2	1.081927
3d2.(3P).4s	4P	1/2	1.084541
3d2.(3P).4s	4P	3/2	1.086704
3d2.(3P).4s	4P	5/2	1.090525
3d2.(3P).4s	2P	1/2	1.133712
3d2.(3P).4s	2P	3/2	1.136663
3d2.(1G).4s	2G	9/2	1.159093
3d2.(1G).4s	2G	7/2	1.159207
3d2.(1S).4s	2S	1/2	1.415693
3d2.(3F).4p	4G*	5/2	1.433983
3d2.(3F).4p	4G*	7/2	1.439194
3d2.(3F).4p	4F*	3/2	1.444611
3d2.(3F).4p	4G*	9/2	1.445538
3d2.(3F).4p	4F*	5/2	1.447937
3d2.(3F).4p	4F*	7/2	1.452122
3d2.(3F).4p	4G*	11/2	1.453008
3d2.(3F).4p	4F*	9/2	1.456784
3d2.(3F).4p	2F*	5/2	1.46081
3d2.(3F).4p	2F*	7/2	1.466569
3d2.(3F).4p	2D*	3/2	1.467017
3d2.(3F).4p	4D*	1/2	1.470373
3d2.(3F).4p	4D*	5/2	1.471653
3d2.(3F).4p	4D*	3/2	1.474032
3d2.(3F).4p	4D*	7/2	1.476844
3d2.(3F).4p	2D*	5/2	1.478999
3d2.(3F).4p	2G*	7/2	1.502768
3d2.(3F).4p	2G*	9/2	1.507509
3d2.(3P).4p	2S*	1/2	1.529985
3d2.(3P).4p	4S*	3/2	1.559008
3d2.(1D).4p	2P*	3/2	1.569056
3d2.(1D).4p	2F*	5/2	1.573179
3d2.(1D).4p	2P*	1/2	1.574881
3d2.(1D).4p	2F*	7/2	1.579827
3d2.(3P).4p	4D*	1/2	1.580428
3d2.(3P).4p	4D*	3/2	1.582498
3d2.(3P).4p	4D*	5/2	1.586481
3d2.(1D).4p	2D*	3/2	1.590523
3d2.(3P).4p	4D*	7/2	1.593316
3d2.(1D).4p	2D*	5/2	1.594431
3d2.(3P).4p	4P*	1/2	1.610126
3d2.(3P).4p	4P*	3/2	1.612184
3d2.(3P).4p	4P*	5/2	1.616647
3d2.(1G).4p	2G*	7/2	1.621294
3d2.(1G).4p	2G*	9/2	1.622329
3d2.(3P).4p	2D*	5/2	1.651609
3d2.(3P).4p	2D*	3/2	1.651926
3d2.(1G).4p	2H*	9/2	1.664695
3d2.(1G).4p	2H*	11/2	1.671667
3d2.(3P).4p	2P*	1/2	1.674183
3d2.(3P).4p	2P*	3/2	1.675598
3d2.(1G).4p	2F*	7/2	1.703894
3d2.(1G).4p	2F*	5/2	1.708799
3d2.(1S).4p	2P*	1/2	1.918757
3d2.(1S).4p	2P*	3/2	1.928021
3d2.(3F).4d	4G	5/2	2.119298
3d2.(3F).4d	4G	7/2	2.12231
3d2.(3F).4d	2F	5/2	2.124321
3d2.(3F).4d	4G	9/2	2.125409
3d2.(3F).4d	4H	7/2	2.126522
3d2.(3F).4d	4D	1/2	2.128888
3d2.(3F).4d	2F	7/2	2.129062
3d2.(3F).4d	4G	11/2	2.129148
3d2.(3F).4d	4H	9/2	2.129709
3d2.(3F).4d	4D	3/2	2.130532
3d2.(3F).4d	4D	5/2	2.133141
3d2.(3F).4d	4H	11/2	2.133277
3d2.(3F).4d	4H	13/2	2.136929
3d2.(3F).4d	4D	7/2	2.13694
3d2.(3F).4d	2P	1/2	2.148248
3d2.(3F).4d	2P	3/2	2.155068
3d2.(3F).4d	4P	1/2	2.166977
3d2.(3F).4d	2G	7/2	2.168811
3d2.(3F).4d	4P	3/2	2.16973
3d2.(3F).4d	4P	5/2	2.17289
3d2.(3F).4d	2G	9/2	2.173931
3d2.(3F).4d	2D	3/2	2.182862
3d2.(3F).4d	2D	5/2	2.182862
3d2.(3F).4d	2H	9/2	2.183239
3d2.(3F).4d	2H	11/2	2.18949
3d2.(3F).4d	4F	3/2	2.195861
3d2.(3F).4d	4F	5/2	2.197817
3d2.(3F).4d	4F	7/2	2.200462
3d2.(3F).4d	4F	9/2	2.20374
3d2.(3P).4d	2P	3/2	2.251733
3d2.(1D).4d	2F	5/2	2.25301
3d2.(1D).4d	2F	7/2	2.255812
3d2.(3P).4d	2P	1/2	2.257801
3d2.(1D).4d	2G	9/2	2.277553
3d2.(1D).4d	2G	7/2	2.278238
3d2.(3P).4d	4F	5/2	2.283045
3d2.(3P).4d	4F	7/2	2.285027
3d2.(3P).4d	4D	3/2	2.287438
3d2.(3P).4d	4F	9/2	2.288129
3d2.(3P).4d	4D	1/2	2.288151
3d2.(3P).4d	4D	5/2	2.288536
3d2.(3P).4d	4D	7/2	2.290403
3d2.(3F).5s	4F	3/2	2.292419
3d2.(3F).5s	4F	5/2	2.294634
3d2.(3F).5s	4F	7/2	2.298109
3d2.(3P).4d	2F	5/2	2.300629
3d2.(3P).4d	2F	7/2	2.301248
3d2.(3F).5s	4F	9/2	2.302722
3d2.(3F).5s	2F	5/2	2.309844
3d2.(3F).5s	2F	7/2	2.316551
3d2.(3P).4d	4P	5/2	2.31949
3d2.(3P).4d	2D	3/2	2.329766
3d2.(1D).4d	2P	1/2	2.331054
3d2.(3P).4d	2D	5/2	2.331357
3d2.(1D).4d	2P	3/2	2.335634
3d2.(1G).4d	2I	11/2	2.340619
3d2.(1G).4d	2I	13/2	2.340912
3d2.(1G).4d	2G	7/2	2.34732
3d2.(1G).4d	2G	9/2	2.348466
3d2.(1G).4d	2H	9/2	2.367065
3d2.(1G).4d	2H	11/2	2.367468
3d2.(1G).4d	2F	7/2	2.404614
3d2.(1G).4d	2F	5/2	2.405481
