configuration	term	J	energy
2s2.2p2	3P	0	0.0
2s2.2p2	3P	1	0.0063298
2s2.2p2	3P	2	0.0169129
2s2.2p2	1D	2	0.32348
2s2.2p2	1S	0	0.67811
2s.2p3	5S*	2	0.9387
2s.2p3	3D*	3	1.86019
2s.2p3	3D*	2	1.86102
2s.2p3	3D*	1	1.86136
2s.2p3	3P*	2	2.19926
2s.2p3	3P*	1	2.19926
2s.2p3	3P*	0	2.19926
2s.2p3	1D*	2	2.84602
2s.2p3	3S*	1	2.92142
2s.2p3	1P*	1	3.19234
2p4	3P	2	4.34927
2p4	3P	1	4.3613
2p4	3P	0	4.3664
2p4	1D	2	4.61205
2p4	1S	0	5.27781
2s2.2p.3s	3P*	1	7.3568
2s2.2p.3s	3P*	2	7.3703
2s2.2p.3s	1P*	1	7.4518
2s2.2p.3p	3P	1	7.9515
2s2.2p.3p	3P	2	7.958
2s2.2p.3p	1D	2	7.9968
2s2.2p.3d	3F*	2	8.3789
2s2.2p.3d	1D*	2	8.3914
2s.2p2.(4P).3s	5P	1	8.407
2s.2p2.(4P).3s	5P	2	8.4135
2s.2p2.(4P).3s	5P	3	8.422
2s2.2p.3d	3D*	1	8.4727
2s2.2p.3d	3D*	2	8.4748
2s2.2p.3d	3D*	3	8.4794
2s2.2p.3d	3P*	2	8.5105
2s2.2p.3d	3P*	1	8.5154
2s2.2p.3d	3P*	0	8.518
2s2.2p.3d	1F*	3	8.6156
2s2.2p.3d	1P*	1	8.6254
2s.2p2.(4P).3s	3P	0	8.655
2s.2p2.(4P).3s	3P	1	8.6604
2s.2p2.(4P).3s	3P	2	8.6697
2s.2p2.(4P).3p	3S*	1	8.8469
2s.2p2.(4P).3p	3D*	2	9.0763
2s.2p2.(4P).3p	3D*	3	9.083
2s.2p2.(4P).3p	3P*	1	9.1589
2s.2p2.(4P).3p	3P*	2	9.1647
2s.2p2.(2D).3s	3D	1	9.2609
2s.2p2.(2D).3s	3D	2	9.2609
2s.2p2.(2D).3s	3D	3	9.2609
2s.2p2.(2D).3s	1D	2	9.4167
2s.2p2.(2D).3p	3D*	1	9.4792
2s.2p2.(2D).3p	3D*	2	9.4792
2s.2p2.(2D).3p	3D*	3	9.4792
2s.2p2.(4P).3d	5D	2,3	9.4888
2s.2p2.(4P).3d	5P	3	9.5255
2s.2p2.(4P).3d	5P	2	9.5293
2s.2p2.(4P).3d	5P	1	9.5323
2s.2p2.(4P).3d	3P	2	9.5447
2s.2p2.(4P).3d	3P	1	9.551
2s.2p2.(4P).3d	3F	2	9.6037
2s.2p2.(4P).3d	3F	3	9.6093
2s.2p2.(4P).3d	3F	4	9.6162
2s.2p2.(4P).3d	3D	1	9.7301
2s.2p2.(4P).3d	3D	2	9.7321
2s.2p2.(4P).3d	3D	3	9.7347
2s.2p2.(2D).3p	1F*	3	9.7691
2s.2p2.(2D).3p	1D*	2	9.8225
2s2.2p.4s	3P*	2	9.9397
2s.2p2.(2D).3d	3F	2	10.2547
2s.2p2.(2D).3d	3F	3	10.2547
2s.2p2.(2D).3d	3F	4	10.2547
2s2.2p.4d	3F*	2	10.2854
2s.2p2.(2D).3d	3P	0	10.3031
2s.2p2.(2D).3d	3P	1	10.3031
2s.2p2.(2D).3d	3P	2	10.3031
2s2.2p.4d	1D*	2	10.308
2s2.2p.4d	3D*	1	10.3291
2s2.2p.4d	3D*	2	10.3326
2s.2p2.(2D).3d	3D	3	10.3346
2s.2p2.(2D).3d	3D	2	10.3346
2s.2p2.(2D).3d	3D	1	10.3346
2s2.2p.4d	3D*	3	10.3406
2s2.2p.4d	3P*	2	10.3555
2s2.2p.4d	1F*	3	10.3963
2s.2p2.(2D).3d	3S	1	10.4274
2s.2p2.(2D).3d	1D	2	10.4601
2s.2p2.(2D).3d	1P	1	10.4912
2s.2p2.(4P).4s	5P	3	10.9807
2s.2p2.(4P).4s	3P	2	11.0645
2s2.2p.5d	3D*	3	11.1923
2s2.2p.5d	1F*	3	11.2187
2s.2p2.(4P).4d	5P	3	11.3877
2s.2p2.(4P).4d	5P	2	11.3961
2s.2p2.(4P).4d	3F	2	11.4215
2s.2p2.(4P).4d	3F	3	11.4268
2s.2p2.(4P).4d	3F	4	11.4341
2s.2p2.(4P).4d	3D	1	11.4693
2s.2p2.(4P).4d	3D	2	11.4693
2s.2p2.(4P).4d	3D	3	11.4693
2p3.(4S*).3p	3P	0	11.5328
2p3.(4S*).3p	3P	1	11.5328
2p3.(4S*).3p	3P	2	11.5328
2s2.2p.6d	1F*	3	11.6654
2s.2p2.(2D).4d	3F	2	12.1616
2s.2p2.(2D).4d	3F	3	12.1616
2s.2p2.(2D).4d	3F	4	12.1616
2s.2p2.(2D).4d	3P	0	12.1702
2s.2p2.(2D).4d	3P	1	12.1702
2s.2p2.(2D).4d	3P	2	12.1702
2s.2p2.(4P).5d	5P	3	12.2384
