configuration	term	J	energy
3s2.3p2	3P	0	0.0
3s2.3p2	3P	1	0.0103203
3s2.3p2	3P	2	0.026675
3s2.3p2	1D	2	0.172938
3s2.3p2	1S	0	0.395114
3s.3p3	5S	2	0.9156
3s.3p3	3D*	1	1.282529
3s.3p3	3D*	2	1.283022
3s.3p3	3D*	3	1.284847
3s.3p3	3P*	0	1.489204
3s.3p3	3P*	1	1.489329
3s.3p3	3P*	2	1.489357
3s.3p3	1D*	2	1.63001
3s.3p3	3S*	1	1.989454
3s.3p3	1P*	1	2.039781
3s2.3p.3d	3P*	2	2.29937
3s2.3p.3d	3P*	1	2.31009
3s2.3p.3d	3P*	0	2.31496
3s2.3p.3d	3D*	1	2.36992
3s2.3p.3d	3D*	2	2.37388
3s2.3p.3d	3D*	3	2.37646
3s2.3p.3d	1F*	3	2.60337
3s2.3p.3d	1P*	1	2.6766
3s2.3p.4s	3P*	0	3.5305
3s2.3p.4s	3P*	1	3.5368
3s2.3p.4s	3P*	2	3.5585
3s2.3p.4s	1P*	1	3.5942
