ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"86.115"	"0.007"	"10"	"1.17e+10"	"2.6e-02"	B	"0.0000000"	"10.5820"	"2s2.2p"	"2P*"	"1/2"	"2s2.6d"	"2D"	"3/2"		"T7192c91,LS"	"L9340"	
"86.211"	"0.007"	"13"	"1.40e+10"	"2.34e-02"	B	"0.0119085"	"10.5821"	"2s2.2p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"T7192c91,LS"	"L9340"	
"86.212"	"0.007"	""	"2.3e+09"	"2.6e-03"	C	"0.0119085"	"10.5820"	"2s2.2p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"3/2"		"T7192c91,LS"	""	
"89.06"	"0.05"	"22"	"3.97e+10"	"6.30e-02"	B	"0.923875"	"11.156"	"2s.2p2"	"4P"	"5/2"	"2s.2p.(3P*).5d"	"4D*"	"7/2"		"T7192c37,LS"	"L9340"	
"89.084"	"0.020"	"22"	"2.32e+10"	"4.14e-02"	C	"0.0119085"	"10.241"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2D"	"5/2"		"T7192c37,LS"	"L9340"	
"89.978"	"0.004"	"18"	"2.30e+10"	"5.6e-02"	B	"0.0000000"	"10.1276"	"2s2.2p"	"2P*"	"1/2"	"2s2.5d"	"2D"	"3/2"		"T7192c91,LS"	"L9340"	
"90.084"	"0.004"	"24*"	"4.6e+09"	"5.6e-03"	C	"0.0119085"	"10.1276"	"2s2.2p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"3/2"		"T7192c91,LS"	"L9340"	
"90.084"	"0.004"	"24*"	"2.8e+10"	"5.0e-02"	B	"0.0119085"	"10.1276"	"2s2.2p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"		"T7192c91,LS"	"L9340"	
"95.37"	"0.05"	"13"	"1.87e+10"	"3.40e-02"	C	"1.631060"	"11.186"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).5d"	"2F*"	"7/2"		"T7192c37,LS"	"L9340"	
"95.44"	"0.05"	"12"	"1.74e+10"	"3.57e-02"	C	"1.631332"	"11.179"	"2s.2p2"	"2D"	"3/2"	"2s.2p.(3P*).5d"	"2F*"	"5/2"		"T7192c37,LS"	"L9340"	
"95.44"	"0.05"	""	"1.25e+09"	"1.70e-03"	D	"1.631060"	"11.179"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).5d"	"2F*"	"5/2"		"T7192c37,LS"	""	
"96.85"	"0.07"	""	"7.3e+09"	"1.0e-02"	C	"0.913974"	"10.323"	"2s.2p2"	"4P"	"1/2"	"2s.2p.(3P*).4d"	"4P*"	"1/2"		"T7192c91,LS"	""	
"96.85"	"0.08"	""	"1.83e+10"	"5.14e-02"	C	"0.913974"	"10.323"	"2s.2p2"	"4P"	"1/2"	"2s.2p.(3P*).4d"	"4P*"	"3/2"		"T7192c37,LS"	""	
"96.89"	"0.05"	"20*"	"3.7e+10"	"2.6e-02"	B	"0.917984"	"10.323"	"2s.2p2"	"4P"	"3/2"	"2s.2p.(3P*).4d"	"4P*"	"1/2"		"T7192c91,LS"	"L9340"	
"96.89"	"0.05"	"20*"	"5.84e+09"	"8.22e-03"	C	"0.917984"	"10.323"	"2s.2p2"	"4P"	"3/2"	"2s.2p.(3P*).4d"	"4P*"	"3/2"		"T7192c37,LS"	"L9340"	
