Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3p6.3d9"	"2D"	"5/2"	""	"0.000000"	""	""	" 100                                       "	"L9171"
"3p6.3d9"	"2D"	"3/2"	""	"0.025143"	""	""	" 100                                       "	""
"3p6.3d8.(3F).4s"	"4F"	"9/2"	""	"1.173072"	""	""	" 100                                       "	""
"3p6.3d8.(3F).4s"	"4F"	"7/2"	""	"1.187983"	""	""	"  96             :     4  3d8.(3F).4s 2F   "	""
"3p6.3d8.(3F).4s"	"4F"	"5/2"	""	"1.201091"	""	""	"  98                                       "	""
"3p6.3d8.(3F).4s"	"4F"	"3/2"	""	"1.209956"	""	""	"  99                                       "	""
"3p6.3d8.(3F).4s"	"2F"	"7/2"	""	"1.238878"	""	""	"  96             :     4  3d8.(3F).4s 4F   "	""
"3p6.3d8.(3F).4s"	"2F"	"5/2"	""	"1.261917"	""	""	"  97             :     2  3d8.(1D).4s 2D   "	""
"3p6.3d8.(1D).4s"	"2D"	"5/2"	""	"1.350313"	""	""	"  51             :    48  3d8.(3P).4s 4P   "	""
"3p6.3d8.(1D).4s"	"2D"	"3/2"	""	"1.359527"	""	""	"  80             :    15  3d8.(3P).4s 4P   "	""
"3p6.3d8.(3P).4s"	"4P"	"3/2"	""	"1.378287"	""	""	"  85             :    15  3d8.(1D).4s 2D   "	""
"3p6.3d8.(3P).4s"	"4P"	"1/2"	""	"1.379589"	""	""	" 100                                       "	""
"3p6.3d8.(3P).4s"	"4P"	"5/2"	""	"1.381247"	""	""	"  52             :    47  3d8.(1D).4s 2D   "	""
"3p6.3d8.(3P).4s"	"2P"	"3/2"	""	"1.431371"	""	""	"  96             :     4  3d8.(1D).4s 2D   "	""
"3p6.3d8.(3P).4s"	"2P"	"1/2"	""	"1.439159"	""	""	" 100                                       "	""
"3p6.3d8.(1G).4s"	"2G"	"9/2"	""	"1.466101"	""	""	" 100                                       "	""
"3p6.3d8.(1G).4s"	"2G"	"7/2"	""	"1.466402"	""	""	" 100                                       "	""
"3p6.3d8.(1S).4s"	"2S"	"1/2"	""	"1.816784"	""	""	" 100                                       "	""
"3p6.3d8.(3F).4p"	"4D*"	"7/2"	""	"1.834554"	""	""	"  91             :     4  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(3F).4p"	"4D*"	"5/2"	""	"1.856111"	""	""	"  90             :     5  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(3F).4p"	"4G*"	"9/2"	""	"1.863058"	""	""	"  60             :    24  3d8.(3F).4p 2G*  "	""
"3p6.3d8.(3F).4p"	"4G*"	"11/2"	""	"1.870476"	""	""	" 100                                       "	""
"3p6.3d8.(3F).4p"	"4D*"	"3/2"	""	"1.872225"	""	""	"  91             :     6  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(3F).4p"	"4G*"	"7/2"	""	"1.877128"	""	""	"  78             :    12  3d8.(3F).4p 4F*  "	""
"3p6.3d8.(3F).4p"	"4D*"	"1/2"	""	"1.881885"	""	""	"  92             :     7  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(3F).4p"	"4G*"	"5/2"	""	"1.887920"	""	""	"  91             :     7  3d8.(3F).4p 4F*  "	""
"3p6.3d8.(3F).4p"	"4F*"	"9/2"	""	"1.893039"	""	""	"  81             :    15  3d8.(3F).4p 2G*  "	""
"3p6.3d8.(3F).4p"	"4F*"	"7/2"	""	"1.903831"	""	""	"  67             :    17  3d8.(3F).4p 2F*  "	""
"3p6.3d8.(3F).4p"	"2G*"	"9/2"	""	"1.904275"	""	""	"  61             :    35  3d8.(3F).4p 4G*  "	""
"3p6.3d8.(3F).4p"	"4F*"	"5/2"	""	"1.912740"	""	""	"  78             :     7  3d8.(3F).4p 4G*  "	""
"3p6.3d8.(3F).4p"	"4F*"	"3/2"	""	"1.915366"	""	""	"  82             :    11  3d8.(3F).4p 2D*  "	""
"3p6.3d8.(3F).4p"	"2G*"	"7/2"	""	"1.924500"	""	""	"  71             :    20  3d8.(3F).4p 2F*  "	""
"3p6.3d8.(3F).4p"	"2D*"	"5/2"	""	"1.927965"	""	""	"  73             :    14  3d8.(3F).4p 2F*  "	""
"3p6.3d8.(3F).4p"	"2F*"	"7/2"	""	"1.930280"	""	""	"  61             :    18  3d8.(3F).4p 2G*  "	""
"3p6.3d8.(3F).4p"	"2D*"	"3/2"	""	"1.945371"	""	""	"  72             :    15  3d8.(3F).4p 4F*  "	""
"3p6.3d8.(3F).4p"	"2F*"	"5/2"	""	"1.951636"	""	""	"  77             :    13  3d8.(3F).4p 2D*  "	""
"3p6.3d8.(3P).4p"	"4P*"	"3/2"	""	"2.017784"	""	""	"  76             :    10  3d8.(1D).4p 2P*  "	""
"3p6.3d8.(3P).4p"	"4P*"	"5/2"	""	"2.020620"	""	""	"  75             :    13  3d8.(1D).4p 2D*  "	""
"3p6.3d8.(3P).4p"	"4P*"	"1/2"	""	"2.024106"	""	""	"  91             :     6  3d8.(1D).4p 2P*  "	""
"3p6.3d8.(1D).4p"	"2F*"	"5/2"	""	"2.037679"	""	""	"  77             :    11  3d8.(3P).4p 4P*  "	""
"3p6.3d8.(1D).4p"	"2D*"	"3/2"	""	"2.050329"	""	""	"  46             :    19  3d8.(3P).4p 4P*  "	""
"3p6.3d8.(1D).4p"	"2F*"	"7/2"	""	"2.050647"	""	""	"  79             :    10  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(1D).4p"	"2P*"	"1/2"	""	"2.054124"	""	""	"  61             :    27  3d8.(3P).4p 2P*  "	""
"3p6.3d8.(1D).4p"	"2D*"	"5/2"	""	"2.059921"	""	""	"  77             :    11  3d8.(3P).4p 4P*  "	""
"3p6.3d8.(1D).4p"	"2P*"	"3/2"	""	"2.065705"	""	""	"  50             :    33  3d8.(1D).4p 2D*  "	""
"3p6.3d8.(3P).4p"	"4D*"	"5/2"	""	"2.088285"	""	""	"  70             :    18  3d8.(3P).4p 2D*  "	""
"3p6.3d8.(3P).4p"	"4D*"	"3/2"	""	"2.088906"	""	""	"  83             :     5  3d8.(3F).4p 4D*  "	""
"3p6.3d8.(3P).4p"	"4D*"	"1/2"	""	"2.089105"	""	""	"  91             :     6  3d8.(3F).4p 4D*  "	""
"3p6.3d8.(3P).4p"	"4D*"	"7/2"	""	"2.094802"	""	""	"  84             :     6  3d8.(1D).4p 2F*  "	""
"3p6.3d8.(3P).4p"	"2D*"	"5/2"	""	"2.111342"	""	""	"  75             :    21  3d8.(3P).4p 4D*  "	""
"3p6.3d8.(3P).4p"	"2P*"	"3/2"	""	"2.116379"	""	""	"  65             :    19  3d8.(3P).4p 2D*  "	""
"3p6.3d8.(3P).4p"	"2D*"	"3/2"	""	"2.122688"	""	""	"  74             :    13  3d8.(3P).4p 2P*  "	""
"3p6.3d8.(1G).4p"	"2H*"	"9/2"	""	"2.123079"	""	""	"  99                                       "	""
"3p6.3d8.(3P).4p"	"2P*"	"1/2"	""	"2.136866"	""	""	"  64             :    25  3d8.(1D).4p 2P*  "	""
"3p6.3d8.(1G).4p"	"2H*"	"11/2"	""	"2.138042"	""	""	" 100                                       "	""
"3p6.3d8.(1G).4p"	"2F*"	"7/2"	""	"2.139675"	""	""	"  82             :    13  3d8.(1D).4p 2F*  "	""
"3p6.3d8.(3P).4p"	"2S*"	"1/2"	""	"2.150367"	""	""	"  90             :     6  3d8.(1D).4p 2P*  "	""
"3p6.3d8.(1G).4p"	"2F*"	"5/2"	""	"2.151586"	""	""	"  89             :     7  3d8.(1D).4p 2F*  "	""
"3p6.3d8.(3P).4p"	"4S*"	"3/2"	""	"2.152186"	""	""	"  98                                       "	""
"3p6.3d8.(1G).4p"	"2G*"	"7/2"	""	"2.208182"	""	""	"  98                                       "	""
"3p6.3d8.(1G).4p"	"2G*"	"9/2"	""	"2.211098"	""	""	"  99                                       "	""
"3p6.3d8.(1S).4p"	"2P*"	"1/2"	""	"2.503673"	""	""	"  98                                       "	""
"3p6.3d8.(1S).4p"	"2P*"	"3/2"	""	"2.523158"	""	""	"  98                                       "	""
"3p6.3d8.(3F).4d"	"4D"	"7/2"	""	"2.771137"	""	""	"  92             :     6  3d8.(3F).4d 4F   "	""
"3p6.3d8.(3F).4d"	"4P"	"5/2"	""	"2.776443"	""	""	"  52             :    45  3d8.(3F).4d 4D   "	""
"3p6.3d8.(3F).4d"	"4H"	"13/2"	""	"2.779973"	""	""	" 100                                       "	""
"3p6.3d8.(3F).4d"	"2H"	"11/2"	""	"2.783114"	""	""	"  48             :    46  3d8.(3F).4d 4H   "	""
"3p6.3d8.(3F).4d"	"4G"	"11/2"	""	"2.787824"	""	""	"  78             :    20  3d8.(3F).4d 2H   "	""
"3p6.3d8.(3F).4d"	"4G"	"9/2"	""	"2.788692"	""	""	"  41             :    43  3d8.(3F).4d 4F   "	""
"3p6.3d8.(3F).4d"	"4D"	"5/2"	""	"2.791849"	""	""	"  43             :    47  3d8.(3F).4d 4P   "	""
"3p6.3d8.(3F).4d"	"2F"	"7/2"	""	"2.792223"	""	""	"  51             :    24  3d8.(3F).4d 4F   "	""
"3p6.3d8.(3F).4d"	""	"9/2"	""	"2.795189"	""	""	"  39  4F         :    26  3d8.(3F).4d 2G   "	""
"3p6.3d8.(3F).4d"	"4D"	"1/2"	""	"2.799044"	""	""	"  80             :    12  3d8.(3F).4d 4P   "	""
"3p6.3d8.(3F).4d"	"2P"	"3/2"	""	"2.802171"	""	""	"  50             :    43  3d8.(3F).4d 4D   "	""
"3p6.3d8.(3F).4d"	"4D"	"3/2"	""	"2.803052"	""	""	"  44             :    27  3d8.(3F).4d 4P   "	""
"3p6.3d8.(3F).4d"	"4H"	"9/2"	""	"2.806400"	""	""	"  42             :    22  3d8.(3F).4d 4G   "	""
"3p6.3d8.(3F).4d"	"4H"	"11/2"	""	"2.807413"	""	""	"  53             :    32  3d8.(3F).4d 2H   "	""
"3p6.3d8.(3F).4d"	"4P"	"3/2"	""	"2.808179"	""	""	"  69             :    22  3d8.(3F).4d 2P   "	""
"3p6.3d8.(3F).4d"	""	"5/2"	""	"2.809373"	""	""	"  33  4F         :    32  3d8.(3F).4d 2F   "	""
"3p6.3d8.(3F).4d"	""	"7/2"	""	"2.810476"	""	""	"  38  4G         :    32  3d8.(3F).4d 4H   "	""
"3p6.3d8.(3F).4d"	"4F"	"7/2"	""	"2.814445"	""	""	"  48             :    24  3d8.(3F).4d 4H   "	""
"3p6.3d8.(3F).4d"	"4P"	"1/2"	""	"2.814890"	""	""	"  80             :    16  3d8.(3F).4d 4D   "	""
"3p6.3d8.(3F).4d"	""	"9/2"	""	"2.814909"	""	""	"  32  2G         :    26  3d8.(3F).4d 2H   "	""
"3p6.3d8.(3F).4d"	"4H"	"7/2"	""	"2.822138"	""	""	"  41             :    35  3d8.(3F).4d 4G   "	""
"3p6.3d8.(3F).4d"	"4G"	"5/2"	""	"2.823881"	""	""	"  53             :    43  3d8.(3F).4d 2F   "	""
"3p6.3d8.(3F).4d"	"4F"	"3/2"	""	"2.824510"	""	""	"  93             :     4  3d8.(3F).4d 4D   "	""
"3p6.3d8.(3F).4d"	"4F"	"5/2"	""	"2.825066"	""	""	"  55             :    19  3d8.(3F).4d 4G   "	""
