ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"166.390"	"0.010"	""	"6.1947e+08"	"7.7136e-03"	AAA	"0.0000000"	"5.47670"	"1s2"	"1S"	"0"	"1s.7p"	"1P*"	"1"		"T8636c73"	""	
"167.270"	"0.010"	""	"9.8247e+08"	"1.2363e-02"	AAA	"0.0000000"	"5.44788"	"1s2"	"1S"	"0"	"1s.6p"	"1P*"	"1"		"T8636c73"	"L7397"	
"167.257"	"0.010"	""	"1.6424e+04"	""	AAA	"0.0000000"	"5.4483064"	"1s2"	"1S"	"0"	"1s.6d"	"1D"	"2"	E2	"T7378"	""	
"167.318"	"0.010"	""	"1.56e+00"	""	B	"0.0000000"	"5.4463096"	"1s2"	"1S"	"0"	"1s.6p"	"3P*"	"2"	M2	"T5612"	""	
"168.738"	"0.010"	""	"1.6943e+09"	"2.1697e-02"	AAA	"0.0000000"	"5.4004867"	"1s2"	"1S"	"0"	"1s.5p"	"1P*"	"1"		"T8636c73"	"L7397"	
"168.772"	"0.010"	""	"2.6846e+04"	""	AAA	"0.0000000"	"5.3993888"	"1s2"	"1S"	"0"	"1s.5d"	"1D"	"2"	E2	"T7378"	""	
"168.880"	"0.010"	""	"2.78e+00"	""	B	"0.0000000"	"5.3959284"	"1s2"	"1S"	"0"	"1s.5p"	"3P*"	"2"	M2	"T5612"	""	
"171.577"	"0.010"	""	"3.2984e+09"	"4.3672e-02"	AAA	"0.0000000"	"5.3111388"	"1s2"	"1S"	"0"	"1s.4p"	"1P*"	"1"		"T8636c73"	"L7397"	
"171.635"	"0.010"	""	"4.6897e+04"	""	AAA	"0.0000000"	"5.3093239"	"1s2"	"1S"	"0"	"1s.4d"	"1D"	"2"	E2	"T7378"	""	
"171.855"	"0.010"	""	"5.33e+00"	""	B	"0.0000000"	"5.3025418"	"1s2"	"1S"	"0"	"1s.4p"	"3P*"	"2"	M2	"T5612"	""	
"178.014"	"0.010"	""	"7.7630e+09"	"1.1065e-01"	AAA	"0.0000000"	"5.1190684"	"1s2"	"1S"	"0"	"1s.3p"	"1P*"	"1"		"T8636c73"	"L7397"	
