configuration	term	J	energy
3s2.3p4	3P	2	0.0
3s2.3p4	3P	1	0.030492
3s2.3p4	3P	0	0.040616
3s2.3p4	1D	2	0.194947
3s2.3p4	1S	0	0.448568
3s.3p5	3P*	2	1.597876
3s.3p5	3P*	1	1.623897
3s.3p5	3P*	0	1.638317
3s.3p5	1P*	1	2.045525
3s2.3p3.(2D*).3d	1D*	2	2.62469
3s2.3p3.(2D*).3d	1F*	3	2.94545
3s2.3p3.(2D*).3d	3S*	1	3.05365
3s2.3p3.(2P*).3d	3P*	2	3.08405
3s2.3p3.(2P*).3d	3P*	1	3.09655
3s2.3p3.(2D*).3d	1P*	1	3.11612
3s2.3p3.(2P*).3d	3D*	3	3.20572
3s2.3p3.(2P*).3d	3D*	2	3.22573
3s2.3p3.(2P*).3d	3D*	1	3.2392
3s2.3p3.(2P*).3d	1D*	2	3.31205
3s2.3p3.(2P*).3d	1F*	3	3.424
3s2.3p3.(2P*).3d	1P*	1	3.6733
3s2.3p3.(4S*).4s	3S*	1	4.1196
3s2.3p3.(2D*).4s	3D*	1	4.30484
3s2.3p3.(2D*).4s	3D*	2	4.30634
3s2.3p3.(2D*).4s	3D*	3	4.3103
3s2.3p3.(2D*).4s	1D*	2	4.35908
3s2.3p3.(2P*).4s	3P*	0	4.4818
3s2.3p3.(2P*).4s	3P*	1	4.48422
3s2.3p3.(2P*).4s	3P*	2	4.491
3s2.3p3.(2P*).4s	1P*	1	4.538
3s2.3p3.(4S*).4d	3D*	3	5.384
3s2.3p3.(4S*).4d	3D*	2	5.384
3s2.3p3.(4S*).4d	3D*	1	5.384
3s2.3p3.(2D*).4d	1D*	2	5.646
3s2.3p3.(2D*).4d	1F*	3	5.673
3s2.3p3.(4S*).5s	3S*	1	5.906
3s2.3p3.(2D*).5s	3D*	3	6.15
3s2.3p3.(2D*).5s	1D*	2	6.167
3s2.3p3.(2P*).5s	1P*	1	6.346
