configuration	term	J	energy
1s	2S		0.0
2s	2S		60.80186337
2p	2P*		60.81547714
3s	2S		72.06847509
3p	2P*		72.07250703
3d	2D		72.0759615
4s	2S		76.01097134
4p	2P*		76.0126717
4d	2D		76.01412895
4f	2F*		76.01475303
5s	2S		77.83542129
5p	2P*		77.83629167
5d	2D		77.83703772
5f	2F*		77.83735725
5g	2G		77.83753473
6s	2S		78.82632781
6p	2P*		78.82683142
6d	2D		78.82726313
6f	2F*		78.82744804
6g	2G		78.82755075
6h	2H*		78.82761611
7s	2S		79.42374225
7p	2P*		79.42405936
7d	2D		79.4243312
7f	2F*		79.42444764
7g	2G		79.42451232
7h	2H*		79.42455348
7i	2I		79.42458198
8s	2S		79.81145105
8p	2P*		79.81166347
8d	2D		79.81184558
8f	2F*		79.81192358
8g	2G		79.81196691
8h	2H*		79.81199449
8i	2I		79.81201358
8k	2K*		79.81202757
9s	2S		80.07724306
9p	2P*		80.07739224
9d	2D		80.07752013
9f	2F*		80.07757491
9g	2G		80.07760535
9h	2H*		80.07762471
9i	2I		80.07763812
9k	2K*		80.07764795
9l	2L		80.07765547
10s	2S		80.26735089
10p	2P*		80.26745963
10d	2D		80.26755286
10f	2F*		80.2675928
10g	2G		80.26761499
10h	2H*		80.2676291
10i	2I		80.26763888
10k	2K*		80.26764604
10l	2L		80.26765152
10m	2M*		80.26765585
11s	2S		80.40800203
11p	2P*		80.40808373
11d	2D		80.40815377
11f	2F*		80.40818377
11g	2G		80.40820044
11h	2H*		80.40821105
11i	2I		80.40821839
11k	2K*		80.40822378
11l	2L		80.40822789
11m	2M*		80.40823114
11n	2N		80.40823378
