Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d5"	"6S"	"5/2"	""	"0.000000"	""	""	" 100                                        "	"L7185"
"3d5"	"4G"	"11/2"	""	"0.339151"	""	""	" 100                                        "	""
"3d5"	"4G"	"9/2"	""	"0.339801"	""	""	" 100                                        "	""
"3d5"	"4G"	"5/2"	""	"0.339807"	""	""	"  99                                        "	""
"3d5"	"4G"	"7/2"	""	"0.339939"	""	""	" 100                                        "	""
"3d5"	"4P"	"5/2"	""	"0.371370"	""	""	"  93             :     6  3d5          4D   "	""
"3d5"	"4P"	"3/2"	""	"0.372625"	""	""	"  95             :     5  3d5          4D   "	""
"3d5"	"4P"	"1/2"	""	"0.373836"	""	""	"  98             :     2  3d5          4D   "	""
"3d5"	"4D"	"7/2"	""	"0.407419"	""	""	" 100                                        "	""
"3d5"	"4D"	"1/2"	""	"0.409227"	""	""	"  98             :     2  3d5          4P   "	""
"3d5"	"4D"	"5/2"	""	"0.409925"	""	""	"  93             :     6  3d5          4P   "	""
"3d5"	"4D"	"3/2"	""	"0.409949"	""	""	"  95             :     5  3d5          4P   "	""
"3d5"	"2I"	"11/2"	""	"0.495175"	""	""	"  99             :     1  3d5          2H   "	""
"3d5"	"2I"	"13/2"	""	"0.495516"	""	""	" 100                                        "	""
"3d5"	"2D3"	"5/2"	""	"0.520175"	""	""	"  54             :    27  3d5          2F1  "	""
"3d5"	"2D3"	"3/2"	""	"0.526924"	""	""	"  72             :    22  3d5          2D2  "	""
"3d5"	"2F1"	"7/2"	""	"0.541793"	""	""	"  96             :     2  3d5          4F   "	""
"3d5"	"2F1"	"5/2"	""	"0.551610"	""	""	"  58             :    25  3d5          4F   "	""
"3d5"	"4F"	"9/2"	""	"0.554326"	""	""	"  97             :     3  3d5          2G2  "	""
"3d5"	"4F"	"7/2"	""	"0.555632"	""	""	"  96             :     2  3d5          2F1  "	""
"3d5"	"4F"	"3/2"	""	"0.557816"	""	""	"  94             :     4  3d5          2D3  "	""
"3d5"	"4F"	"5/2"	""	"0.558465"	""	""	"  73             :    15  3d5          2F1  "	""
"3d5"	"2H"	"9/2"	""	"0.589975"	""	""	"  79             :    20  3d5          2G2  "	""
"3d5"	"2H"	"11/2"	""	"0.594910"	""	""	"  99             :     1  3d5          2I   "	""
"3d5"	"2G2"	"7/2"	""	"0.603520"	""	""	"  99             :     1  3d5          4F   "	""
"3d5"	"2G2"	"9/2"	""	"0.608366"	""	""	"  77             :    21  3d5          2H   "	""
"3d5"	"2F2"	"5/2"	""	"0.642466"	""	""	"  99             :     1  3d5          4F   "	""
"3d5"	"2F2"	"7/2"	""	"0.643836"	""	""	"  98             :     1  3d5          2F1  "	""
"3d5"	"2S"	"1/2"	""	"0.700441"	""	""	" 100                                        "	""
"3d5"	"2D2"	"3/2"	""	"0.779803"	""	""	" 100                                        "	""
"3d5"	"2D2"	"5/2"	""	"0.780374"	""	""	"  99                                        "	""
"3d5"	"2G1"	"9/2"	""	"0.872162"	""	""	" 100                                        "	""
"3d5"	"2G1"	"7/2"	""	"0.872324"	""	""	" 100                                        "	""
"3d5"	"2P"	"3/2"	""	"1.051940"	""	""	"  99                                        "	""
"3d5"	"2P"	"1/2"	""	"1.052226"	""	""	" 100                                        "	""
"3d5"	"2D1"	"5/2"	""	"1.139291"	""	""	"  77             :    23  3d5          2D3  "	""
"3d5"	"2D1"	"3/2"	""	"1.139711"	""	""	"  76             :    23  3d5          2D3  "	""
"3d4.(5D).4s"	"6D"	"1/2"	""	"1.876107"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"3/2"	""	"1.878199"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"5/2"	""	"1.881548"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"7/2"	""	"1.885978"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"9/2"	""	"1.891321"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"1/2"	""	"1.975814"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"3/2"	""	"1.979008"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"5/2"	""	"1.983949"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"7/2"	""	"1.990273"	""	""	" 100                                        "	""
"3d4.(3P2).4s"	"4P"	"1/2"	""	"2.143299"	""	""	"  59             :    39  3d4.(3P1).4s 4P   "	""
"3d4.(3H).4s"	"4H"	"7/2"	""	"2.150236"	""	""	"  98                                        "	""
"3d4.(3H).4s"	"4H"	"9/2"	""	"2.152030"	""	""	"  97                                        "	""
"3d4.(3P2).4s"	"4P"	"3/2"	""	"2.153808"	""	""	"  60             :    39  3d4.(3P1).4s 4P   "	""
"3d4.(3H).4s"	"4H"	"11/2"	""	"2.154520"	""	""	"  98                                        "	""
"3d4.(3H).4s"	"4H"	"13/2"	""	"2.157388"	""	""	" 100                                        "	""
"3d4.(3P2).4s"	"4P"	"5/2"	""	"2.169783"	""	""	"  59             :    37  3d4.(3P1).4s 4P   "	""
"3d4.(3F2).4s"	"4F"	"3/2"	""	"2.169997"	""	""	"  78             :    21  3d4.(3F1).4s 4F   "	""
"3d4.(3F2).4s"	"4F"	"5/2"	""	"2.170316"	""	""	"  73             :    20  3d4.(3F1).4s 4F   "	""
"3d4.(3F2).4s"	"4F"	"7/2"	""	"2.171177"	""	""	"  74             :    19  3d4.(3F1).4s 4F   "	""
"3d4.(3F2).4s"	"4F"	"9/2"	""	"2.172372"	""	""	"  75             :    18  3d4.(3F1).4s 4F   "	""
"3d4.(3G).4s"	"4G"	"5/2"	""	"2.197740"	""	""	"  94                                        "	""
"3d4.(3G).4s"	"4G"	"7/2"	""	"2.201461"	""	""	"  93             :     5  3d4.(3F2).4s 4F   "	""
"3d4.(3G).4s"	"4G"	"9/2"	""	"2.204131"	""	""	"  87             :     6  3d4.(3H).4s  2H   "	""
"3d4.(3G).4s"	"4G"	"11/2"	""	"2.205132"	""	""	"  86             :    12  3d4.(3H).4s  2H   "	""
"3d4.(3P2).4s"	"2P"	"1/2"	""	"2.208367"	""	""	"  59             :    38  3d4.(3P1).4s 2P   "	""
"3d4.(3H).4s"	"2H"	"9/2"	""	"2.212237"	""	""	"  91             :     6  3d4.(3G).4s  4G   "	""
"3d4.(3H).4s"	"2H"	"11/2"	""	"2.218527"	""	""	"  87             :    12  3d4.(3G).4s  4G   "	""
"3d4.(3P2).4s"	"2P"	"3/2"	""	"2.227915"	""	""	"  60             :    38  3d4.(3P1).4s 2P   "	""
"3d4.(3F2).4s"	"2F"	"7/2"	""	"2.230975"	""	""	"  72             :    18  3d4.(3F1).4s 2F   "	""
"3d4.(3F2).4s"	"2F"	"5/2"	""	"2.231390"	""	""	"  77             :    20  3d4.(3F1).4s 2F   "	""
"3d4.(3G).4s"	"2G"	"7/2"	""	"2.260844"	""	""	"  92                                        "	""
"3d4.(3G).4s"	"2G"	"9/2"	""	"2.266305"	""	""	"  97                                        "	""
"3d4.(3D).4s"	"4D"	"7/2"	""	"2.267742"	""	""	" 100                                        "	""
"3d4.(3D).4s"	"4D"	"5/2"	""	"2.269117"	""	""	"  99                                        "	""
"3d4.(3D).4s"	"4D"	"3/2"	""	"2.270693"	""	""	"  99                                        "	""
"3d4.(3D).4s"	"4D"	"1/2"	""	"2.271789"	""	""	"  99                                        "	""
"3d4.(1G2).4s"	"2G"	"9/2"	""	"2.292586"	""	""	"  65             :    32  3d4.(1G1).4s 2G   "	""
"3d4.(1G2).4s"	"2G"	"7/2"	""	"2.293673"	""	""	"  63             :    31  3d4.(1G1).4s 2G   "	""
"3d4.(1I).4s"	"2I"	"13/2"	""	"2.299417"	""	""	" 100                                        "	""
"3d4.(1I).4s"	"2I"	"11/2"	""	"2.299901"	""	""	"  99                                        "	""
"3d4.(1S2).4s"	"2S"	"1/2"	""	"2.323757"	""	""	"  78             :    20  3d4.(1S1).4s 2S   "	""
"3d4.(3D).4s"	"2D"	"5/2"	""	"2.326396"	""	""	"  99                                        "	""
"3d4.(3D).4s"	"2D"	"3/2"	""	"2.328142"	""	""	"  98                                        "	""
"3d4.(1D2).4s"	"2D"	"5/2"	""	"2.387465"	""	""	"  78             :    21  3d4.(1D1).4s 2D   "	""
"3d4.(1D2).4s"	"2D"	"3/2"	""	"2.388224"	""	""	"  77             :    21  3d4.(1D1).4s 2D   "	""
"3d4.(1F).4s"	"2F"	"5/2"	""	"2.450188"	""	""	"  99                                        "	""
"3d4.(1F).4s"	"2F"	"7/2"	""	"2.450268"	""	""	"  99                                        "	""
"3d4.(3P1).4s"	"4P"	"5/2"	""	"2.520645"	""	""	"  61             :    38  3d4.(3P2).4s 4P   "	""
"3d4.(3F1).4s"	"4F"	"9/2"	""	"2.525963"	""	""	"  80             :    19  3d4.(3F2).4s 4F   "	""
"3d4.(3F1).4s"	"4F"	"3/2"	""	"2.527219"	""	""	"  78             :    22  3d4.(3F2).4s 4F   "	""
"3d4.(3F1).4s"	"4F"	"7/2"	""	"2.527497"	""	""	"  79             :    20  3d4.(3F2).4s 4F   "	""
"3d4.(3F1).4s"	"4F"	"5/2"	""	"2.527643"	""	""	"  78             :    21  3d4.(3F2).4s 4F   "	""
"3d4.(3P1).4s"	"4P"	"3/2"	""	"2.531025"	""	""	"  60             :    39  3d4.(3P2).4s 4P   "	""
"3d4.(5D).4p"	"6F*"	"1/2"	""	"2.537031"	""	""	"  99                                        "	""
"3d4.(5D).4p"	"6F*"	"3/2"	""	"2.539733"	""	""	"  99                                        "	""
