Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3p6.3d7"	"4F"	"9/2"	""	"0.000000"	""	""	" 100                                        "	"L7185"
"3p6.3d7"	"4F"	"7/2"	""	"0.010841"	""	""	" 100                                        "	""
"3p6.3d7"	"4F"	"5/2"	""	"0.018613"	""	""	" 100                                        "	""
"3p6.3d7"	"4F"	"3/2"	""	"0.023885"	""	""	" 100                                        "	""
"3p6.3d7"	"4P"	"5/2"	""	"0.165109"	""	""	" 100                                        "	""
"3p6.3d7"	"4P"	"3/2"	""	"0.167371"	""	""	"  93             :     7  3d7          2P   "	""
"3p6.3d7"	"4P"	"1/2"	""	"0.172762"	""	""	"  97             :     3  3d7          2P   "	""
"3p6.3d7"	"2G"	"9/2"	""	"0.180701"	""	""	"  97             :     2  3d7          2H   "	""
"3p6.3d7"	"2G"	"7/2"	""	"0.190889"	""	""	" 100                                        "	""
"3p6.3d7"	"2P"	"3/2"	""	"0.215505"	""	""	"  83             :     8  3d7          2D2  "	""
"3p6.3d7"	"2P"	"1/2"	""	"0.224640"	""	""	"  97             :     3  3d7          4P   "	""
"3p6.3d7"	"2H"	"11/2"	""	"0.242844"	""	""	" 100                                        "	""
"3p6.3d7"	"2D2"	"5/2"	""	"0.246921"	""	""	"  77             :    23  3d7          2D1  "	""
"3p6.3d7"	"2H"	"9/2"	""	"0.252217"	""	""	"  98             :     2  3d7          2G   "	""
"3p6.3d7"	"2D2"	"3/2"	""	"0.262242"	""	""	"  72             :    18  3d7          2D1  "	""
"3p6.3d7"	"2F"	"5/2"	""	"0.395832"	""	""	" 100                                        "	""
"3p6.3d7"	"2F"	"7/2"	""	"0.399669"	""	""	" 100                                        "	""
"3p6.3d7"	"2D1"	"3/2"	""	"0.613829"	""	""	"  80             :    20  3d7          2D2  "	""
"3p6.3d7"	"2D1"	"5/2"	""	"0.619569"	""	""	"  77             :    23  3d7          2D2  "	""
"3d6.(5D).4s"	"6D"	"9/2"	""	"1.006135"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"6D"	"7/2"	""	"1.013291"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"6D"	"5/2"	""	"1.018462"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"6D"	"3/2"	""	"1.022003"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"6D"	"1/2"	""	"1.024076"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"4D"	"7/2"	""	"1.101808"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"4D"	"5/2"	""	"1.109993"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"4D"	"3/2"	""	"1.115264"	""	""	" 100                                        "	""
"3d6.(5D).4s"	"4D"	"1/2"	""	"1.118283"	""	""	"  99                                        "	""
"3d6.(3P2).4s"	"4P"	"5/2"	""	"1.261615"	""	""	"  62             :    37  3d6.(3P1).4s 4P   "	""
"3d6.(3H).4s"	"4H"	"13/2"	""	"1.269298"	""	""	" 100                                        "	""
"3d6.(3H).4s"	"4H"	"11/2"	""	"1.272304"	""	""	"  98             :     2  3d6.(3G).4s  4G   "	""
"3d6.(3H).4s"	"4H"	"9/2"	""	"1.274741"	""	""	"  94             :     3  3d6.(3G).4s  4G   "	""
"3d6.(3H).4s"	"4H"	"7/2"	""	"1.277058"	""	""	"  96             :     2  3d6.(3G).4s  4G   "	""
"3d6.(3P2).4s"	"4P"	"3/2"	""	"1.278900"	""	""	"  60             :    35  3d6.(3P1).4s 4P   "	""
"3d6.(3F2).4s"	"4F"	"9/2"	""	"1.286894"	""	""	"  72             :    21  3d6.(3F1).4s 4F   "	""
"3d6.(3P2).4s"	"4P"	"1/2"	""	"1.290001"	""	""	"  60             :    36  3d6.(3P1).4s 4P   "	""
"3d6.(3F2).4s"	"4F"	"7/2"	""	"1.290146"	""	""	"  74             :    20  3d6.(3F1).4s 4F   "	""
