Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"2p6.3s"	"2S"	"1/2"	""	"0.00000"	""	""	"L10106"
"2p6.3p"	"2P*"	"1/2"	""	"1.74313"	""	""	"L10106"
"2p6.3p"	"2P*"	"3/2"	""	"1.80412"	""	""	"L10106"
"2p6.3d"	"2D"	"3/2"	""	"4.18663"	""	""	"L10106"
"2p6.3d"	"2D"	"5/2"	""	"4.19227"	""	""	"L10106"
"2p6.4s"	"2S"	"1/2"	""	"8.9097"	""	""	"L10106"
"2p6.4p"	"2P*"	"1/2"	""	"9.5832"	""	""	"L10106"
"2p6.4p"	"2P*"	"3/2"	""	"9.6045"	""	""	"L10106"
"2p6.4d"	"2D"	"3/2"	""	"10.4685"	""	""	"L10106"
"2p6.4d"	"2D"	"5/2"	""	"10.4709"	""	""	"L10106"
"2p6.4f"	"2F*"	"5/2"	""	"10.7766"	""	""	"L10106"
"2p6.4f"	"2F*"	"7/2"	""	"10.7776"	""	""	"L10106"
"2p6.5s"	"2S"	"1/2"	""	"12.5969"	""	""	"L10106"
"2p6.5p"	"2P*"	"1/2"	""	"12.9241"	""	""	"L10106"
"2p6.5p"	"2P*"	"3/2"	""	"12.9359"	""	""	"L10106"
"2p6.5d"	"2D"	"3/2"	""	"13.3506"	""	""	"L10106"
"2p6.5d"	"2D"	"5/2"	""	"13.3512"	""	""	"L10106"
"2p6.5f"	"2F*"	"5/2"	""	"13.5054"	""	""	"L10106"
"2p6.5f"	"2F*"	"7/2"	""	"13.5061"	""	""	"L10106"
"2p6.6s"	"2S"	"1/2"	""	"14.4805"	""	""	"L10106"
"2p6.6p"	"2P*"	"3/2"	""	"14.6668"	""	""	"L10106"
"2p6.6d"	"2D"	"3/2"	""	"14.9018"	""	""	"L10106"
"2p6.6d"	"2D"	"5/2"	""	"14.9018"	""	""	"L10106"
"2p6.6f"	"2F*"	"5/2"	""	"14.9901"	""	""	"L10106"
"2p6.6f"	"2F*"	"7/2"	""	"14.9902"	""	""	"L10106"
"2p6.7p"	"2P*"	"1/2"	""	"15.689"	""	""	"L10106"
"2p6.7p"	"2P*"	"3/2"	""	"15.689"	""	""	"L10106"
"2p6.7d"	"2D"	"3/2"	""	"15.828"	""	""	"L10106"
"2p6.7d"	"2D"	"5/2"	""	"15.828"	""	""	"L10106"
"2p6.7f"	"2F*"	"5/2"	""	"15.888"	""	""	"L10106"
"2p6.7f"	"2F*"	"7/2"	""	"15.888"	""	""	"L10106"
"2p6.8p"	"2P*"	"3/2"	""	"16.334"	""	""	"L10106"
"2p6.8d"	"2D"	"5/2"	""	"16.427"	""	""	"L10106"
"2p6.8f"	"2F*"	"7/2"	""	"16.470"	""	""	"L10106"
"2p6.9p"	"2P*"	"3/2"	""	"16.768"	""	""	"L10106"
"2p6.9d"	"2D"	"5/2"	""	"16.832"	""	""	"L10106"
"2p6.9f"	"2F*"	"7/2"	""	"16.934"	""	""	"L10106"
"2p6.10p"	"2P*"	"1/2"	""	"17.086"	""	""	"L10106"
"2p6.10p"	"2P*"	"3/2"	""	"17.086"	""	""	"L10106"
