Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d2.(3F).4d"	"4H"	"13/2"	""	"2.136929"	""	""	" 100                                   "	""
"3d2.(3F).4d"	"4D"	"7/2"	""	"2.136940"	""	""	"  95                                   "	""
"3d2.(3F).4d"	"2P"	"1/2"	""	"2.148248"	""	""	"  88         :     7  3d2.(1D).4d 2P   "	""
"3d2.(3F).4d"	"2P"	"3/2"	""	"2.155068"	""	""	"  89         :     6  3d2.(1D).4d 2P   "	""
"3d2.(3F).4d"	"4P"	"1/2"	""	"2.166977"	""	""	"  86         :    13  3d2.(3P).4d 4P   "	""
"3d2.(3F).4d"	"2G"	"7/2"	""	"2.168811"	""	""	"  84         :    12  3d2.(1D).4d 2G   "	""
"3d2.(3F).4d"	"4P"	"3/2"	""	"2.169730"	""	""	"  85         :    13  3d2.(3P).4d 4P   "	""
"3d2.(3F).4d"	"4P"	"5/2"	""	"2.172890"	""	""	"  84         :    14  3d2.(3P).4d 4P   "	""
"3d2.(3F).4d"	"2G"	"9/2"	""	"2.173931"	""	""	"  84         :    12  3d2.(1D).4d 2G   "	""
"3d2.(3F).4d"	"2D"	"3/2"	""	"2.182862"	""	""	"  78         :    18  3d2.(1D).4d 2D   "	""
"3d2.(3F).4d"	"2D"	"5/2"	""	"2.182862"	""	""	"  75         :    19  3d2.(1D).4d 2D   "	""
"3d2.(3F).4d"	"2H"	"9/2"	""	"2.183239"	""	""	"  91         :     9  3d2.(1G).4d 2H   "	""
"3d2.(3F).4d"	"2H"	"11/2"	""	"2.189490"	""	""	"  90         :     9  3d2.(1G).4d 2H   "	""
"3d2.(3F).4d"	"4F"	"3/2"	""	"2.195861"	""	""	"  95                                   "	""
"3d2.(3F).4d"	"4F"	"5/2"	""	"2.197817"	""	""	"  95                                   "	""
"3d2.(3F).4d"	"4F"	"7/2"	""	"2.200462"	""	""	"  95                                   "	""
"3d2.(3F).4d"	"4F"	"9/2"	""	"2.203740"	""	""	"  95                                   "	""
"3d2.(3P).4d"	"2P"	"3/2"	""	"2.251733"	""	""	"  60         :    40  3d2.(1D).4d 2P   "	""
"3d2.(1D).4d"	"2F"	"5/2"	""	"2.253010"	""	""	"  84         :    15  3d2.(3P).4d 2F   "	""
"3d2.(1D).4d"	"2F"	"7/2"	""	"2.255812"	""	""	"  86         :    11  3d2.(3P).4d 2F   "	""
"3d2.(3P).4d"	"2P"	"1/2"	""	"2.257801"	""	""	"  59         :    38  3d2.(1D).4d 2P   "	""
"3d2.(1D).4d"	"2G"	"9/2"	""	"2.277553"	""	""	"  75         :     8  3d2.(1G).4d 2G   "	""
"3d2.(1D).4d"	"2G"	"7/2"	""	"2.278238"	""	""	"  79         :     8  3d2.(1G).4d 2G   "	""
"3d2.(3P).4d"	"4F"	"5/2"	""	"2.283045"	""	""	"  91                                   "	""
"3d2.(3P).4d"	"4F"	"7/2"	""	"2.285027"	""	""	"  86         :     6  3d2.(3P).4d 4D   "	""
"3d2.(3P).4d"	"4D"	"3/2"	""	"2.287438"	""	""	"  97                                   "	""
"3d2.(3P).4d"	"4F"	"9/2"	""	"2.288129"	""	""	"  86         :     8  3d2.(1G).4d 2G   "	""
"3d2.(3P).4d"	"4D"	"1/2"	""	"2.288151"	""	""	"  99                                   "	""
"3d2.(3P).4d"	"4D"	"5/2"	""	"2.288536"	""	""	"  94                                   "	""
"3d2.(3P).4d"	"4D"	"7/2"	""	"2.290403"	""	""	"  93         :     5  3d2.(3P).4d 4F   "	""
"3d2.(3F).5s"	"4F"	"3/2"	""	"2.292419"	""	""	" 100                                   "	""
"3d2.(3F).5s"	"4F"	"5/2"	""	"2.294634"	""	""	"  97                                   "	""
"3d2.(3F).5s"	"4F"	"7/2"	""	"2.298109"	""	""	"  98                                   "	""
"3d2.(3P).4d"	"2F"	"5/2"	""	"2.300629"	""	""	"  54         :    37  3d2.(1G).4d 2F   "	""
"3d2.(3P).4d"	"2F"	"7/2"	""	"2.301248"	""	""	"  56         :    36  3d2.(1G).4d 2F   "	""
"3d2.(3F).5s"	"4F"	"9/2"	""	"2.302722"	""	""	" 100                                   "	""
"3d2.(3F).5s"	"2F"	"5/2"	""	"2.309844"	""	""	"  97                                   "	""
"3d2.(3F).5s"	"2F"	"7/2"	""	"2.316551"	""	""	"  98                                   "	""
"3d2.(3P).4d"	"4P"	"5/2"	""	"2.319490"	""	""	"  81         :    13  3d2.(3F).4d 4P   "	""
"3d2.(3P).4d"	"2D"	"3/2"	""	"2.329766"	""	""	"  35         :    27  3d2.(1D).4d 2D   "	""
"3d2.(1D).4d"	"2P"	"1/2"	""	"2.331054"	""	""	"  51         :    34  3d2.(3P).4d 2P   "	""
"3d2.(3P).4d"	"2D"	"5/2"	""	"2.331357"	""	""	"  38         :    35  3d2.(1D).4d 2D   "	""
"3d2.(1D).4d"	"2P"	"3/2"	""	"2.335634"	""	""	"  43         :    31  3d2.(3P).4d 2D   "	""
"3d2.(1G).4d"	"2I"	"11/2"	""	"2.340619"	""	""	" 100                                   "	""
"3d2.(1G).4d"	"2I"	"13/2"	""	"2.340912"	""	""	" 100                                   "	""
"3d2.(1G).4d"	"2G"	"7/2"	""	"2.347320"	""	""	"  88         :     7  3d2.(3F).4d 2G   "	""
"3d2.(1G).4d"	"2G"	"9/2"	""	"2.348466"	""	""	"  87         :     7  3d2.(3F).4d 2G   "	""
"3d2.(1G).4d"	"2H"	"9/2"	""	"2.367065"	""	""	"  91         :     9  3d2.(3F).4d 2H   "	""
"3d2.(1G).4d"	"2H"	"11/2"	""	"2.367468"	""	""	"  91         :     9  3d2.(3F).4d 2H   "	""
"3d2.(1G).4d"	"2F"	"7/2"	""	"2.404614"	""	""	"  62         :    27  3d2.(3P).4d 2F   "	""
"3d2.(1G).4d"	"2F"	"5/2"	""	"2.405481"	""	""	"  61         :    27  3d2.(3P).4d 2F   "	""
"3d2.(1D).5s"	"2D"	"5/2"	""	"2.415146"	""	""	"  96                                   "	""
"3d2.(1D).5s"	"2D"	"3/2"	""	"2.415301"	""	""	"  98                                   "	""
"3d2.(1G).4d"	"2D"	"3/2"	""	"2.431971"	""	""	"  64         :    32  3d2.(3P).4d 2D   "	""
"3d2.(1G).4d"	"2D"	"5/2"	""	"2.432461"	""	""	"  64         :    33  3d2.(3P).4d 2D   "	""
"3d2.(3P).5s"	"4P"	"1/2"	""	"2.432596"	""	""	" 100                                   "	""
"3d2.(3P).5s"	"4P"	"3/2"	""	"2.434271"	""	""	"  99                                   "	""
"3d2.(3P).5s"	"4P"	"5/2"	""	"2.437357"	""	""	"  96                                   "	""
"3d2.(3P).5s"	"2P"	"1/2"	""	"2.446370"	""	""	" 100                                   "	""
"3d2.(3P).5s"	"2P"	"3/2"	""	"2.449608"	""	""	"  98                                   "	""
"3d2.(1G).5s"	"2G"	"9/2"	""	"2.495644"	""	""	" 100                                   "	""
"3d2.(1G).5s"	"2G"	"7/2"	""	"2.495656"	""	""	" 100                                   "	""
