configuration	term	J	energy
3d8.(3F).4s2	3F	4	0.0
3d9.(2D).4s	3D	3	0.00186616
3d9.(2D).4s	3D	2	0.00801747
3d8.(3F).4s2	3F	3	0.01213957
3d9.(2D).4s	3D	1	0.0156108
3d8.(3F).4s2	3F	2	0.02019869
3d9.(2D).4s	1D	2	0.03107363
3d8.(1D).4s2	1D	2	0.12321558
3d10	1S	0	0.13421907
3d8.(3P).4s2	3P	2	0.14224737
3d8.(3P).4s2	3P	1	0.14337877
3d8.(3P).4s2	3P	0	0.14596043
3d8.(1G).4s2	1G	4	0.20141121
3d8.(3F).4s.4p.(3P*)	5D*	4	0.23468364
3d8.(3F).4s.4p.(3P*)	5D*	3	0.24299744
3d8.(3F).4s.4p.(3P*)	5G*	6	0.24841954
3d8.(3F).4s.4p.(3P*)	5D*	2	0.24982266
3d8.(3F).4s.4p.(3P*)	5G*	5	0.25133102
3d8.(3F).4s.4p.(3P*)	5D*	1	0.25464013
3d8.(3F).4s.4p.(3P*)	5G*	4	0.25577503
3d8.(3F).4s.4p.(3P*)	5D*	0	0.25709575
3d8.(3F).4s.4p.(3P*)	5F*	5	0.2600948
3d9.(2D).4p	3P*	2	0.26034173
3d8.(3F).4s.4p.(3P*)	5G*	3	0.26042206
3d8.(3F).4s.4p.(3P*)	5G*	2	0.26438779
3d8.(3F).4s.4p.(3P*)	5F*	4	0.26503706
3d9.(2D).4p	3F*	3	0.26719044
3d9.(2D).4p	3F*	4	0.26865054
3d9.(2D).4p	3P*	1	0.26882992
3d9.(2D).4p	3D*	3	0.27036285
3d9.(2D).4p	*	3	0.27036307
3d8.(3F).4s.4p.(3P*)	5F*	3	0.27185629
3d9.(2D).4p	3D*	2	0.27236384
3d8.(3F).4s.4p.(3P*)	5F*	2	0.27486661
3d9.(2D).4p	3P*	0	0.27513204
3d8.(3F).4s.4p.(3P*)	5F*	1	0.27695231
3d9.(2D).4p	3F*	2	0.27902463
3d9.(2D).4p	3D*	1	0.28169832
3d8.(3F).4s.4p.(3P*)	3G*	5	0.28178869
3d8.(3F).4s.4p.(3P*)	3G*	4	0.28230824
3d9.(2D).4p	1F*	3	0.28277546
3d9.(2D).4p	1D*	2	0.28651726
3d8.(3F).4s.4p.(3P*)	3G*	3	0.28965682
3d8.(3F).4s.4p.(3P*)	3F*	4	0.30047551
3d9.(2D).4p	1P*	1	0.30055647
3d8.(3F).4s.4p.(3P*)	3F*	3	0.30174179
3d8.(3F).4s.4p.(3P*)	3D*	3	0.30528195
3d8.(3F).4s.4p.(3P*)	1G*	4	0.30609579
3d8.(3F).4s.4p.(3P*)	3D*	2	0.30628497
3d8.(3F).4s.4p.(3P*)	3F*	2	0.31131857
3d8.(3F).4s.4p.(3P*)	3D*	1	0.31355382
3d8.(3F).4s.4p.(3P*)	1F*	3	0.32476758
3d8.(3F).4s.4p.(3P*)	1D*	2	0.33353095
3d8.(3P).4s.4p.(3P*)	5P*	3	0.36779876
3d8.(3P).4s.4p.(3P*)	5P*	2	0.36891928
3d8.(3P).4s.4p.(3P*)	5P*	1	0.37151443
3d8.(1D).4s.4p.(3P*)	3F*	4	0.38806501
