Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"2s2.2p5"	"2P*"	"3/2"	""	"0.00000000"	""	"0.00000000"	" 100                                       "	"L15349"
"2s2.2p5"	"2P*"	"1/2"	""	"0.16464312"	""	"0.00000005"	" 100                                       "	"L15349"
"2s.2p6"	"2S"	"1/2"	""	"5.50487"	""	"0.00012"	" 100                                       "	"L15349"
"2s2.2p4.(3P).3s"	"4P"	"5/2"	""	"20.49790"	""	"0.00006"	"  99                                       "	"L15349"
"2s2.2p4.(3P).3s"	"4P"	"3/2"	""	"20.58821"	""	"0.00006"	"  89         :    10  2s2.2p4.(3P).3s 2P   "	"L15349"
"2s2.2p4.(3P).3s"	"4P"	"1/2"	""	"20.65071"	""	"0.00007"	"  98                                       "	"L15349"
"2s2.2p4.(3P).3s"	"2P"	"3/2"	""	"20.74593"	""	"0.00024"	"  87         :    11  2s2.2p4.(3P).3s 4P   "	"L15349"
"2s2.2p4.(3P).3s"	"2P"	"1/2"	""	"20.8485"	""	"0.0015"	"  98                                       "	"L15349"
"2s2.2p4.(1D).3s"	"2D"	"5/2"	""	"21.22178"	""	"0.00008"	"  98                                       "	"L15349"
"2s2.2p4.(1D).3s"	"2D"	"3/2"	""	"21.22448"	""	"0.00008"	"  97         :     2  2s2.2p4.(3P).3s 2P   "	"L15349"
"2s2.2p4.(3P).3p"	"4P*"	"5/2"	""	"21.69078"	""	"0.00007"	"  92         :     7  2s2.2p4.(3P).3p 4D*  "	"L15349"
"2s2.2p4.(3P).3p"	"4P*"	"3/2"	""	"21.70980"	""	"0.00010"	"  87         :     4  2s2.2p4.(3P).3p 4D*  "	"L15349"
"2s2.2p4.(3P).3p"	"4P*"	"1/2"	""	"21.76081"	""	"0.00009"	"  92         :     3  2s2.2p4.(3P).3p 2P*  "	"L15349"
"2s2.2p4.(3P).3p"	"4D*"	"7/2"	""	"21.84244"	""	"0.00007"	"  98         :     2  2s2.2p4.(1D).3p 2F*  "	"L15349"
"2s2.2p4.(3P).3p"	"4D*"	"5/2"	""	"21.87966"	""	"0.00009"	"  61         :    33  2s2.2p4.(3P).3p 2D*  "	"L15349"
"2s2.2p4.(1S).3s"	"2S"	"1/2"	""	"21.920"	""	"0.004"	"  97                                       "	"L15349"
"2s2.2p4.(3P).3p"	"4D*"	"3/2"	""	"21.94060"	""	"0.00008"	"  88         :     7  2s2.2p4.(3P).3p 2D*  "	"L15349"
"2s2.2p4.(3P).3p"	"4D*"	"1/2"	""	"21.96420"	""	"0.00010"	"  91         :     4  2s2.2p4.(3P).3p 2P*  "	"L15349"
