configuration	term	J	energy
1s	2S		0.0
2s	2S		48.03157814
2p	2P*		48.04003883
3s	2S		56.93070695
3p	2P*		56.93321252
3d	2D		56.93536825
4s	2S		60.04489421
4p	2P*		60.04595088
4d	2D		60.04686027
4f	2F*		60.04724982
5s	2S		61.48609242
5p	2P*		61.48663331
5d	2D		61.48709889
5f	2F*		61.48729834
5g	2G		61.48740913
6s	2S		62.26887044
6p	2P*		62.26918342
6d	2D		62.26945283
6f	2F*		62.26956825
6g	2G		62.26963237
6h	2H*		62.26967317
7s	2S		62.74081673
7p	2P*		62.7410138
7d	2D		62.74118345
7f	2F*		62.74125614
7g	2G		62.74129651
7h	2H*		62.74132221
7i	2I		62.74134
8s	2S		63.04710551
8p	2P*		63.04723752
8d	2D		63.04735117
8f	2F*		63.04739986
8g	2G		63.04742691
8h	2H*		63.04744412
8i	2I		63.04745604
8k	2K*		63.04746478
9s	2S		63.25708371
9p	2P*		63.25717642
9d	2D		63.25725624
9f	2F*		63.25729043
9g	2G		63.25730943
9h	2H*		63.25732152
9i	2I		63.25732989
9k	2K*		63.25733603
9l	2L		63.25734072
10s	2S		63.40727264
10p	2P*		63.40734022
10d	2D		63.4073984
10f	2F*		63.40742333
10g	2G		63.40743718
10h	2H*		63.40744599
10i	2I		63.40745209
10k	2K*		63.40745657
10l	2L		63.40745999
10m	2M*		63.40746269
11s	2S		63.518391
11p	2P*		63.51844177
11d	2D		63.51848548
11f	2F*		63.51850421
11g	2G		63.51851462
11h	2H*		63.51852124
11i	2I		63.51852582
11k	2K*		63.51852919
11l	2L		63.51853176
11m	2M*		63.51853379
11n	2N		63.51853543
