Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d5"	"6S"	"5/2"	""	"0.000000"	""	""	" 100                                        "	"L7185"
"3d5"	"4G"	"11/2"	""	"0.293843"	""	""	" 100                                        "	""
"3d5"	"4G"	"9/2"	""	"0.294274"	""	""	" 100                                        "	""
"3d5"	"4G"	"5/2"	""	"0.294350"	""	""	" 100                                        "	""
"3d5"	"4G"	"7/2"	""	"0.294391"	""	""	" 100                                        "	""
"3d5"	"4P"	"5/2"	""	"0.321256"	""	""	"  95                                        "	""
"3d5"	"4P"	"3/2"	""	"0.321981"	""	""	"  97                                        "	""
"3d5"	"4P"	"1/2"	""	"0.322649"	""	""	"  99                                        "	""
"3d5"	"4D"	"7/2"	""	"0.353384"	""	""	" 100                                        "	""
"3d5"	"4D"	"1/2"	""	"0.354453"	""	""	"  99                                        "	""
"3d5"	"4D"	"5/2"	""	"0.354803"	""	""	"  96                                        "	""
"3d5"	"4D"	"3/2"	""	"0.354831"	""	""	"  97                                        "	""
"3d5"	"2I"	"11/2"	""	"0.429012"	""	""	"  99                                        "	""
"3d5"	"2I"	"13/2"	""	"0.429120"	""	""	" 100                                        "	""
"3d5"	"2D3"	"5/2"	""	"0.451455"	""	""	"  57             :    24  3d5          2F2  "	""
"3d5"	"2D3"	"3/2"	""	"0.456102"	""	""	"  73             :    23  3d5          2D1  "	""
"3d5"	"2F2"	"7/2"	""	"0.468338"	""	""	"  97                                        "	""
"3d5"	"2F2"	"5/2"	""	"0.475378"	""	""	"  70             :    15  3d5          2D3  "	""
"3d5"	"4F"	"9/2"	""	"0.479515"	""	""	"  98                                        "	""
"3d5"	"4F"	"7/2"	""	"0.480196"	""	""	"  98                                        "	""
"3d5"	"4F"	"3/2"	""	"0.481487"	""	""	"  96                                        "	""
"3d5"	"4F"	"5/2"	""	"0.481495"	""	""	"  89             :     5  3d5          2F2  "	""
"3d5"	"2H"	"9/2"	""	"0.510841"	""	""	"  86             :    14  3d5          2G2  "	""
"3d5"	"2H"	"11/2"	""	"0.513670"	""	""	"  99                                        "	""
"3d5"	"2G2"	"7/2"	""	"0.523140"	""	""	"  99                                        "	""
"3d5"	"2G2"	"9/2"	""	"0.525994"	""	""	"  84             :    14  3d5          2H   "	""
"3d5"	"2F1"	"5/2"	""	"0.557299"	""	""	"  99                                        "	""
"3d5"	"2F1"	"7/2"	""	"0.558191"	""	""	"  98                                        "	""
"3d5"	"2S"	"1/2"	""	"0.607998"	""	""	" 100                                        "	""
"3d5"	"2D2"	"3/2"	""	"0.675218"	""	""	" 100                                        "	""
"3d5"	"2D2"	"5/2"	""	"0.675551"	""	""	" 100                                        "	""
"3d5"	"2G1"	"9/2"	""	"0.755394"	""	""	" 100                                        "	""
"3d5"	"2G1"	"7/2"	""	"0.755416"	""	""	" 100                                        "	""
"3d5"	"2P"	"3/2"	""	"0.912342"	""	""	" 100                                        "	""
"3d5"	"2P"	"1/2"	""	"0.912415"	""	""	" 100                                        "	""
"3d5"	"2D1"	"5/2"	""	"0.986375"	""	""	"  76             :    24  3d5          2D3  "	""
"3d5"	"2D1"	"3/2"	""	"0.986522"	""	""	"  76             :    24  3d5          2D3  "	""
"3d4.(5D).4s"	"6D"	"1/2"	""	"1.1642908"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"3/2"	""	"1.1657759"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"5/2"	""	"1.1681673"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"7/2"	""	"1.1713595"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"6D"	"9/2"	""	"1.1752399"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"1/2"	""	"1.2548221"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"3/2"	""	"1.2570864"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"5/2"	""	"1.2606362"	""	""	" 100                                        "	""
"3d4.(5D).4s"	"4D"	"7/2"	""	"1.2652399"	""	""	" 100                                        "	""
"3d4.(3P2).4s"	"4P"	"1/2"	""	"1.4001777"	""	""	"  60             :    39  3d4.(3P1).4s 4P   "	""
"3d4.(3H).4s"	"4H"	"7/2"	""	"1.4050448"	""	""	"  98                                        "	""
"3d4.(3H).4s"	"4H"	"9/2"	""	"1.4063216"	""	""	"  98                                        "	""
"3d4.(3P2).4s"	"4P"	"3/2"	""	"1.4076784"	""	""	"  60             :    39  3d4.(3P1).4s 4P   "	""
