configuration	term	J	energy
2s2.2p5	2P*	3/2	0.0
2s2.2p5	2P*	1/2	0.2141
2s.2p6	2S	1/2	5.97701
2s2.2p4.(3P).3s	4P	5/2	24.062
2s2.2p4.(3P).3s	4P	3/2	24.1759
2s2.2p4.(3P).3s	4P	1/2	24.2634
2s2.2p4.(3P).3s	2P	3/2	24.3445
2s2.2p4.(3P).3s	2P	1/2	24.473
2s2.2p4.(1D).3s	2D	5/2	24.8575
2s2.2p4.(1D).3s	2D	3/2	24.8639
2s2.2p4.(3P).3p	4P*	5/2	25.3806
2s2.2p4.(3P).3p	4D*	7/2	25.5455
2s2.2p4.(3P).3p	4D*	5/2	25.5898
2s2.2p4.(1S).3s	2S	1/2	25.623
2s2.2p4.(3P).3p	2D*	5/2	25.7429
2s2.2p4.(1D).3p	2F*	5/2	26.2217
2s2.2p4.(1D).3p	2F*	7/2	26.2554
2s2.2p4.(1D).3p	2D*	3/2	26.4027
2s2.2p4.(1D).3p	2D*	5/2	26.4234
2s2.2p4.(3P).3d	4D	7/2	27.228
2s2.2p4.(3P).3d	4D	5/2	27.243
2s2.2p4.(3P).3d	4D	3/2	27.272
2s2.2p4.(3P).3d	4D	1/2	27.302
2s2.2p4.(3P).3d	4F	9/2	27.384
2s2.2p4.(3P).3d	4F	7/2	27.443
2s2.2p4.(3P).3d	4P	1/2	27.502
2s2.2p4.(3P).3d	4F	5/2	27.525
2s2.2p4.(3P).3d	4P	3/2	27.541
2s2.2p4.(3P).3d	4F	3/2	27.565
2s2.2p4.(3P).3d	2F	7/2	27.566
2s2.2p4.(3P).3d	2P	1/2	27.591
2s2.2p4.(3P).3d	4P	5/2	27.604
2s2.2p4.(3P).3d	2F	5/2	27.651
2s2.2p4.(3P).3d	2D	3/2	27.651
2s2.2p4.(3P).3d	2P	3/2	27.769
2s2.2p4.(3P).3d	2D	5/2	27.775
2s2.2p4.(1D).3d	2G	9/2	28.051
2s2.2p4.(1D).3d	2G	7/2	28.052
2s2.2p4.(1D).3d	2S	1/2	28.197
2s2.2p4.(1D).3d	2F	5/2	28.232
2s2.2p4.(1D).3d	2F	7/2	28.248
2s2.2p4.(1D).3d	2D	5/2	28.319
2s2.2p4.(1D).3d	2P	3/2	28.321
2s2.2p4.(1D).3d	2P	1/2	28.387
2s2.2p4.(1D).3d	2D	3/2	28.39
2s2.2p4.(1S).3d	2D	5/2	28.945
2s2.2p4.(1S).3d	2D	3/2	28.97
2s.2p5.(3P*).3s	2P*	3/2	29.7602
2s.2p5.(3P*).3s	2P*	1/2	29.8877
2s2.2p4.(3P<2>).4f	2[4]*	7/2	33.974
2s2.2p4.(3P<2>).4f	2[4]*	9/2	33.974
2s2.2p4.(3P<2>).4f	2[5]*	11/2	33.975
2s2.2p4.(3P<2>).4f	2[5]*	9/2	33.979
