configuration	term	J	energy
2s2.2p6	1S	0	0.0
2s2.2p5.3s	3P*	2	3.8787199999999995
2s2.2p5.3s	3P*	1	3.889908
2s2.2p5.3s	3P*	0	3.898875
2s2.2p5.3s	1P*	1	3.9323910000000004
2s2.2p5.3p	3S	1	4.259066000000001
2s2.2p5.3p	3D	3	4.319891
2s2.2p5.3p	3D	2	4.325375
2s2.2p5.3p	3D	1	4.333101
2s2.2p5.3p	1D	2	4.350714
2s2.2p5.3p	1P	1	4.359269
2s2.2p5.3p	3P	2	4.363567
2s2.2p5.3p	3P	0	4.367387
2s2.2p5.3p	3P	1	4.369125
2s2.2p5.3p	1S	0	4.519995
2s2.2p5.3d	3P*	0	4.831339
2s2.2p5.3d	3P*	1	4.833548
2s2.2p5.3d	3P*	2	4.83849
2s2.2p5.3d	3F*	4	4.843958
2s2.2p5.3d	3F*	3	4.846419999999999
2s2.2p5.3d	3F*	2	4.854554
2s2.2p5.3d	1F*	3	4.856791
2s2.2p5.3d	3D*	1	4.867968
2s2.2p5.3d	1D*	2	4.873246
2s2.2p5.3d	3D*	3	4.874583
2s2.2p5.3d	3D*	2	4.876915
2s2.2p5.3d	1P*	1	4.885777
